source,E_MeV,eta_rad,sin2theta12_reference,dm21_reference_eV2,Pee_day,Pee_night,delta_Pee_earth
B8,8.873529411764707,0.52143,0.308,7.42e-05,0.3338639924949225,0.33034627563804037,-0.003517716856882125
B8,8.973796791443851,0.52143,0.308,7.42e-05,0.3330466297405971,0.3306611301282532,-0.002385499612343911
B8,9.074064171122997,0.52143,0.308,7.42e-05,0.3322510451301508,0.3491015065001562,0.0168504613700054
B8,9.17433155080214,0.52143,0.308,7.42e-05,0.331476573302819,0.3459871653813309,0.014510592078511908
B8,9.274598930481284,0.52143,0.308,7.42e-05,0.33072256874213507,0.332632638245249,0.0019100695031139536
B8,9.374866310160428,0.52143,0.308,7.42e-05,0.329988405403017,0.359559012246419,0.029570606843402014
B8,9.475133689839572,0.52143,0.308,7.42e-05,0.32927347631841714,0.34390551511821693,0.014632038799799796
B8,9.575401069518716,0.52143,0.308,7.42e-05,0.32857719318942297,0.32164587611946976,-0.006931317069953202
B8,9.67566844919786,0.52143,0.308,7.42e-05,0.3278989859622673,0.32133848238529794,-0.0065605035769693565
B8,9.775935828877008,0.52143,0.308,7.42e-05,0.3272383023953664,0.3212097090342526,-0.0060285933611137765
B8,9.87620320855615,0.52143,0.308,7.42e-05,0.3265946076191509,0.3541927503750535,0.02759814275590261
B8,9.976470588235294,0.52143,0.308,7.42e-05,0.3259673836911497,0.36592186185725806,0.039954478166108365
B8,10.07673796791444,0.52143,0.308,7.42e-05,0.32535612914850554,0.3313450151822123,0.005988886033706786
B8,10.177005347593584,0.52143,0.308,7.42e-05,0.32476035855985164,0.32898473944126533,0.004224380881413692
B8,10.277272727272727,0.52143,0.308,7.42e-05,0.3241796020782299,0.34353937299218146,0.01935977091395158
B8,10.377540106951871,0.52143,0.308,7.42e-05,0.3236134049965288,0.32912876740389974,0.005515362407370938
B8,10.477807486631017,0.52143,0.308,7.42e-05,0.32306132730673176,0.32447182861039353,0.0014105013036617708
B8,10.57807486631016,0.52143,0.308,7.42e-05,0.3225229432640843,0.3305912975349139,0.00806835427082958
B8,10.678342245989306,0.52143,0.308,7.42e-05,0.3219978409571254,0.31806006540079135,-0.003937775556334067
B8,10.77860962566845,0.52143,0.308,7.42e-05,0.3214856218844134,0.32589852341381276,0.004412901529399382
B8,10.878877005347594,0.52143,0.308,7.42e-05,0.32098590053861437,0.3675289450123204,0.04654304447370605
B8,10.97914438502674,0.52143,0.308,7.42e-05,0.32049830399853696,0.3760922513418537,0.05559394734331674
B8,11.079411764705885,0.52143,0.308,7.42e-05,0.32002247152958335,0.33694654313062805,0.0169240716010447
B8,11.179679144385029,0.52143,0.308,7.42e-05,0.31955805419298433,0.313336282366842,-0.006221771826142308
B8,11.279946524064172,0.52143,0.308,7.42e-05,0.31910471446413063,0.3220660464823314,0.0029613320182007574
B8,11.380213903743316,0.52143,0.308,7.42e-05,0.31866212586021825,0.3233722187301997,0.004710092869981475
B8,11.48048128342246,0.52143,0.308,7.42e-05,0.31822997257736996,0.3161303804709715,-0.0020995921063984846
B8,11.580748663101604,0.52143,0.308,7.42e-05,0.3178079491373424,0.3300011484352335,0.012193199297891089
B8,11.68101604278075,0.52143,0.308,7.42e-05,0.31739576004387127,0.3505290062297521,0.033133246185880816
B8,11.781283422459891,0.52143,0.308,7.42e-05,0.31699311944867314,0.34177788515179747,0.024784765703124323
B8,11.88155080213904,0.52143,0.308,7.42e-05,0.3165997508270614,0.31838212597563026,0.0017823751485688821
B8,11.981818181818182,0.52143,0.308,7.42e-05,0.3162153866631461,0.3248516722848056,0.008636285621659523
B8,12.082085561497326,0.52143,0.308,7.42e-05,0.31583976814450176,0.3593319529746109,0.04349218483010914
B8,12.182352941176472,0.52143,0.308,7.42e-05,0.3154726448662078,0.3746938453642392,0.05922120049803142
B8,12.282620320855616,0.52143,0.308,7.42e-05,0.31511377454412365,0.3497154383069732,0.034601663762849566
B8,12.38288770053476,0.52143,0.308,7.42e-05,0.31476292273725087,0.3153092998333419,0.0005463770960910108
B8,12.483155080213905,0.52143,0.308,7.42e-05,0.3144198625790097,0.30409669494671443,-0.010323167632295294
B8,12.583422459893049,0.52143,0.308,7.42e-05,0.3140843745172603,0.3099740795255235,-0.004110294991736763
B8,12.683689839572192,0.52143,0.308,7.42e-05,0.3137562460628763,0.31017781323053556,-0.0035784328323407166
B8,12.783957219251338,0.52143,0.308,7.42e-05,0.3134352715466698,0.30593483765455426,-0.007500433892115521
B8,12.884224598930482,0.52143,0.308,7.42e-05,0.3131212518844847,0.3175050360233313,0.0043837841388466026
B8,12.984491978609626,0.52143,0.308,7.42e-05,0.3128139943502198,0.34841999572945437,0.035606001379234586
B8,13.084759358288771,0.52143,0.308,7.42e-05,0.31251331235660595,0.37321663475623945,0.0607033223996335
B8,13.185026737967917,0.52143,0.308,7.42e-05,0.3122190252434993,0.36734469792596547,0.055125672682466154
B8,13.28529411764706,0.52143,0.308,7.42e-05,0.3119309580734906,0.336935719846199,0.02500476177270844
B8,13.385561497326204,0.52143,0.308,7.42e-05,0.31164894143461785,0.3122067598881748,0.0005578184535569575
B8,13.485828877005348,0.52143,0.308,7.42e-05,0.31137281124996213,0.31446657644907444,0.0030937651991123083
B8,13.586096256684492,0.52143,0.308,7.42e-05,0.31110240859392596,0.3354414941442341,0.024339085550308115
B8,13.686363636363636,0.52143,0.308,7.42e-05,0.31083757951498103,0.3497595354996057,0.03892195598462467
B8,13.78663101604278,0.52143,0.308,7.42e-05,0.3105781748646816,0.34276329342824097,0.03218511856355938
B8,13.886898395721923,0.52143,0.308,7.42e-05,0.3103240501327367,0.3224818008274586,0.012157750694721914
B8,13.98716577540107,0.52143,0.308,7.42e-05,0.3100750652879551,0.3071554858807134,-0.0029195794072416903
B8,14.087433155080214,0.52143,0.308,7.42e-05,0.3098310846248534,0.30571741991156526,-0.004113664713288168
B8,14.187700534759358,0.52143,0.308,7.42e-05,0.30959197661574533,0.311010658756648,0.0014186821409026829
B8,14.287967914438504,0.52143,0.308,7.42e-05,0.309357613768126,0.3111984707436463,0.001840856975520333
B8,14.388235294117647,0.52143,0.308,7.42e-05,0.3091278724871663,0.3041781898024902,-0.004949682684676104
B8,14.488502673796791,0.52143,0.308,7.42e-05,0.3089026329431439,0.3003942068636065,-0.00850842607953739
B8,14.588770053475937,0.52143,0.308,7.42e-05,0.3086817789436297,0.3123125455414672,0.003630766597837509
B8,14.68903743315508,0.52143,0.308,7.42e-05,0.3084651978102809,0.3411734396037042,0.0327082417934233
B8,14.789304812834224,0.52143,0.308,7.42e-05,0.3082527802600529,0.37374667895736896,0.06549389869731603
B8,14.88957219251337,0.52143,0.308,7.42e-05,0.3080444202906947,0.3914926594530397,0.083448239162345
B8,14.989839572192514,0.52143,0.308,7.42e-05,0.3078400150703572,0.38400236536768717,0.07616235029732998
B8,15.090106951871658,0.52143,0.308,7.42e-05,0.30763946483117904,0.3559700325244574,0.04833056769327837
B8,15.190374331550805,0.52143,0.308,7.42e-05,0.3074426727666956,0.3231444889269481,0.015701816160252458
B8,15.290641711229949,0.52143,0.308,7.42e-05,0.3072495449329417,0.30126879202320905,-0.005980752909732656
B8,15.39090909090909,0.52143,0.308,7.42e-05,0.30705999015310115,0.29669126031647974,-0.010368729836621404
B8,15.491176470588236,0.52143,0.308,7.42e-05,0.3068739199255875,0.3044822410873783,-0.002391678838209177
B8,15.59144385026738,0.52143,0.308,7.42e-05,0.3066912483354173,0.31365698717944185,0.0069657388440245716
B8,15.691711229946524,0.52143,0.308,7.42e-05,0.30651189196876133,0.3163128931594709,0.00980100119070959
B8,15.79197860962567,0.52143,0.308,7.42e-05,0.3063357698305573,0.3118513569560185,0.0055155871254611855
B8,15.892245989304811,0.52143,0.308,7.42e-05,0.30616280326506423,0.30611796678099523,-4.483648406899965e-05
B8,15.992513368983955,0.52143,0.308,7.42e-05,0.305992915879254,0.3061746452071038,0.0001817293278498222
B8,16.092780748663102,0.52143,0.308,7.42e-05,0.3058260334689401,0.31462647595594845,0.008800442487008342
B8,16.193048128342248,0.52143,0.308,7.42e-05,0.30566208394752775,0.32769496379513013,0.022032879847602382
B8,16.29331550802139,0.52143,0.308,7.42e-05,0.3055009972773023,0.3378021818819828,0.03230118460468051
B8,16.393582887700536,0.52143,0.308,7.42e-05,0.30534270540315195,0.33857253931309156,0.03322983390993961
B8,16.49385026737968,0.52143,0.308,7.42e-05,0.30518714218864057,0.3289018544630748,0.023714712274434224
B8,16.594117647058823,0.52143,0.308,7.42e-05,0.30503424335433427,0.3141523332617127,0.009118089907378446
B8,16.69438502673797,0.52143,0.308,7.42e-05,0.30488394641831107,0.3031305950267933,-0.0017533513915177767
B8,16.794652406417114,0.52143,0.308,7.42e-05,0.3047361906387571,0.30381034469726564,-0.0009258459414914766
B8,16.894919786096256,0.52143,0.308,7.42e-05,0.30459091695858614,0.31873736260354646,0.014146445644960315
B8,16.995187165775402,0.52143,0.308,7.42e-05,0.3044480679519921,0.3442519801394184,0.039803912187426294
B8,17.095454545454547,0.52143,0.308,7.42e-05,0.3043075877728772,0.37138316365991464,0.06707557588703744
B8,17.19572192513369,0.52143,0.308,7.42e-05,0.3041694221050769,0.3904918325409846,0.08632241043590766
B8,17.295989304812835,0.52143,0.308,7.42e-05,0.30403351811431584,0.3949690638542004,0.09093554573988455
B8,17.39625668449198,0.52143,0.308,7.42e-05,0.303899824401832,0.3833570190534689,0.07945719465163692
B8,17.496524064171123,0.52143,0.308,7.42e-05,0.3037682909596086,0.35995556823418146,0.056187277274572844
B8,17.596791443850268,0.52143,0.308,7.42e-05,0.3036388691271516,0.33238284682757724,0.028743977700425638
B8,17.697058823529414,0.52143,0.308,7.42e-05,0.3035115115497518,0.30817216411485754,0.004660652565105727
B8,17.797326203208556,0.52143,0.308,7.42e-05,0.30338617213819363,0.29263198798082296,-0.010754184157370672
B8,17.8975935828877,0.52143,0.308,7.42e-05,0.3032628060298277,0.2865958540193929,-0.016666952010434777
B8,17.997860962566847,0.52143,0.308,7.42e-05,0.30314136955098514,0.2875906668408283,-0.01555070271015685
B8,18.09812834224599,0.52143,0.308,7.42e-05,0.30302182018067275,0.29134475503258506,-0.011677065148087695
B8,18.198395721925134,0.52143,0.308,7.42e-05,0.30290411651549526,0.29386494893228826,-0.009039167583206997
B8,18.29866310160428,0.52143,0.308,7.42e-05,0.30278821823577345,0.2933450877459444,-0.009443130489829032
B8,18.398930481283426,0.52143,0.308,7.42e-05,0.30267408607280133,0.29058528702902425,-0.012088799043777076
B8,18.499197860962568,0.52143,0.308,7.42e-05,0.3025616817772134,0.28848614625815755,-0.014075535519055826
B8,18.599465240641713,0.52143,0.308,7.42e-05,0.30245096808840616,0.29070484913335,-0.011746118955056173
B8,18.699732620320855,0.52143,0.308,7.42e-05,0.30234190870499267,0.29992961549997516,-0.0024122932050175128
B8,18.8,0.52143,0.308,7.42e-05,0.3022344682562364,0.3165918118593432,0.014357343603106809
B8,0.05,0.70714,0.308,7.42e-05,0.5476217132926241,0.5475920054735652,-2.9707819058866214e-05
B8,0.1502673796791443,0.70714,0.308,7.42e-05,0.5447685149399254,0.544674214750225,-9.430018970035814e-05
B8,0.2505347593582888,0.70714,0.308,7.42e-05,0.5418592077723718,0.541658865286234,-0.0002003424861378722
B8,0.3508021390374331,0.70714,0.308,7.42e-05,0.538894905397443,0.5386800734677135,-0.0002148319297294865
B8,0.4510695187165775,0.70714,0.308,7.42e-05,0.5358769259882084,0.5358946529868599,1.7726998651546033e-05
B8,0.551336898395722,0.70714,0.308,7.42e-05,0.5328067970184048,0.5326708309999135,-0.00013596601849130696
B8,0.6516042780748663,0.70714,0.308,7.42e-05,0.5296862584794492,0.5293676604519705,-0.00031859802747868926
B8,0.7518716577540108,0.70714,0.308,7.42e-05,0.5265172644139361,0.5265186187152898,1.3543013537287152e-06
B8,0.8521390374331551,0.70714,0.308,7.42e-05,0.5233019826159806,0.5227554088582776,-0.0005465737577029506
B8,0.9524064171122996,0.70714,0.308,7.42e-05,0.5200427923699201,0.519867639844663,-0.00017515252525712732
B8,1.052673796791444,0.70714,0.308,7.42e-05,0.5167422801252568,0.516508432118856,-0.00023384800640080528
B8,1.1529411764705884,0.70714,0.308,7.42e-05,0.5134032330369681,0.5133414184118655,-6.181462510257418e-05
B8,1.2532085561497326,0.70714,0.308,7.42e-05,0.5100286303359703,0.5097468172650721,-0.00028181307089825136
B8,1.353475935828877,0.70714,0.308,7.42e-05,0.5066216325338088,0.5061087769630025,-0.0005128555708062699
B8,1.4537433155080215,0.70714,0.308,7.42e-05,0.5031855685075199,0.5030802266603214,-0.0001053418471985701
B8,1.5540106951871655,0.70714,0.308,7.42e-05,0.49972392055396353,0.4997269176981119,2.9971441483644945e-06
B8,1.6542780748663102,0.70714,0.308,7.42e-05,0.4962403075464029,0.49599679747179143,-0.000243510074611486
B8,1.7545454545454546,0.70714,0.308,7.42e-05,0.49273846636822227,0.4924888671462644,-0.00024959922195788575
B8,1.8548128342245989,0.70714,0.308,7.42e-05,0.48922223183814423,0.4890946145186345,-0.00012761731950972077
B8,1.955080213903743,0.70714,0.308,7.42e-05,0.48569551537642675,0.4855526728543972,-0.0001428425220295626
B8,2.0553475935828875,0.70714,0.308,7.42e-05,0.48216228269132905,0.4820435060843157,-0.00011877660701337112
B8,2.155614973262032,0.70714,0.308,7.42e-05,0.47862653078821216,0.47861881482174173,-7.715966470422941e-06
B8,2.2558823529411764,0.70714,0.308,7.42e-05,0.47509226461931,0.4750910796679301,-1.1849513798511957e-06
B8,2.3561497326203207,0.70714,0.308,7.42e-05,0.4715634736997854,0.471782671668453,0.0002191979686675949
B8,2.456417112299465,0.70714,0.308,7.42e-05,0.4680441090149719,0.4684172621185978,0.0003731531036259006
B8,2.5566844919786096,0.70714,0.308,7.42e-05,0.46453806053471913,0.46461873119918756,8.067066446842963e-05
B8,2.656951871657754,0.70714,0.308,7.42e-05,0.46104913563401084,0.4617117499167644,0.0006626142827535486
B8,2.757219251336898,0.70714,0.308,7.42e-05,0.4575810386951183,0.45841511454736705,0.0008340758522487612
B8,2.8574866310160427,0.70714,0.308,7.42e-05,0.4541373521365544,0.4541463391172198,8.986980665426358e-06
B8,2.957754010695187,0.70714,0.308,7.42e-05,0.45072151907911634,0.45186254951741345,0.0011410304382971082
B8,3.058021390374331,0.70714,0.308,7.42e-05,0.44733682782074474,0.4481941389504141,0.0008573111296693581
B8,3.158288770053476,0.70714,0.308,7.42e-05,0.4439863982510632,0.4448860285420577,0.0008996302909945464
B8,3.25855614973262,0.70714,0.308,7.42e-05,0.44067317029477204,0.4423377516645204,0.0016645813697483414
B8,3.3588235294117643,0.70714,0.308,7.42e-05,0.43739989443184984,0.43834083073215313,0.0009409363003032856
B8,3.459090909090909,0.70714,0.308,7.42e-05,0.43416912430288995,0.4357150196250328,0.0015458953221428318
B8,3.5593582887700532,0.70714,0.308,7.42e-05,0.4309832113710485,0.4310140420556814,3.083068463288763e-05
B8,3.6596256684491975,0.70714,0.308,7.42e-05,0.4278443015786975,0.42948423101318517,0.0016399294344876525
B8,3.759893048128342,0.70714,0.308,7.42e-05,0.4247543339077077,0.427625785879281,0.002871451971573291
B8,3.8601604278074864,0.70714,0.308,7.42e-05,0.4217150407276965,0.4252625667640182,0.003547526036321691
B8,3.9604278074866306,0.70714,0.308,7.42e-05,0.4187279497967807,0.42159407603970894,0.0028661262429282575
B8,4.060695187165775,0.70714,0.308,7.42e-05,0.41579438776445404,0.41621032678067743,0.0004159390162233878
B8,4.16096256684492,0.70714,0.308,7.42e-05,0.41291548501593284,0.41381209735945157,0.0008966123435187323
B8,4.261229946524064,0.70714,0.308,7.42e-05,0.4100921816915153,0.4140485511970479,0.003956369505532631
B8,4.361497326203208,0.70714,0.308,7.42e-05,0.4073252347126863,0.40752073311225107,0.00019549839956478632
B8,4.461764705882353,0.70714,0.308,7.42e-05,0.4046152256484713,0.4096042888283099,0.004989063179838604
B8,4.562032085561497,0.70714,0.308,7.42e-05,0.4019625692604434,0.4019928764998888,3.0307239445415135e-05
B8,4.6622994652406415,0.70714,0.308,7.42e-05,0.3993675225721174,0.40354256765715846,0.004175045085041074
B8,4.762566844919786,0.70714,0.308,7.42e-05,0.396830194317931,0.4014608806389417,0.004630686321010713
B8,4.86283422459893,0.70714,0.308,7.42e-05,0.39435055463788743,0.3949016039498296,0.0005510493119421644
B8,4.963101604278075,0.70714,0.308,7.42e-05,0.3919284448959193,0.3926252429818949,0.0006967980859755585
B8,5.063368983957219,0.70714,0.308,7.42e-05,0.3895635875125981,0.39334205077272955,0.003778463260131426
B8,5.163636363636363,0.70714,0.308,7.42e-05,0.3872555957156203,0.39369460519441196,0.0064390094787916685
B8,5.263903743315508,0.70714,0.308,7.42e-05,0.38500398312425244,0.39296379519247804,0.007959812068225602
B8,5.3641711229946525,0.70714,0.308,7.42e-05,0.3828081730963033,0.39160999147491876,0.008801818378615489
B8,5.464438502673796,0.70714,0.308,7.42e-05,0.380667507778044,0.3898444979137628,0.009176990135718821
B8,5.564705882352941,0.70714,0.308,7.42e-05,0.37858125680864124,0.38724416065030093,0.008662903841659686
B8,5.664973262032086,0.70714,0.308,7.42e-05,0.37654862564098046,0.38315510180379203,0.00660647616281157
B8,5.765240641711229,0.70714,0.308,7.42e-05,0.3745687634501802,0.37771483482415535,0.0031460713739751567
B8,5.865508021390374,0.70714,0.308,7.42e-05,0.37264077060959544,0.3728458005698413,0.00020502996024585052
B8,5.965775401069519,0.70714,0.308,7.42e-05,0.37076370572164447,0.3714845142462057,0.000720808524561245
B8,6.0660427807486625,0.70714,0.308,7.42e-05,0.36893659219741176,0.3742074426322704,0.005270850434858643
B8,6.166310160427807,0.70714,0.308,7.42e-05,0.36715842438469903,0.37603183855549666,0.008873414170797622
B8,6.266577540106952,0.70714,0.308,7.42e-05,0.3654281732490752,0.37050263473807055,0.005074461488995319
B8,6.366844919786096,0.70714,0.308,7.42e-05,0.36374479161651996,0.36378784002174225,4.304840522229014e-05
B8,6.46711229946524,0.70714,0.308,7.42e-05,0.3621072189896418,0.36929785709165064,0.007190638102008817
B8,6.567379679144385,0.70714,0.308,7.42e-05,0.3605143859520932,0.37092502830083846,0.01041064234874528
B8,6.667647058823529,0.70714,0.308,7.42e-05,0.35896521817790833,0.35922583857268847,0.0002606203947801422
B8,6.7679144385026735,0.70714,0.308,7.42e-05,0.3574586400640387,0.36680655685583596,0.00934791679179725
B8,6.868181818181818,0.70714,0.308,7.42e-05,0.35599357800545006,0.3651176799747426,0.00912410196929253
B8,6.968449197860962,0.70714,0.308,7.42e-05,0.3545689633328315,0.3557740937550488,0.0012051304222173154
B8,7.068716577540107,0.70714,0.308,7.42e-05,0.35318373493331395,0.36734063307870296,0.014156898145389007
B8,7.168983957219251,0.70714,0.308,7.42e-05,0.3518368415746441,0.35229293935059075,0.0004560977759466289
B8,7.269251336898395,0.70714,0.308,7.42e-05,0.3505272439530804,0.3628741419408261,0.012346897987745742
B8,7.36951871657754,0.70714,0.308,7.42e-05,0.34925391648486986,0.3524279486767496,0.0031740321918797276
B8,7.469786096256684,0.70714,0.308,7.42e-05,0.34801584886064113,0.3577248495899631,0.00970900072932196
B8,7.570053475935828,0.70714,0.308,7.42e-05,0.34681204738136506,0.3518713015719849,0.005059254190619811
B8,7.670320855614973,0.70714,0.308,7.42e-05,0.3456415360937635,0.3546564498762571,0.009014913782493583
B8,7.770588235294118,0.70714,0.308,7.42e-05,0.3445033577422266,0.3495865264702411,0.005083168728014453
B8,7.870855614973261,0.70714,0.308,7.42e-05,0.34339657455340794,0.3541622383442615,0.010765663790853586
B8,7.971122994652406,0.70714,0.308,7.42e-05,0.34232026886875794,0.3453882518383739,0.0030679829696159677
B8,8.071390374331552,0.70714,0.308,7.42e-05,0.3412735436393518,0.35599543277715934,0.014721889137807531
B8,8.171657754010695,0.70714,0.308,7.42e-05,0.3402555227964245,0.340583853660144,0.0003283308637194726
B8,8.271925133689841,0.70714,0.308,7.42e-05,0.33926535151014575,0.3569098533137671,0.01764450180362137
