source,E_MeV,eta_rad,sin2theta12_reference,dm21_reference_eV2,Pee_day,Pee_night,delta_Pee_earth
B8,2.3561497326203207,0.33571,0.308,7.42e-05,0.4715634736997854,0.4717776210566197,0.0002141473568342822
B8,2.456417112299465,0.33571,0.308,7.42e-05,0.4680441090149719,0.4683341752037139,0.00029006618874199974
B8,2.5566844919786096,0.33571,0.308,7.42e-05,0.46453806053471913,0.4644082723587597,-0.00012978817595943326
B8,2.656951871657754,0.33571,0.308,7.42e-05,0.46104913563401084,0.4614866734835873,0.0004375378495764526
B8,2.757219251336898,0.33571,0.308,7.42e-05,0.4575810386951183,0.4592624523440433,0.0016814136489249898
B8,2.8574866310160427,0.33571,0.308,7.42e-05,0.4541373521365544,0.45395603486454433,-0.00018131727201003978
B8,2.957754010695187,0.33571,0.308,7.42e-05,0.45072151907911634,0.4504326564189317,-0.00028886266018463
B8,3.058021390374331,0.33571,0.308,7.42e-05,0.44733682782074474,0.44714297200294717,-0.00019385581779757244
B8,3.158288770053476,0.33571,0.308,7.42e-05,0.4439863982510632,0.4439188565435182,-6.754170754497135e-05
B8,3.25855614973262,0.33571,0.308,7.42e-05,0.44067317029477204,0.4406144067143226,-5.876358044942798e-05
B8,3.3588235294117643,0.33571,0.308,7.42e-05,0.43739989443184984,0.4385746065644072,0.0011747121325573762
B8,3.459090909090909,0.33571,0.308,7.42e-05,0.43416912430288995,0.4346810148355488,0.0005118905326588208
B8,3.5593582887700532,0.33571,0.308,7.42e-05,0.4309832113710485,0.4316271489642233,0.0006439375931747704
B8,3.6596256684491975,0.33571,0.308,7.42e-05,0.4278443015786975,0.4282449230050542,0.0004006214263566621
B8,3.759893048128342,0.33571,0.308,7.42e-05,0.4247543339077077,0.42340362926179564,-0.001350704645912082
B8,3.8601604278074864,0.33571,0.308,7.42e-05,0.4217150407276965,0.42572566857516264,0.004010627847466142
B8,3.9604278074866306,0.33571,0.308,7.42e-05,0.4187279497967807,0.42029561033947305,0.0015676605426923618
B8,4.060695187165775,0.33571,0.308,7.42e-05,0.41579438776445404,0.4161744448725711,0.00038005710811706006
B8,4.16096256684492,0.33571,0.308,7.42e-05,0.41291548501593284,0.4211974299929311,0.008281944976998246
B8,4.261229946524064,0.33571,0.308,7.42e-05,0.4100921816915153,0.4107922753518725,0.0007000936603572261
B8,4.361497326203208,0.33571,0.308,7.42e-05,0.4073252347126863,0.41749951644068123,0.01017428172799495
B8,4.461764705882353,0.33571,0.308,7.42e-05,0.4046152256484713,0.4029712669389891,-0.0016439587094821961
B8,4.562032085561497,0.33571,0.308,7.42e-05,0.4019625692604434,0.4030665314237885,0.001103962163345129
B8,4.6622994652406415,0.33571,0.308,7.42e-05,0.3993675225721174,0.40190024273779773,0.0025327201656803466
B8,4.762566844919786,0.33571,0.308,7.42e-05,0.396830194317931,0.40574102595866396,0.008910831640732975
B8,4.86283422459893,0.33571,0.308,7.42e-05,0.39435055463788743,0.3952910740583279,0.0009405194204404888
B8,4.963101604278075,0.33571,0.308,7.42e-05,0.3919284448959193,0.3942735763614151,0.0023451314654957534
B8,5.063368983957219,0.33571,0.308,7.42e-05,0.3895635875125981,0.39168671472145977,0.0021231272088616526
B8,5.163636363636363,0.33571,0.308,7.42e-05,0.3872555957156203,0.3852829281422295,-0.0019726675733908183
B8,5.263903743315508,0.33571,0.308,7.42e-05,0.38500398312425244,0.39046261818007705,0.005458635055824612
B8,5.3641711229946525,0.33571,0.308,7.42e-05,0.3828081730963033,0.3873513180939182,0.004543144997614934
B8,5.464438502673796,0.33571,0.308,7.42e-05,0.380667507778044,0.37925012293217747,-0.0014173848458665095
B8,5.564705882352941,0.33571,0.308,7.42e-05,0.37858125680864124,0.38821531654526803,0.009634059736626788
B8,5.664973262032086,0.33571,0.308,7.42e-05,0.37654862564098046,0.39252490833636305,0.015976282695382593
B8,5.765240641711229,0.33571,0.308,7.42e-05,0.3745687634501802,0.37750484152316105,0.002936078072980852
B8,5.865508021390374,0.33571,0.308,7.42e-05,0.37264077060959544,0.37250557650076443,-0.0001351941088310049
B8,5.965775401069519,0.33571,0.308,7.42e-05,0.37076370572164447,0.385035030356272,0.014271324634627547
B8,6.0660427807486625,0.33571,0.308,7.42e-05,0.36893659219741176,0.38423824067465145,0.015301648477239693
B8,6.166310160427807,0.33571,0.308,7.42e-05,0.36715842438469903,0.3666792604319965,-0.00047916395270253265
B8,6.266577540106952,0.33571,0.308,7.42e-05,0.3654281732490752,0.3714588348610355,0.006030661611960253
B8,6.366844919786096,0.33571,0.308,7.42e-05,0.36374479161651996,0.3868189932639126,0.023074201647392656
B8,6.46711229946524,0.33571,0.308,7.42e-05,0.3621072189896418,0.3678490768247965,0.0057418578351546845
B8,6.567379679144385,0.33571,0.308,7.42e-05,0.3605143859520932,0.35790272167209347,-0.0026116642799997036
B8,6.667647058823529,0.33571,0.308,7.42e-05,0.35896521817790833,0.3583647059068099,-0.000600512271098419
B8,6.7679144385026735,0.33571,0.308,7.42e-05,0.3574586400640387,0.3615151656190185,0.004056525554979762
B8,6.868181818181818,0.33571,0.308,7.42e-05,0.35599357800545006,0.3844986601502097,0.028505082144759664
B8,6.968449197860962,0.33571,0.308,7.42e-05,0.3545689633328315,0.35574977139068026,0.001180808057848759
B8,7.068716577540107,0.33571,0.308,7.42e-05,0.35318373493331395,0.35257721500233535,-0.0006065199309785996
B8,7.168983957219251,0.33571,0.308,7.42e-05,0.3518368415746441,0.34973511997883233,-0.0021017215958117896
B8,7.269251336898395,0.33571,0.308,7.42e-05,0.3505272439530804,0.37564549482432313,0.025118250871242753
B8,7.36951871657754,0.33571,0.308,7.42e-05,0.34925391648486986,0.3512581157307679,0.0020041992458980085
B8,7.469786096256684,0.33571,0.308,7.42e-05,0.34801584886064113,0.3675664127971282,0.019550563936487075
B8,7.570053475935828,0.33571,0.308,7.42e-05,0.34681204738136506,0.3450172952633175,-0.0017947521180475823
B8,7.670320855614973,0.33571,0.308,7.42e-05,0.3456415360937635,0.3456568007282209,1.5264634457390347e-05
B8,7.770588235294118,0.33571,0.308,7.42e-05,0.3445033577422266,0.34708349540248223,0.0025801376602556103
B8,7.870855614973261,0.33571,0.308,7.42e-05,0.34339657455340794,0.35924520916678154,0.015848634613373602
B8,7.971122994652406,0.33571,0.308,7.42e-05,0.34232026886875794,0.3573292728053733,0.015009003936615362
B8,8.071390374331552,0.33571,0.308,7.42e-05,0.3412735436393518,0.3529121079988699,0.0116385643595181
B8,8.171657754010695,0.33571,0.308,7.42e-05,0.3402555227964245,0.34770979927475043,0.007454276478325916
B8,8.271925133689841,0.33571,0.308,7.42e-05,0.33926535151014575,0.3331435842801508,-0.006121767229994968
B8,8.372192513368985,0.33571,0.308,7.42e-05,0.33830219634827063,0.3367522806274344,-0.0015499157208362369
B8,8.472459893048129,0.33571,0.308,7.42e-05,0.33736524534544793,0.3521732352444778,0.014807989899029872
B8,8.572727272727274,0.33571,0.308,7.42e-05,0.33645370799313756,0.33486509845175266,-0.0015886095413849
B8,8.672994652406418,0.33571,0.308,7.42e-05,0.33556681515931447,0.3721290487271323,0.03656223356781785
B8,8.773262032085562,0.33571,0.308,7.42e-05,0.33470381894636847,0.34170788909785743,0.007004070151488961
B8,8.873529411764707,0.33571,0.308,7.42e-05,0.3338639924949225,0.34070490444475116,0.006840911949828665
B8,8.973796791443851,0.33571,0.308,7.42e-05,0.3330466297405971,0.3408967942268081,0.007850164486210953
B8,9.074064171122997,0.33571,0.308,7.42e-05,0.3322510451301508,0.3292389754647061,-0.0030120696654447054
B8,9.17433155080214,0.33571,0.308,7.42e-05,0.331476573302819,0.3241642572702588,-0.007312316032560162
B8,9.274598930481284,0.33571,0.308,7.42e-05,0.33072256874213507,0.3418055997327113,0.011083030990576226
B8,9.374866310160428,0.33571,0.308,7.42e-05,0.329988405403017,0.3593870481833996,0.029398642780382622
B8,9.475133689839572,0.33571,0.308,7.42e-05,0.32927347631841714,0.3288067464806095,-0.00046672983780765565
B8,9.575401069518716,0.33571,0.308,7.42e-05,0.32857719318942297,0.3617440974896994,0.03316690430027641
B8,9.67566844919786,0.33571,0.308,7.42e-05,0.3278989859622673,0.3597441560375936,0.03184517007532628
B8,9.775935828877008,0.33571,0.308,7.42e-05,0.3272383023953664,0.3223891487230428,-0.004849153672323581
B8,9.87620320855615,0.33571,0.308,7.42e-05,0.3265946076191509,0.33327176652946167,0.0066771589103107876
B8,9.976470588235294,0.33571,0.308,7.42e-05,0.3259673836911497,0.3285987276218337,0.0026313439306839825
B8,10.07673796791444,0.33571,0.308,7.42e-05,0.32535612914850554,0.3295703633538325,0.004214234205326961
B8,10.177005347593584,0.33571,0.308,7.42e-05,0.32476035855985164,0.32972923981901525,0.0049688812591636156
B8,10.277272727272727,0.33571,0.308,7.42e-05,0.3241796020782299,0.31830791741225734,-0.005871684665972543
B8,10.377540106951871,0.33571,0.308,7.42e-05,0.3236134049965288,0.3549554212565767,0.0313420162600479
B8,10.477807486631017,0.33571,0.308,7.42e-05,0.32306132730673176,0.3714015003190645,0.04834017301233273
B8,10.57807486631016,0.33571,0.308,7.42e-05,0.3225229432640843,0.32985734759874935,0.0073344043346650345
B8,10.678342245989306,0.33571,0.308,7.42e-05,0.3219978409571254,0.33364268956006127,0.011644848602935853
B8,10.77860962566845,0.33571,0.308,7.42e-05,0.3214856218844134,0.36621385649650706,0.04472823461209369
B8,10.878877005347594,0.33571,0.308,7.42e-05,0.32098590053861437,0.34345160318178797,0.022465702643173602
B8,10.97914438502674,0.33571,0.308,7.42e-05,0.32049830399853696,0.3127983212581296,-0.007699982740407341
B8,11.079411764705885,0.33571,0.308,7.42e-05,0.32002247152958335,0.31838247592850316,-0.0016399956010801908
B8,11.179679144385029,0.33571,0.308,7.42e-05,0.31955805419298433,0.32027205155640787,0.0007139973634235353
B8,11.279946524064172,0.33571,0.308,7.42e-05,0.31910471446413063,0.31909812749714106,-6.586966989574616e-06
B8,11.380213903743316,0.33571,0.308,7.42e-05,0.31866212586021825,0.3364086700341027,0.017746544173884438
B8,11.48048128342246,0.33571,0.308,7.42e-05,0.31822997257736996,0.33757497931963815,0.01934500674226819
B8,11.580748663101604,0.33571,0.308,7.42e-05,0.3178079491373424,0.31630690866758265,-0.0015010404697597401
B8,11.68101604278075,0.33571,0.308,7.42e-05,0.31739576004387127,0.3274715044248121,0.010075744380940832
B8,11.781283422459891,0.33571,0.308,7.42e-05,0.31699311944867314,0.3709694326435386,0.053976313194865455
B8,11.88155080213904,0.33571,0.308,7.42e-05,0.3165997508270614,0.3775741335901322,0.06097438276307082
B8,11.981818181818182,0.33571,0.308,7.42e-05,0.3162153866631461,0.33601314603363025,0.01979775937048417
B8,12.082085561497326,0.33571,0.308,7.42e-05,0.31583976814450176,0.31195329006735983,-0.0038864780771419305
B8,12.182352941176472,0.33571,0.308,7.42e-05,0.3154726448662078,0.3322056873348967,0.016733042468688897
B8,12.282620320855616,0.33571,0.308,7.42e-05,0.31511377454412365,0.3502997644751826,0.035185989931058925
B8,12.38288770053476,0.33571,0.308,7.42e-05,0.31476292273725087,0.3342871715290925,0.019524248791841614
B8,12.483155080213905,0.33571,0.308,7.42e-05,0.3144198625790097,0.3100879503747947,-0.004331912204215027
B8,12.583422459893049,0.33571,0.308,7.42e-05,0.3140843745172603,0.3049165559983046,-0.009167818518955706
B8,12.683689839572192,0.33571,0.308,7.42e-05,0.3137562460628763,0.3082476314504967,-0.005508614612379559
B8,12.783957219251338,0.33571,0.308,7.42e-05,0.3134352715466698,0.3058408362252387,-0.007594435321431059
B8,12.884224598930482,0.33571,0.308,7.42e-05,0.3131212518844847,0.3100237200485364,-0.0030975318359482973
B8,12.984491978609626,0.33571,0.308,7.42e-05,0.3128139943502198,0.3322218586680202,0.019407864317800394
B8,13.084759358288771,0.33571,0.308,7.42e-05,0.31251331235660595,0.35341883322807865,0.0409055208714727
B8,13.185026737967917,0.33571,0.308,7.42e-05,0.3122190252434993,0.3472817397142696,0.035062714470770306
B8,13.28529411764706,0.33571,0.308,7.42e-05,0.3119309580734906,0.32127647557113126,0.009345517497640676
B8,13.385561497326204,0.33571,0.308,7.42e-05,0.31164894143461785,0.3115731427803339,-7.579865428397614e-05
B8,13.485828877005348,0.33571,0.308,7.42e-05,0.31137281124996213,0.33672813166609444,0.02535532041613231
B8,13.586096256684492,0.33571,0.308,7.42e-05,0.31110240859392596,0.37319546753534505,0.06209305894141909
B8,13.686363636363636,0.33571,0.308,7.42e-05,0.31083757951498103,0.38260091196940343,0.0717633324544224
B8,13.78663101604278,0.33571,0.308,7.42e-05,0.3105781748646816,0.3551649097457424,0.0445867348810608
B8,13.886898395721923,0.33571,0.308,7.42e-05,0.3103240501327367,0.31734180441533116,0.0070177542825944905
B8,13.98716577540107,0.33571,0.308,7.42e-05,0.3100750652879551,0.3002135075364884,-0.009861557751466687
B8,14.087433155080214,0.33571,0.308,7.42e-05,0.3098310846248534,0.3088968749609065,-0.0009342096639469166
B8,14.187700534759358,0.33571,0.308,7.42e-05,0.30959197661574533,0.3238064420885764,0.014214465472831062
B8,14.287967914438504,0.33571,0.308,7.42e-05,0.309357613768126,0.32661522762069173,0.017257613852565745
B8,14.388235294117647,0.33571,0.308,7.42e-05,0.3091278724871663,0.31712349953920294,0.007995627052036658
B8,14.488502673796791,0.33571,0.308,7.42e-05,0.3089026329431439,0.3080561124766779,-0.0008465204664659942
B8,14.588770053475937,0.33571,0.308,7.42e-05,0.3086817789436297,0.30700769422244784,-0.0016740847211818566
B8,14.68903743315508,0.33571,0.308,7.42e-05,0.3084651978102809,0.30925789442254265,0.0007926966122617229
B8,14.789304812834224,0.33571,0.308,7.42e-05,0.3082527802600529,0.30615959470855647,-0.002093185551496457
B8,14.88957219251337,0.33571,0.308,7.42e-05,0.3080444202906947,0.29801409373703136,-0.010030326553663316
B8,14.989839572192514,0.33571,0.308,7.42e-05,0.3078400150703572,0.2957924444480246,-0.012047570622332582
B8,15.090106951871658,0.33571,0.308,7.42e-05,0.30763946483117904,0.3105700266441227,0.002930561812943655
B8,15.190374331550805,0.33571,0.308,7.42e-05,0.3074426727666956,0.3404401128898853,0.03299744012318967
B8,15.290641711229949,0.33571,0.308,7.42e-05,0.3072495449329417,0.36971100103528604,0.062461456102344326
B8,15.39090909090909,0.33571,0.308,7.42e-05,0.30705999015310115,0.38002382653602274,0.07296383638292159
B8,15.491176470588236,0.33571,0.308,7.42e-05,0.3068739199255875,0.36470996026441854,0.05783604033883105
B8,15.59144385026738,0.33571,0.308,7.42e-05,0.3066912483354173,0.3348424792441405,0.028151230908723235
B8,15.691711229946524,0.33571,0.308,7.42e-05,0.30651189196876133,0.31083318860650666,0.004321296637745331
B8,15.79197860962567,0.33571,0.308,7.42e-05,0.3063357698305573,0.308816881876789,0.0024811120462316927
B8,15.892245989304811,0.33571,0.308,7.42e-05,0.30616280326506423,0.32971083483677516,0.023548031571710926
B8,15.992513368983955,0.33571,0.308,7.42e-05,0.305992915879254,0.35998899642030857,0.05399608054105459
B8,16.092780748663102,0.33571,0.308,7.42e-05,0.3058260334689401,0.3804720918288418,0.07464605835990168
B8,16.193048128342248,0.33571,0.308,7.42e-05,0.30566208394752775,0.3793833369230613,0.07372125297553356
B8,16.29331550802139,0.33571,0.308,7.42e-05,0.3055009972773023,0.3577554542744093,0.05225445699710701
B8,16.393582887700536,0.33571,0.308,7.42e-05,0.30534270540315195,0.32732750008077105,0.0219847946776191
B8,16.49385026737968,0.33571,0.308,7.42e-05,0.30518714218864057,0.30213033437282166,-0.003056807815818907
B8,16.594117647058823,0.33571,0.308,7.42e-05,0.30503424335433427,0.2907371066498958,-0.01429713670443844
B8,16.69438502673797,0.33571,0.308,7.42e-05,0.30488394641831107,0.2924554255384883,-0.012428520879822769
B8,16.794652406417114,0.33571,0.308,7.42e-05,0.3047361906387571,0.3001697102205061,-0.004566480418251029
B8,16.894919786096256,0.33571,0.308,7.42e-05,0.30459091695858614,0.3060856111172689,0.0014946941586827522
B8,16.995187165775402,0.33571,0.308,7.42e-05,0.3044480679519921,0.30657405437575697,0.0021259864237648807
B8,17.095454545454547,0.33571,0.308,7.42e-05,0.3043075877728772,0.30352268588464054,-0.0007849018882366554
B8,17.19572192513369,0.33571,0.308,7.42e-05,0.3041694221050769,0.3019276649006957,-0.0022417572043811895
B8,17.295989304812835,0.33571,0.308,7.42e-05,0.30403351811431584,0.3057870857948654,0.0017535676805495726
B8,17.39625668449198,0.33571,0.308,7.42e-05,0.303899824401832,0.3150625554551621,0.0111627310533301
B8,17.496524064171123,0.33571,0.308,7.42e-05,0.3037682909596086,0.3254891806567825,0.021720889697173895
B8,17.596791443850268,0.33571,0.308,7.42e-05,0.3036388691271516,0.3311180292728868,0.027479160145735204
B8,17.697058823529414,0.33571,0.308,7.42e-05,0.3035115115497518,0.32789636231325564,0.02438485076350383
B8,17.797326203208556,0.33571,0.308,7.42e-05,0.30338617213819363,0.316407995909554,0.013021823771360352
B8,17.8975935828877,0.33571,0.308,7.42e-05,0.3032628060298277,0.3022036221803865,-0.0010591838494412031
B8,17.997860962566847,0.33571,0.308,7.42e-05,0.30314136955098514,0.2934061799936579,-0.009735189557327217
B8,18.09812834224599,0.33571,0.308,7.42e-05,0.30302182018067275,0.29677890286169506,-0.006242917318977692
B8,18.198395721925134,0.33571,0.308,7.42e-05,0.30290411651549526,0.31475081662630705,0.011846700110811792
B8,18.29866310160428,0.33571,0.308,7.42e-05,0.30278821823577345,0.3442235978136324,0.04143537957785892
B8,18.398930481283426,0.33571,0.308,7.42e-05,0.30267408607280133,0.3768267724948724,0.07415268642207107
B8,18.499197860962568,0.33571,0.308,7.42e-05,0.3025616817772134,0.4030995913611991,0.10053790958398573
B8,18.599465240641713,0.33571,0.308,7.42e-05,0.30245096808840616,0.4146314886324625,0.11218052054405636
B8,18.699732620320855,0.33571,0.308,7.42e-05,0.30234190870499267,0.408451149925517,0.10610924122052434
B8,18.8,0.33571,0.308,7.42e-05,0.3022344682562364,0.3864862626829877,0.08425179442675129
B8,0.05,0.52143,0.308,7.42e-05,0.5476217132926241,0.5475212305626304,-0.00010048272999374497
B8,0.1502673796791443,0.52143,0.308,7.42e-05,0.5447685149399254,0.544624854940631,-0.00014365999929444317
B8,0.2505347593582888,0.52143,0.308,7.42e-05,0.5418592077723718,0.5415614679152785,-0.0002977398570933598
B8,0.3508021390374331,0.52143,0.308,7.42e-05,0.538894905397443,0.538378338164961,-0.0005165672324820569
B8,0.4510695187165775,0.52143,0.308,7.42e-05,0.5358769259882084,0.5357818064572296,-9.511953097873782e-05
B8,0.551336898395722,0.52143,0.308,7.42e-05,0.5328067970184048,0.5322801388584505,-0.0005266581599543407
B8,0.6516042780748663,0.52143,0.308,7.42e-05,0.5296862584794492,0.5288833202745263,-0.0008029382049228317
B8,0.7518716577540108,0.52143,0.308,7.42e-05,0.5265172644139361,0.5267952659786634,0.00027800156472734816
B8,0.8521390374331551,0.52143,0.308,7.42e-05,0.5233019826159806,0.5231650691844717,-0.00013691343150890045
B8,0.9524064171122996,0.52143,0.308,7.42e-05,0.5200427923699201,0.5200224151340579,-2.03772358622345e-05
B8,1.052673796791444,0.52143,0.308,7.42e-05,0.5167422801252568,0.5165892752513711,-0.00015300487388569817
B8,1.1529411764705884,0.52143,0.308,7.42e-05,0.5134032330369681,0.5131929162361418,-0.00021031680082628235
B8,1.2532085561497326,0.52143,0.308,7.42e-05,0.5100286303359703,0.5100857444420017,5.711410603137512e-05
B8,1.353475935828877,0.52143,0.308,7.42e-05,0.5066216325338088,0.506412948053318,-0.0002086844804907173
B8,1.4537433155080215,0.52143,0.308,7.42e-05,0.5031855685075199,0.5021025246790352,-0.0010830438284847865
B8,1.5540106951871655,0.52143,0.308,7.42e-05,0.49972392055396353,0.4998558032663953,0.00013188271243175231
B8,1.6542780748663102,0.52143,0.308,7.42e-05,0.4962403075464029,0.49620938223920535,-3.092530719756015e-05
B8,1.7545454545454546,0.52143,0.308,7.42e-05,0.49273846636822227,0.4928203677109178,8.190134269553395e-05
B8,1.8548128342245989,0.52143,0.308,7.42e-05,0.48922223183814423,0.4887243940017972,-0.0004978378363470481
B8,1.955080213903743,0.52143,0.308,7.42e-05,0.48569551537642675,0.48569396026632206,-1.555110104689561e-06
B8,2.0553475935828875,0.52143,0.308,7.42e-05,0.48216228269132905,0.48216370128756414,1.4185962350921066e-06
B8,2.155614973262032,0.52143,0.308,7.42e-05,0.47862653078821216,0.4786179089264671,-8.62186174505064e-06
B8,2.2558823529411764,0.52143,0.308,7.42e-05,0.47509226461931,0.4752215595034799,0.00012929488416990598
B8,2.3561497326203207,0.52143,0.308,7.42e-05,0.4715634736997854,0.4718606629224459,0.00029718922266047665
B8,2.456417112299465,0.52143,0.308,7.42e-05,0.4680441090149719,0.46785031302544716,-0.00019379598952473653
B8,2.5566844919786096,0.52143,0.308,7.42e-05,0.46453806053471913,0.46485013712228984,0.0003120765875707088
B8,2.656951871657754,0.52143,0.308,7.42e-05,0.46104913563401084,0.46188237518046804,0.0008332395464571984
B8,2.757219251336898,0.52143,0.308,7.42e-05,0.4575810386951183,0.4574644880109842,-0.00011655068413407577
B8,2.8574866310160427,0.52143,0.308,7.42e-05,0.4541373521365544,0.45386311398661755,-0.00027423814993682294
B8,2.957754010695187,0.52143,0.308,7.42e-05,0.45072151907911634,0.45079307941699626,7.156033787991678e-05
B8,3.058021390374331,0.52143,0.308,7.42e-05,0.44733682782074474,0.44964616319525846,0.0023093353745137213
B8,3.158288770053476,0.52143,0.308,7.42e-05,0.4439863982510632,0.44366533485311344,-0.00032106339794973904
B8,3.25855614973262,0.52143,0.308,7.42e-05,0.44067317029477204,0.4416013493350306,0.0009281790402585477
B8,3.3588235294117643,0.52143,0.308,7.42e-05,0.43739989443184984,0.44002093317706215,0.0026210387452123007
B8,3.459090909090909,0.52143,0.308,7.42e-05,0.43416912430288995,0.43624942511850234,0.0020803008156123903
B8,3.5593582887700532,0.52143,0.308,7.42e-05,0.4309832113710485,0.4306899334574718,-0.00029327791357669497
B8,3.6596256684491975,0.52143,0.308,7.42e-05,0.4278443015786975,0.4306963161177046,0.002852014539007075
B8,3.759893048128342,0.52143,0.308,7.42e-05,0.4247543339077077,0.42402277728826704,-0.0007315566194406875
B8,3.8601604278074864,0.52143,0.308,7.42e-05,0.4217150407276965,0.42133938771653995,-0.0003756530111565515
B8,3.9604278074866306,0.52143,0.308,7.42e-05,0.4187279497967807,0.4182306197047059,-0.0004973300920748103
B8,4.060695187165775,0.52143,0.308,7.42e-05,0.41579438776445404,0.42121429057831117,0.005419902813857125
B8,4.16096256684492,0.52143,0.308,7.42e-05,0.41291548501593284,0.41779140063321074,0.004875915617277904
B8,4.261229946524064,0.52143,0.308,7.42e-05,0.4100921816915153,0.40919410769631703,-0.0008980739951982564
B8,4.361497326203208,0.52143,0.308,7.42e-05,0.4073252347126863,0.40781448764120753,0.0004892529285212555
B8,4.461764705882353,0.52143,0.308,7.42e-05,0.4046152256484713,0.40626944062248815,0.0016542149740168544
B8,4.562032085561497,0.52143,0.308,7.42e-05,0.4019625692604434,0.4009679304885631,-0.000994638771880274
B8,4.6622994652406415,0.52143,0.308,7.42e-05,0.3993675225721174,0.4012136473847654,0.001846124812648009
B8,4.762566844919786,0.52143,0.308,7.42e-05,0.396830194317931,0.39610946845795425,-0.0007207258599767341
B8,4.86283422459893,0.52143,0.308,7.42e-05,0.39435055463788743,0.4013868559149038,0.007036301277016377
B8,4.963101604278075,0.52143,0.308,7.42e-05,0.3919284448959193,0.3916405597427475,-0.0002878851531718518
B8,5.063368983957219,0.52143,0.308,7.42e-05,0.3895635875125981,0.40294791684283987,0.013384329330241751
B8,5.163636363636363,0.52143,0.308,7.42e-05,0.3872555957156203,0.38699751865749743,-0.0002580770581228631
B8,5.263903743315508,0.52143,0.308,7.42e-05,0.38500398312425244,0.38502594825687636,2.196513262392452e-05
B8,5.3641711229946525,0.52143,0.308,7.42e-05,0.3828081730963033,0.3806327495891672,-0.002175423507136065
B8,5.464438502673796,0.52143,0.308,7.42e-05,0.380667507778044,0.39040675110440753,0.009739243326363556
B8,5.564705882352941,0.52143,0.308,7.42e-05,0.37858125680864124,0.38343094804928995,0.0048496912406487125
B8,5.664973262032086,0.52143,0.308,7.42e-05,0.37654862564098046,0.37867780012527463,0.0021291744842941718
B8,5.765240641711229,0.52143,0.308,7.42e-05,0.3745687634501802,0.39330495587685216,0.01873619242667196
B8,5.865508021390374,0.52143,0.308,7.42e-05,0.37264077060959544,0.3735501664679502,0.0009093958583547557
B8,5.965775401069519,0.52143,0.308,7.42e-05,0.37076370572164447,0.37881483645696407,0.0080511307353196
B8,6.0660427807486625,0.52143,0.308,7.42e-05,0.36893659219741176,0.3783535493163903,0.009416957118978553
B8,6.166310160427807,0.52143,0.308,7.42e-05,0.36715842438469903,0.36358596930332204,-0.0035724550813769906
B8,6.266577540106952,0.52143,0.308,7.42e-05,0.3654281732490752,0.3652930956614056,-0.00013507758766961864
B8,6.366844919786096,0.52143,0.308,7.42e-05,0.36374479161651996,0.37016828267037044,0.006423491053850483
B8,6.46711229946524,0.52143,0.308,7.42e-05,0.3621072189896418,0.37469903957181183,0.01259182058217001
B8,6.567379679144385,0.52143,0.308,7.42e-05,0.3605143859520932,0.3601235230416589,-0.00039086291043427535
B8,6.667647058823529,0.52143,0.308,7.42e-05,0.35896521817790833,0.3681110662292517,0.009145848051343386
B8,6.7679144385026735,0.52143,0.308,7.42e-05,0.3574586400640387,0.36296675881494533,0.005508118750906621
B8,6.868181818181818,0.52143,0.308,7.42e-05,0.35599357800545006,0.36066601371635776,0.004672435710907696
B8,6.968449197860962,0.52143,0.308,7.42e-05,0.3545689633328315,0.361820883110745,0.007251919777913507
B8,7.068716577540107,0.52143,0.308,7.42e-05,0.35318373493331395,0.3525100651698325,-0.0006736697634814326
B8,7.168983957219251,0.52143,0.308,7.42e-05,0.3518368415746441,0.3778870441509165,0.026050202576272385
B8,7.269251336898395,0.52143,0.308,7.42e-05,0.3505272439530804,0.3467623244303971,-0.0037649195226832632
B8,7.36951871657754,0.52143,0.308,7.42e-05,0.34925391648486986,0.34665523607994303,-0.002598680404926834
B8,7.469786096256684,0.52143,0.308,7.42e-05,0.34801584886064113,0.3721068436840615,0.024090994823420364
B8,7.570053475935828,0.52143,0.308,7.42e-05,0.34681204738136506,0.3472614560303267,0.00044940864896164667
B8,7.670320855614973,0.52143,0.308,7.42e-05,0.3456415360937635,0.3682489253068317,0.022607389213068152
B8,7.770588235294118,0.52143,0.308,7.42e-05,0.3445033577422266,0.3409391117707543,-0.003564245971472313
B8,7.870855614973261,0.52143,0.308,7.42e-05,0.34339657455340794,0.3411928126468231,-0.0022037619065848335
B8,7.971122994652406,0.52143,0.308,7.42e-05,0.34232026886875794,0.36384402393632786,0.021523755067569927
B8,8.071390374331552,0.52143,0.308,7.42e-05,0.3412735436393518,0.361326925169912,0.020053381530560188
B8,8.171657754010695,0.52143,0.308,7.42e-05,0.3402555227964245,0.340953486158945,0.0006979633625204817
B8,8.271925133689841,0.52143,0.308,7.42e-05,0.33926535151014575,0.3475542811608418,0.008288929650696053
B8,8.372192513368985,0.52143,0.308,7.42e-05,0.33830219634827063,0.34088266447726173,0.002580468128991098
B8,8.472459893048129,0.52143,0.308,7.42e-05,0.33736524534544793,0.3404185855602524,0.0030533402148044675
B8,8.572727272727274,0.52143,0.308,7.42e-05,0.33645370799313756,0.3478431283278252,0.01138942033468765
B8,8.672994652406418,0.52143,0.308,7.42e-05,0.33556681515931447,0.37236324828016343,0.03679643312084896
B8,8.773262032085562,0.52143,0.308,7.42e-05,0.33470381894636847,0.3318919876344419,-0.0028118313119265825
