source,E_MeV,eta_rad,sin2theta12,dm21_eV2,dm21_1e5_eV2,Pee_day,Pee_night,delta_Pee_earth
B8,12.0,0.25,0.24,5.25e-05,5.25,0.24336756351569053,0.2923346036654673,0.04896704014977679
B8,14.0,0.25,0.24,5.25e-05,5.25,0.2391684391074174,0.22902501731094527,-0.010143421796472124
B8,5.0,0.8,0.24,5.25e-05,5.25,0.3181378387407677,0.3182778222940747,0.0001399835533070215
B8,7.0,0.8,0.24,5.25e-05,5.25,0.2752909485942572,0.28632242559803783,0.011031477003780654
B8,10.0,0.8,0.24,5.25e-05,5.25,0.2505034391547538,0.2607004326066168,0.010196993451862979
B8,12.0,0.8,0.24,5.25e-05,5.25,0.24336756351569053,0.24664134967180074,0.003273786156110209
B8,14.0,0.8,0.24,5.25e-05,5.25,0.2391684391074174,0.2478039169678905,0.008635477860473112
B8,5.0,1.25,0.24,5.25e-05,5.25,0.3181378387407677,0.32076886446971,0.0026310257289423045
B8,7.0,1.25,0.24,5.25e-05,5.25,0.2752909485942572,0.275483418548805,0.00019246995454780258
B8,10.0,1.25,0.24,5.25e-05,5.25,0.2505034391547538,0.2728620504234393,0.02235861126868549
B8,12.0,1.25,0.24,5.25e-05,5.25,0.24336756351569053,0.2472139628263258,0.003846399310635268
B8,14.0,1.25,0.24,5.25e-05,5.25,0.2391684391074174,0.2450025098785951,0.005834070771177702
B8,5.0,0.25,0.24,5.375e-05,5.374999999999999,0.32191574135541984,0.32254715306147663,0.0006314117060567948
B8,7.0,0.25,0.24,5.375e-05,5.374999999999999,0.27759370607777883,0.29132134891478684,0.013727642837008003
B8,10.0,0.25,0.24,5.375e-05,5.374999999999999,0.25162976275260357,0.2435058576630478,-0.008123905089555766
B8,12.0,0.25,0.24,5.375e-05,5.374999999999999,0.24412261942433938,0.2471395583659271,0.0030169389415877212
B8,14.0,0.25,0.24,5.375e-05,5.374999999999999,0.23970323274409766,0.22962933522444123,-0.010073897519656427
B8,5.0,0.8,0.24,5.375e-05,5.374999999999999,0.32191574135541984,0.3233222042098201,0.00140646285440027
B8,7.0,0.8,0.24,5.375e-05,5.374999999999999,0.27759370607777883,0.2802978666504488,0.002704160572669978
B8,10.0,0.8,0.24,5.375e-05,5.374999999999999,0.25162976275260357,0.2790460036135924,0.027416240860988816
B8,12.0,0.8,0.24,5.375e-05,5.374999999999999,0.24412261942433938,0.2853985077063328,0.04127588828199341
B8,14.0,0.8,0.24,5.375e-05,5.374999999999999,0.23970323274409766,0.2514508286553872,0.011747595911289543
B8,5.0,1.25,0.24,5.375e-05,5.374999999999999,0.32191574135541984,0.32684067716091797,0.004924935805498132
B8,7.0,1.25,0.24,5.375e-05,5.374999999999999,0.27759370607777883,0.28744008865692594,0.009846382579147106
B8,10.0,1.25,0.24,5.375e-05,5.374999999999999,0.25162976275260357,0.2822501345278145,0.03062037177521093
B8,12.0,1.25,0.24,5.375e-05,5.374999999999999,0.24412261942433938,0.2458151183565966,0.0016924989322572304
B8,14.0,1.25,0.24,5.375e-05,5.374999999999999,0.23970323274409766,0.2400980684028085,0.0003948356587108459
B8,5.0,0.25,0.24,5.5e-05,5.5,0.32569823664725656,0.3247749438974004,-0.0009232927498561416
B8,7.0,0.25,0.24,5.5e-05,5.5,0.27993849864337317,0.2785499539862249,-0.0013885446571482718
B8,10.0,0.25,0.24,5.5e-05,5.5,0.25278654629660013,0.2555884959572805,0.0028019496606803695
B8,12.0,0.25,0.24,5.5e-05,5.5,0.24489941462512207,0.23794843571533167,-0.006950978909790406
B8,14.0,0.25,0.24,5.5e-05,5.5,0.24025374540281516,0.27457185755371993,0.03431811215090477
B8,5.0,0.8,0.24,5.5e-05,5.5,0.32569823664725656,0.3290513060858754,0.0033530694386188498
B8,7.0,0.8,0.24,5.5e-05,5.5,0.27993849864337317,0.29940136833983305,0.019462869696459884
B8,10.0,0.8,0.24,5.5e-05,5.5,0.25278654629660013,0.2541960310276399,0.0014094847310397451
B8,12.0,0.8,0.24,5.5e-05,5.5,0.24489941462512207,0.25557396117462233,0.010674546549500258
B8,14.0,0.8,0.24,5.5e-05,5.5,0.24025374540281516,0.2828709219420222,0.04261717653920702
B8,5.0,1.25,0.24,5.5e-05,5.5,0.32569823664725656,0.3336141034235768,0.007915866776320224
B8,7.0,1.25,0.24,5.5e-05,5.5,0.27993849864337317,0.2977122581250191,0.017773759481645945
B8,10.0,1.25,0.24,5.5e-05,5.5,0.25278654629660013,0.2702249759892451,0.017438429692644974
B8,12.0,1.25,0.24,5.5e-05,5.5,0.24489941462512207,0.2620015852426754,0.01710217061755334
B8,14.0,1.25,0.24,5.5e-05,5.5,0.24025374540281516,0.2524655112595747,0.012211765856759565
B8,5.0,0.25,0.24,5.625e-05,5.624999999999999,0.3294798877672999,0.3339118109851864,0.004431923217886491
B8,7.0,0.25,0.24,5.625e-05,5.624999999999999,0.28232308467982437,0.289621539182722,0.007298454502897622
