source,E_MeV,eta_rad,sin2theta12,dm21_eV2,dm21_1e5_eV2,Pee_day,Pee_night,delta_Pee_earth
B8,12.0,0.8,0.275,7.5e-05,7.499999999999999,0.2893772856316633,0.29289042673343024,0.0035131411017669256
B8,14.0,0.8,0.275,7.5e-05,7.499999999999999,0.2818230588999048,0.3097060456917076,0.027882986791802844
B8,5.0,1.25,0.275,7.5e-05,7.499999999999999,0.3861563674593072,0.3875499982207936,0.0013936307614864085
B8,7.0,1.25,0.275,7.5e-05,7.499999999999999,0.33809263850745463,0.34259996332693543,0.004507324819480796
B8,10.0,1.25,0.275,7.5e-05,7.499999999999999,0.30157429607108593,0.3015657233637733,-8.572707312637373e-06
B8,12.0,1.25,0.275,7.5e-05,7.499999999999999,0.2893772856316633,0.2896164159980264,0.00023913036636308282
B8,14.0,1.25,0.275,7.5e-05,7.499999999999999,0.2818230588999048,0.3151199640947549,0.033296905194850124
B8,5.0,0.25,0.275,7.625e-05,7.624999999999999,0.38868607928305976,0.38822095079532193,-0.00046512848773783144
B8,7.0,0.25,0.275,7.625e-05,7.624999999999999,0.3401931218755471,0.34007669816421293,-0.00011642371133419038
B8,10.0,0.25,0.275,7.625e-05,7.624999999999999,0.3028706174908013,0.32508084693385264,0.022210229443051344
B8,12.0,0.25,0.275,7.625e-05,7.624999999999999,0.29031183992834336,0.3078924691548172,0.017580629226473854
B8,14.0,0.25,0.275,7.625e-05,7.624999999999999,0.2825132382727434,0.28146877397842945,-0.0010444642943139293
B8,5.0,0.8,0.275,7.625e-05,7.624999999999999,0.38868607928305976,0.3888618931235561,0.00017581384049636384
B8,7.0,0.8,0.275,7.625e-05,7.624999999999999,0.3401931218755471,0.3497788114217389,0.009585689546191767
B8,10.0,0.8,0.275,7.625e-05,7.624999999999999,0.3028706174908013,0.31239397630282295,0.009523358812021654
B8,12.0,0.8,0.275,7.625e-05,7.624999999999999,0.29031183992834336,0.30164332167714825,0.011331481748804884
B8,14.0,0.8,0.275,7.625e-05,7.624999999999999,0.2825132382727434,0.28285082500637504,0.00033758673363165626
B8,5.0,1.25,0.275,7.625e-05,7.624999999999999,0.38868607928305976,0.3936399449072553,0.00495386562419553
B8,7.0,1.25,0.275,7.625e-05,7.624999999999999,0.3401931218755471,0.3515597903283027,0.01136666845275558
B8,10.0,1.25,0.275,7.625e-05,7.624999999999999,0.3028706174908013,0.3100321763134235,0.007161558822622205
B8,12.0,1.25,0.275,7.625e-05,7.624999999999999,0.29031183992834336,0.2950312584093405,0.004719418480997162
B8,14.0,1.25,0.275,7.625e-05,7.624999999999999,0.2825132382727434,0.30719621154132715,0.024682973268583763
B8,5.0,0.25,0.275,7.75e-05,7.749999999999999,0.39117884264946184,0.3918466509332651,0.0006678082838032506
B8,7.0,0.25,0.275,7.75e-05,7.749999999999999,0.342292044473725,0.3415801995572579,-0.0007118449164671414
B8,10.0,0.25,0.275,7.75e-05,7.749999999999999,0.30418109493808254,0.3013307459064843,-0.002850349031598254
B8,12.0,0.25,0.275,7.75e-05,7.749999999999999,0.291260132956021,0.290887274834646,-0.0003728581213749971
B8,14.0,0.25,0.275,7.75e-05,7.749999999999999,0.28321503912882595,0.3034542986473427,0.02023925951851674
B8,5.0,0.8,0.275,7.75e-05,7.749999999999999,0.39117884264946184,0.39125215352110904,7.331087164719197e-05
B8,7.0,0.8,0.275,7.75e-05,7.749999999999999,0.342292044473725,0.34367742023628267,0.0013853757625576502
B8,10.0,0.8,0.275,7.75e-05,7.749999999999999,0.30418109493808254,0.3132506486179391,0.009069553679856568
B8,12.0,0.8,0.275,7.75e-05,7.749999999999999,0.291260132956021,0.3105219396319997,0.01926180667597871
B8,14.0,0.8,0.275,7.75e-05,7.749999999999999,0.28321503912882595,0.30234981712706793,0.01913477799824198
B8,5.0,1.25,0.275,7.75e-05,7.749999999999999,0.39117884264946184,0.39118320616497904,4.363515517191718e-06
B8,7.0,1.25,0.275,7.75e-05,7.749999999999999,0.342292044473725,0.3463386895399791,0.004046645066254073
B8,10.0,1.25,0.275,7.75e-05,7.749999999999999,0.30418109493808254,0.32262152378999104,0.018440428851908497
B8,12.0,1.25,0.275,7.75e-05,7.749999999999999,0.291260132956021,0.30898545106980624,0.01772531811378525
B8,14.0,1.25,0.275,7.75e-05,7.749999999999999,0.28321503912882595,0.2933326877477402,0.010117648618914232
B8,5.0,0.25,0.275,7.875e-05,7.875,0.39363418972525643,0.39218679613378793,-0.0014473935914685043
B8,7.0,0.25,0.275,7.875e-05,7.875,0.344388100650365,0.34244734073426975,-0.0019407599160952693
B8,10.0,0.25,0.275,7.875e-05,7.875,0.30550512159498966,0.3059228382353147,0.00041771664032502764
B8,12.0,0.25,0.275,7.875e-05,7.875,0.29222187995178045,0.34892495142195806,0.05670307147017761
B8,14.0,0.25,0.275,7.875e-05,7.875,0.283928336834878,0.2757661843847701,-0.008162152450107929
B8,5.0,0.8,0.275,7.875e-05,7.875,0.39363418972525643,0.39432212491034024,0.00068793518508381
B8,7.0,0.8,0.275,7.875e-05,7.875,0.344388100650365,0.34833802775279166,0.0039499271024266425
B8,10.0,0.8,0.275,7.875e-05,7.875,0.30550512159498966,0.32143283289169594,0.01592771129670628
B8,12.0,0.8,0.275,7.875e-05,7.875,0.29222187995178045,0.2920091758167229,-0.00021270413505752872
B8,14.0,0.8,0.275,7.875e-05,7.875,0.283928336834878,0.3106888779523308,0.026760541117452796
B8,5.0,1.25,0.275,7.875e-05,7.875,0.39363418972525643,0.3978353005562864,0.004201110831029975
B8,7.0,1.25,0.275,7.875e-05,7.875,0.344388100650365,0.3450780693992014,0.000689968748836367
B8,10.0,1.25,0.275,7.875e-05,7.875,0.30550512159498966,0.32320338395840686,0.017698262363417205
B8,12.0,1.25,0.275,7.875e-05,7.875,0.29222187995178045,0.31777316528676175,0.0255512853349813
B8,14.0,1.25,0.275,7.875e-05,7.875,0.283928336834878,0.2845364421453961,0.0006081053105180811
B8,5.0,0.25,0.275,8e-05,8.0,0.3960517616095297,0.3971702848078258,0.0011185231982960842
B8,7.0,0.25,0.275,8e-05,8.0,0.34648003853895815,0.362106700136339,0.015626661597380853
B8,10.0,0.25,0.275,8e-05,8.0,0.3068420858934007,0.31128232610509704,0.004440240211696367
B8,12.0,0.25,0.275,8e-05,8.0,0.2931967881623951,0.2929034152220936,-0.00029337294030146177
B8,14.0,0.25,0.275,8e-05,8.0,0.2846530006716086,0.3369334731744438,0.052280472502835185
B8,5.0,0.8,0.275,8e-05,8.0,0.3960517616095297,0.39783740762972186,0.0017856460201921553
B8,7.0,0.8,0.275,8e-05,8.0,0.34648003853895815,0.35566409015495987,0.00918405161600172
B8,10.0,0.8,0.275,8e-05,8.0,0.3068420858934007,0.30917281894411125,0.002330733050710576
B8,12.0,0.8,0.275,8e-05,8.0,0.2931967881623951,0.31339751868906207,0.020200730526666988
B8,14.0,0.8,0.275,8e-05,8.0,0.2846530006716086,0.2861895164437669,0.0015365157721582978
B8,5.0,1.25,0.275,8e-05,8.0,0.3960517616095297,0.39773215120765043,0.001680389598120724
B8,7.0,1.25,0.275,8e-05,8.0,0.34648003853895815,0.35522899748975134,0.008748958950793195
B8,10.0,1.25,0.275,8e-05,8.0,0.3068420858934007,0.3130348157555562,0.006192729862155522
B8,12.0,1.25,0.275,8e-05,8.0,0.2931967881623951,0.313476803037513,0.020280014875117935
B8,14.0,1.25,0.275,8e-05,8.0,0.2846530006716086,0.2875598083358511,0.0029068076642425056
B8,5.0,0.25,0.275,8.125e-05,8.124999999999998,0.398431300298541,0.40387721983352565,0.0054459195349846334
B8,7.0,0.25,0.275,8.125e-05,8.124999999999998,0.34856666074767906,0.3658767394859943,0.01731007873831525
B8,10.0,0.25,0.275,8.125e-05,8.124999999999998,0.3081913726364429,0.333593113822979,0.025401741186536098
B8,12.0,0.25,0.275,8.125e-05,8.124999999999998,0.2941845572819255,0.33357561816043385,0.039391060878508355
B8,14.0,0.25,0.275,8.125e-05,8.124999999999998,0.28538889397292966,0.31802029625121764,0.03263140227828798
B8,5.0,0.8,0.275,8.125e-05,8.124999999999998,0.398431300298541,0.4016075772113143,0.0031762769127732793
B8,7.0,0.8,0.275,8.125e-05,8.124999999999998,0.34856666074767906,0.34872313853318854,0.000156477785509479
B8,10.0,0.8,0.275,8.125e-05,8.124999999999998,0.3081913726364429,0.32650809228165284,0.018316719645209922
B8,12.0,0.8,0.275,8.125e-05,8.124999999999998,0.2941845572819255,0.305796745452192,0.01161218817026649
B8,14.0,0.8,0.275,8.125e-05,8.124999999999998,0.28538889397292966,0.2985447458636745,0.013155851890744863
B8,5.0,1.25,0.275,8.125e-05,8.124999999999998,0.398431300298541,0.3999057018167704,0.0014744015182293624
B8,7.0,1.25,0.275,8.125e-05,8.124999999999998,0.34856666074767906,0.35619497020770746,0.007628309460028404
B8,10.0,1.25,0.275,8.125e-05,8.124999999999998,0.3081913726364429,0.3082042572819907,1.2884645547772688e-05
B8,12.0,1.25,0.275,8.125e-05,8.124999999999998,0.2941845572819255,0.30166375530539374,0.007479198023468248
B8,14.0,1.25,0.275,8.125e-05,8.124999999999998,0.28538889397292966,0.2999617839550498,0.01457288998212014
B8,5.0,0.25,0.275,8.25e-05,8.25,0.40077264091922277,0.40257700665728435,0.0018043657380615863
B8,7.0,0.25,0.275,8.25e-05,8.25,0.3506468247779003,0.3506324888356114,-1.4335942288945525e-05
B8,10.0,0.25,0.275,8.25e-05,8.25,0.3095523640993194,0.31688535634771636,0.007332992248396952
B8,12.0,0.25,0.275,8.25e-05,8.25,0.2951848798979764,0.29202448797815483,-0.0031603919198215924
B8,14.0,0.25,0.275,8.25e-05,8.25,0.2861358742732905,0.2944388018155168,0.00830292754222628
B8,5.0,0.8,0.275,8.25e-05,8.25,0.40077264091922277,0.4050765358280413,0.004303894908818551
B8,7.0,0.8,0.275,8.25e-05,8.25,0.3506468247779003,0.3577227309802436,0.007075906202343274
B8,10.0,0.8,0.275,8.25e-05,8.25,0.3095523640993194,0.30958672705382173,3.436295450232052e-05
B8,12.0,0.8,0.275,8.25e-05,8.25,0.2951848798979764,0.29844410369736174,0.0032592237993853135
B8,14.0,0.8,0.275,8.25e-05,8.25,0.2861358742732905,0.3105025013667302,0.024366627093439674
B8,5.0,1.25,0.275,8.25e-05,8.25,0.40077264091922277,0.4045221379906934,0.0037494970714706533
B8,7.0,1.25,0.275,8.25e-05,8.25,0.3506468247779003,0.35085930127812986,0.00021247650022954145
B8,10.0,1.25,0.275,8.25e-05,8.25,0.3095523640993194,0.31669444707438654,0.007142082975067132
B8,12.0,1.25,0.275,8.25e-05,8.25,0.2951848798979764,0.2952332623741772,4.838247620075897e-05
B8,14.0,1.25,0.275,8.25e-05,8.25,0.2861358742732905,0.3123140659100454,0.02617819163675489
B8,5.0,0.25,0.275,8.375e-05,8.375,0.4030757042601985,0.4037781735132721,0.000702469253073601
B8,7.0,0.25,0.275,8.375e-05,8.375,0.35271944318963255,0.3571110723780337,0.004391629188401136
B8,10.0,0.25,0.275,8.375e-05,8.375,0.31092444110622824,0.3364633827090664,0.02553894160283815
B8,12.0,0.25,0.275,8.375e-05,8.375,0.2961974419452129,0.2971939732152822,0.0009965312700692674
B8,14.0,0.25,0.275,8.375e-05,8.375,0.28689379346274463,0.3272039595824277,0.04031016611968308
B8,5.0,0.8,0.275,8.375e-05,8.375,0.4030757042601985,0.4074865180105583,0.004410813750359788
B8,7.0,0.8,0.275,8.375e-05,8.375,0.35271944318963255,0.36033030201325905,0.0076108588236264985
B8,10.0,0.8,0.275,8.375e-05,8.375,0.31092444110622824,0.32771655459062393,0.016792113484395688
B8,12.0,0.8,0.275,8.375e-05,8.375,0.2961974419452129,0.3207174068895348,0.024519964944321904
B8,14.0,0.8,0.275,8.375e-05,8.375,0.28689379346274463,0.28952525656643036,0.0026314631036857272
B8,5.0,1.25,0.275,8.375e-05,8.375,0.4030757042601985,0.4030646223795278,-1.1081880670726907e-05
B8,7.0,1.25,0.275,8.375e-05,8.375,0.35271944318963255,0.35716229601166494,0.004442852822032384
B8,10.0,1.25,0.275,8.375e-05,8.375,0.31092444110622824,0.32772036410639327,0.016795923000165025
B8,12.0,1.25,0.275,8.375e-05,8.375,0.2961974419452129,0.3011644820114268,0.004967040066213901
B8,14.0,1.25,0.275,8.375e-05,8.375,0.28689379346274463,0.3156058546293035,0.02871206116655889
B8,5.0,0.25,0.275,8.5e-05,8.5,0.4053404896220165,0.4124140879872485,0.00707359836523197
B8,7.0,0.25,0.275,8.5e-05,8.5,0.35478348353226374,0.3653108378135187,0.010527354281254953
B8,10.0,0.25,0.275,8.5e-05,8.5,0.31230698408030244,0.3069225281363158,-0.005384455943986621
B8,12.0,0.25,0.275,8.5e-05,8.5,0.2972219231647575,0.3014587729686976,0.004236849803940124
B8,14.0,0.25,0.275,8.5e-05,8.5,0.2876624979493281,0.2831721982716394,-0.004490299677688658
B8,5.0,0.8,0.275,8.5e-05,8.5,0.4053404896220165,0.40862104427819274,0.0032805546561762156
B8,7.0,0.8,0.275,8.5e-05,8.5,0.35478348353226374,0.3549727399747345,0.00018925644247075324
B8,10.0,0.8,0.275,8.5e-05,8.5,0.31230698408030244,0.3136492001500006,0.0013422160696981433
B8,12.0,0.8,0.275,8.5e-05,8.5,0.2972219231647575,0.30134326781880727,0.0041213446540497856
B8,14.0,0.8,0.275,8.5e-05,8.5,0.2876624979493281,0.29732072479798993,0.009658226848661855
B8,5.0,1.25,0.275,8.5e-05,8.5,0.4053404896220165,0.40888950328506035,0.003549013663043832
B8,7.0,1.25,0.275,8.5e-05,8.5,0.35478348353226374,0.3637895249385418,0.009006041406278031
B8,10.0,1.25,0.275,8.5e-05,8.5,0.31230698408030244,0.3275122058668653,0.015205221786562861
B8,12.0,1.25,0.275,8.5e-05,8.5,0.2972219231647575,0.3137552988190919,0.016533375654334437
B8,14.0,1.25,0.275,8.5e-05,8.5,0.2876624979493281,0.30804740189459284,0.020384903945264765
B8,5.0,0.25,0.275,8.625e-05,8.624999999999998,0.40756706800195996,0.4136937315456454,0.006126663543685462
B8,7.0,0.25,0.275,8.625e-05,8.624999999999998,0.3568379680591265,0.3577321274125897,0.0008941593534632086
B8,10.0,0.25,0.275,8.625e-05,8.624999999999998,0.3136993740637689,0.31194548902104746,-0.001753885042721448
B8,12.0,0.25,0.275,8.625e-05,8.624999999999998,0.2982579975680837,0.3072425823467027,0.00898458477861902
B8,14.0,0.25,0.275,8.625e-05,8.624999999999998,0.28844182882833,0.28591323405141233,-0.002528594776917692
B8,5.0,0.8,0.275,8.625e-05,8.624999999999998,0.40756706800195996,0.4091683631642074,0.0016012951622474403
B8,7.0,0.8,0.275,8.625e-05,8.624999999999998,0.3568379680591265,0.36633045172281714,0.009492483663690654
B8,10.0,0.8,0.275,8.625e-05,8.624999999999998,0.3136993740637689,0.32681532327411705,0.013115949210348143
B8,12.0,0.8,0.275,8.625e-05,8.624999999999998,0.2982579975680837,0.30915704551574935,0.010899047947665663
B8,14.0,0.8,0.275,8.625e-05,8.624999999999998,0.28844182882833,0.3111352994466821,0.022693470618352085
B8,5.0,1.25,0.275,8.625e-05,8.624999999999998,0.40756706800195996,0.4085908386347986,0.0010237706328386498
B8,7.0,1.25,0.275,8.625e-05,8.624999999999998,0.3568379680591265,0.3593296266784038,0.002491658619277304
B8,10.0,1.25,0.275,8.625e-05,8.624999999999998,0.3136993740637689,0.3184973438181826,0.004797969754413711
B8,12.0,1.25,0.275,8.625e-05,8.624999999999998,0.2982579975680837,0.32086838734974643,0.022610389781662743
B8,14.0,1.25,0.275,8.625e-05,8.624999999999998,0.28844182882833,0.2961491142412923,0.007707285412962284
B8,5.0,0.25,0.275,8.75e-05,8.75,0.4097555756232483,0.40970028353625,-5.529208699833754e-05
B8,7.0,0.25,0.275,8.75e-05,8.75,0.3588819732443997,0.35911884735780863,0.00023687411340894693
B8,10.0,0.25,0.275,8.75e-05,8.75,0.3151009937057939,0.3228184492176769,0.007717455511882965
B8,12.0,0.25,0.275,8.75e-05,8.75,0.29930533390407005,0.3131167231722247,0.013811389268154672
B8,14.0,0.25,0.275,8.75e-05,8.75,0.28923162205802067,0.28735578685269403,-0.001875835205326637
B8,5.0,0.8,0.275,8.75e-05,8.75,0.4097555756232483,0.41012259358418846,0.0003670179609401303
B8,7.0,0.8,0.275,8.75e-05,8.75,0.3588819732443997,0.36266604229659805,0.0037840690521983578
B8,10.0,0.8,0.275,8.75e-05,8.75,0.3151009937057939,0.3199763664950279,0.004875372789234
B8,12.0,0.8,0.275,8.75e-05,8.75,0.29930533390407005,0.3215496622873182,0.022244328383248135
B8,14.0,0.8,0.275,8.75e-05,8.75,0.28923162205802067,0.2927370979306228,0.0035054758726021373
B8,5.0,1.25,0.275,8.75e-05,8.75,0.4097555756232483,0.41123416868926144,0.001478593066013112
B8,7.0,1.25,0.275,8.75e-05,8.75,0.3588819732443997,0.3598731605087801,0.000991187264380411
B8,10.0,1.25,0.275,8.75e-05,8.75,0.3151009937057939,0.31519756547261124,9.65717668173216e-05
B8,12.0,1.25,0.275,8.75e-05,8.75,0.29930533390407005,0.31638203355462935,0.0170766996505593
B8,14.0,1.25,0.275,8.75e-05,8.75,0.28923162205802067,0.28947707619452945,0.00024545413650878256
B8,5.0,0.25,0.275,8.875e-05,8.875,0.41190620781367315,0.41380280761614224,0.00189659980246909
B8,7.0,0.25,0.275,8.875e-05,8.875,0.36091462912065814,0.36044457364600196,-0.0004700554746561725
B8,10.0,0.25,0.275,8.875e-05,8.875,0.31651122821573546,0.31579139008415247,-0.0007198381315829949
B8,12.0,0.25,0.275,8.875e-05,8.875,0.30036359612787916,0.3397692809299557,0.03940568480207651
B8,14.0,0.25,0.275,8.875e-05,8.875,0.2900317086413845,0.30984049715314804,0.019808788511763542
B8,5.0,0.8,0.275,8.875e-05,8.875,0.41190620781367315,0.4119217079627616,1.550014908846542e-05
B8,7.0,0.8,0.275,8.875e-05,8.875,0.36091462912065814,0.3628492742283968,0.001934645107738664
B8,10.0,0.8,0.275,8.875e-05,8.875,0.31651122821573546,0.32494080245562346,0.008429574239887994
B8,12.0,0.8,0.275,8.875e-05,8.875,0.30036359612787916,0.30056459910989647,0.00020100298201730649
B8,14.0,0.8,0.275,8.875e-05,8.875,0.2900317086413845,0.2975656831737533,0.0075339745323688145
B8,5.0,1.25,0.275,8.875e-05,8.875,0.41190620781367315,0.4146786973600348,0.0027724895463616672
B8,7.0,1.25,0.275,8.875e-05,8.875,0.36091462912065814,0.36840726789860145,0.007492638777943317
B8,10.0,1.25,0.275,8.875e-05,8.875,0.31651122821573546,0.32358381555564963,0.0070725873399141714
B8,12.0,1.25,0.275,8.875e-05,8.875,0.30036359612787916,0.3060936757144183,0.00573007958653915
B8,14.0,1.25,0.275,8.875e-05,8.875,0.2900317086413845,0.29329230249129323,0.003260593849908733
B8,5.0,0.25,0.275,9e-05,9.0,0.4140192132345429,0.41883594382487704,0.004816730590334162
B8,7.0,0.25,0.275,9e-05,9.0,0.3629351184550102,0.3606481908797678,-0.0022869275752424034
B8,10.0,0.25,0.275,9e-05,9.0,0.3179294662797933,0.3444203778041531,0.026490911524359784
B8,12.0,0.25,0.275,9e-05,9.0,0.30143244387036644,0.30486220663751307,0.003429762767146627
B8,14.0,0.25,0.275,9e-05,9.0,0.2908419148134033,0.284047988178993,-0.006793926634410308
B8,5.0,0.8,0.275,9e-05,9.0,0.4140192132345429,0.41432209936075104,0.00030288612620815725
B8,7.0,0.8,0.275,9e-05,9.0,0.3629351184550102,0.3711834405039225,0.008248322048912293
B8,10.0,0.8,0.275,9e-05,9.0,0.3179294662797933,0.32761099333875365,0.00968152705896036
B8,12.0,0.8,0.275,9e-05,9.0,0.30143244387036644,0.31948537094809154,0.0180529270777251
B8,14.0,0.8,0.275,9e-05,9.0,0.2908419148134033,0.3134811986351693,0.022639283821766
B8,5.0,1.25,0.275,9e-05,9.0,0.4140192132345429,0.41405055262704493,3.133939250204998e-05
B8,7.0,1.25,0.275,9e-05,9.0,0.3629351184550102,0.36839399049796995,0.00545887204295975
B8,10.0,1.25,0.275,9e-05,9.0,0.3179294662797933,0.3332028682868207,0.015273402007027426
B8,12.0,1.25,0.275,9e-05,9.0,0.30143244387036644,0.30141386049055574,-1.8583379810699352e-05
B8,14.0,1.25,0.275,9e-05,9.0,0.2908419148134033,0.3047250350835126,0.013883120270109295
B8,5.0,0.25,0.275,9.125e-05,9.124999999999998,0.41609488845742604,0.41725030735421526,0.0011554188967892176
B8,7.0,0.25,0.275,9.125e-05,9.124999999999998,0.36494267578130296,0.37538304284189383,0.010440367060590872
B8,10.0,0.25,0.275,9.125e-05,9.124999999999998,0.3193551009393137,0.32577245362088736,0.006417352681573674
B8,12.0,0.25,0.275,9.125e-05,9.124999999999998,0.30251153290676763,0.33324198678680506,0.030730453880037423
B8,14.0,0.25,0.275,9.125e-05,9.124999999999998,0.2916620622334226,0.3352378741709117,0.043575811937489106
B8,5.0,0.8,0.275,9.125e-05,9.124999999999998,0.41609488845742604,0.4169440178864087,0.0008491294289826867
B8,7.0,0.8,0.275,9.125e-05,9.124999999999998,0.36494267578130296,0.36605804087858984,0.00111536509728688
B8,10.0,0.8,0.275,9.125e-05,9.124999999999998,0.3193551009393137,0.32293046579428103,0.0035753648549673445
B8,12.0,0.8,0.275,9.125e-05,9.124999999999998,0.30251153290676763,0.3173842165510222,0.014872683644254592
B8,14.0,0.8,0.275,9.125e-05,9.124999999999998,0.2916620622334226,0.2966019140353371,0.004939851801914474
B8,5.0,1.25,0.275,9.125e-05,9.124999999999998,0.41609488845742604,0.41902407839741196,0.002929189939985921
B8,7.0,1.25,0.275,9.125e-05,9.124999999999998,0.36494267578130296,0.36496319275281386,2.0516971510897708e-05
B8,10.0,1.25,0.275,9.125e-05,9.124999999999998,0.3193551009393137,0.33238745690169796,0.013032355962384279
B8,12.0,1.25,0.275,9.125e-05,9.124999999999998,0.30251153290676763,0.3076755633480596,0.005164030441291989
B8,14.0,1.25,0.275,9.125e-05,9.124999999999998,0.2916620622334226,0.3152497649079871,0.023587702674564504
B8,5.0,0.25,0.275,9.25e-05,9.249999999999998,0.41813357288320224,0.4172991815232949,-0.0008343913599073161
B8,7.0,0.25,0.275,9.25e-05,9.249999999999998,0.3669365863052654,0.37917635489875734,0.012239768593491962
B8,10.0,0.25,0.275,9.25e-05,9.249999999999998,0.32078753042925695,0.3300833246720283,0.009295794242771327
B8,12.0,0.25,0.275,9.25e-05,9.249999999999998,0.3036005156234444,0.29670407831058276,-0.0068964373128616585
B8,14.0,0.25,0.275,9.25e-05,9.249999999999998,0.2924919681821409,0.32402472831053447,0.03153276012839357
B8,5.0,0.8,0.275,9.25e-05,9.249999999999998,0.41813357288320224,0.4196467640399246,0.0015131911567223821
B8,7.0,0.8,0.275,9.25e-05,9.249999999999998,0.3669365863052654,0.37006217174757067,0.00312558544230529
B8,10.0,0.8,0.275,9.25e-05,9.249999999999998,0.32078753042925695,0.3349373321495315,0.014149801720274524
B8,12.0,0.8,0.275,9.25e-05,9.249999999999998,0.3036005156234444,0.30479343333972386,0.0011929177162794402
B8,14.0,0.8,0.275,9.25e-05,9.249999999999998,0.2924919681821409,0.29804026129730316,0.0055482931151622505
B8,5.0,1.25,0.275,9.25e-05,9.249999999999998,0.41813357288320224,0.4187149199757758,0.0005813470925735698
B8,7.0,1.25,0.275,9.25e-05,9.249999999999998,0.3669365863052654,0.3711735886399469,0.00423700233468155
B8,10.0,1.25,0.275,9.25e-05,9.249999999999998,0.32078753042925695,0.32445738274901886,0.0036698523197619126
B8,12.0,1.25,0.275,9.25e-05,9.249999999999998,0.3036005156234444,0.3190174133290404,0.015416897705595956
B8,14.0,1.25,0.275,9.25e-05,9.249999999999998,0.2924919681821409,0.3173543134210019,0.024862345238860994
B8,5.0,0.25,0.275,9.375e-05,9.375,0.4201356439956111,0.42045456426313926,0.0003189202675281666
B8,7.0,0.25,0.275,9.375e-05,9.375,0.3689161846987858,0.3687385942709353,-0.0001775904278504825
B8,10.0,0.25,0.275,9.375e-05,9.375,0.32222615897559903,0.31917522133810017,-0.003050937637498863
B8,12.0,0.25,0.275,9.375e-05,9.375,0.30469904148150107,0.3049091351542455,0.00021009367274443802
B8,14.0,0.25,0.275,9.375e-05,9.375,0.29333144576273057,0.2997569115471732,0.006425465784442641
B8,5.0,0.8,0.275,9.375e-05,9.375,0.4201356439956111,0.42234300578644607,0.002207361790834972
B8,7.0,0.8,0.275,9.375e-05,9.375,0.3689161846987858,0.3750195864280138,0.00610340172922802
B8,10.0,0.8,0.275,9.375e-05,9.375,0.32222615897559903,0.32256224993503996,0.0003360909594409267
B8,12.0,0.8,0.275,9.375e-05,9.375,0.30469904148150107,0.32560986999739916,0.020910828515898094
B8,14.0,0.8,0.275,9.375e-05,9.375,0.29333144576273057,0.31682758539239786,0.02349613962966729
B8,5.0,1.25,0.275,9.375e-05,9.375,0.4201356439956111,0.42155238082484614,0.0014167368292350435
B8,7.0,1.25,0.275,9.375e-05,9.375,0.3689161846987858,0.3759411615732866,0.007024976874500821
B8,10.0,1.25,0.275,9.375e-05,9.375,0.32222615897559903,0.3224473315201453,0.00022117254454628865
B8,12.0,1.25,0.275,9.375e-05,9.375,0.30469904148150107,0.32471919727117343,0.020020155789672367
B8,14.0,1.25,0.275,9.375e-05,9.375,0.29333144576273057,0.3101973073838103,0.016865861621079725
B8,5.0,0.25,0.275,9.5e-05,9.5,0.42210151293956666,0.4218491356607044,-0.00025237727886223693
B8,7.0,0.25,0.275,9.5e-05,9.5,0.3708808537987565,0.37420278174301613,0.0033219279442596172
B8,10.0,0.25,0.275,9.5e-05,9.5,0.3236703975506701,0.32611732054241344,0.0024469229917433166
B8,12.0,0.25,0.275,9.5e-05,9.5,0.3058067574761734,0.31366570760259016,0.007858950126416742
B8,14.0,0.25,0.275,9.5e-05,9.5,0.2941803041056378,0.3322296466569044,0.03804934255126663
B8,5.0,0.8,0.275,9.5e-05,9.5,0.42210151293956666,0.42471971909749373,0.002618206157927072
B8,7.0,0.8,0.275,9.5e-05,9.5,0.3708808537987565,0.3711200678219665,0.0002392140232099771
B8,10.0,0.8,0.275,9.5e-05,9.5,0.3236703975506701,0.33943915423992577,0.015768756689255647
B8,12.0,0.8,0.275,9.5e-05,9.5,0.3058067574761734,0.31217066135608534,0.006363903879911925
B8,14.0,0.8,0.275,9.5e-05,9.5,0.2941803041056378,0.3018562811189184,0.007675977013280599
B8,5.0,1.25,0.275,9.5e-05,9.5,0.42210151293956666,0.42409622719634565,0.0019947142567789955
B8,7.0,1.25,0.275,9.5e-05,9.5,0.3708808537987565,0.37232645127524666,0.0014455974764901458
B8,10.0,1.25,0.275,9.5e-05,9.5,0.3236703975506701,0.3306255419338806,0.0069551443832104876
B8,12.0,1.25,0.275,9.5e-05,9.5,0.3058067574761734,0.3201694680447722,0.01436271056859878
B8,14.0,1.25,0.275,9.5e-05,9.5,0.2941803041056378,0.3000040142397853,0.005823710134147508
B8,5.0,0.25,0.275,9.625e-05,9.624999999999998,0.42403162041298986,0.42406856687208533,3.694645909546601e-05
B8,7.0,0.25,0.275,9.625e-05,9.624999999999998,0.3728300232251158,0.3809887161979741,0.008158692972858261
B8,10.0,0.25,0.275,9.625e-05,9.624999999999998,0.3251196645856874,0.32233916156192294,-0.00278050302376448
B8,12.0,0.25,0.275,9.625e-05,9.624999999999998,0.30692330859088385,0.3061725715008629,-0.0007507370900209365
B8,14.0,0.25,0.275,9.625e-05,9.624999999999998,0.2950383485765646,0.29187904609518733,-0.0031593024813772463
B8,5.0,0.8,0.275,9.625e-05,9.624999999999998,0.42403162041298986,0.42642294405676967,0.002391323643779808
