E_MeV,T_e_MeV,T_max_MeV,dsigma_nue_cm2_per_MeV,dsigma_nux_cm2_per_MeV
0.05,7.7,0.008183320118635231,0.0,0.0
0.05,7.800000000000001,0.008183320118635231,0.0,0.0
0.05,7.9,0.008183320118635231,0.0,0.0
0.05,8.0,0.008183320118635231,0.0,0.0
0.05,8.1,0.008183320118635231,0.0,0.0
0.05,8.200000000000001,0.008183320118635231,0.0,0.0
0.05,8.3,0.008183320118635231,0.0,0.0
0.05,8.4,0.008183320118635231,0.0,0.0
0.05,8.5,0.008183320118635231,0.0,0.0
0.05,8.6,0.008183320118635231,0.0,0.0
0.05,8.700000000000001,0.008183320118635231,0.0,0.0
0.05,8.8,0.008183320118635231,0.0,0.0
0.05,8.9,0.008183320118635231,0.0,0.0
0.05,9.0,0.008183320118635231,0.0,0.0
0.05,9.1,0.008183320118635231,0.0,0.0
0.05,9.200000000000001,0.008183320118635231,0.0,0.0
0.05,9.3,0.008183320118635231,0.0,0.0
0.05,9.4,0.008183320118635231,0.0,0.0
0.05,9.5,0.008183320118635231,0.0,0.0
0.05,9.600000000000001,0.008183320118635231,0.0,0.0
0.05,9.700000000000001,0.008183320118635231,0.0,0.0
0.05,9.8,0.008183320118635231,0.0,0.0
0.05,9.9,0.008183320118635231,0.0,0.0
0.05,10.0,0.008183320118635231,0.0,0.0
0.05,10.100000000000001,0.008183320118635231,0.0,0.0
0.05,10.200000000000001,0.008183320118635231,0.0,0.0
0.05,10.3,0.008183320118635231,0.0,0.0
0.05,10.4,0.008183320118635231,0.0,0.0
0.05,10.5,0.008183320118635231,0.0,0.0
0.05,10.600000000000001,0.008183320118635231,0.0,0.0
0.05,10.700000000000001,0.008183320118635231,0.0,0.0
0.05,10.8,0.008183320118635231,0.0,0.0
0.05,10.9,0.008183320118635231,0.0,0.0
0.05,11.0,0.008183320118635231,0.0,0.0
0.05,11.100000000000001,0.008183320118635231,0.0,0.0
0.05,11.200000000000001,0.008183320118635231,0.0,0.0
0.05,11.3,0.008183320118635231,0.0,0.0
0.05,11.4,0.008183320118635231,0.0,0.0
0.05,11.5,0.008183320118635231,0.0,0.0
0.05,11.600000000000001,0.008183320118635231,0.0,0.0
0.05,11.700000000000001,0.008183320118635231,0.0,0.0
0.05,11.8,0.008183320118635231,0.0,0.0
0.05,11.9,0.008183320118635231,0.0,0.0
0.05,12.0,0.008183320118635231,0.0,0.0
0.05,12.100000000000001,0.008183320118635231,0.0,0.0
0.05,12.200000000000001,0.008183320118635231,0.0,0.0
0.05,12.3,0.008183320118635231,0.0,0.0
0.05,12.4,0.008183320118635231,0.0,0.0
