source,E_MeV,spectrum_per_MeV,kind
hep,2.36,0.019229130577850067,continuum
hep,2.38,0.019508875442210843,continuum
hep,2.4,0.019789836025506047,continuum
hep,2.42,0.020071995134751514,continuum
hep,2.44,0.02035533562601582,continuum
hep,2.46,0.020639840404420313,continuum
hep,2.48,0.02092549242413903,continuum
hep,2.5,0.021212274688398765,continuum
hep,2.52,0.021500170249479048,continuum
hep,2.54,0.021789162208712146,continuum
hep,2.56,0.022079233716483057,continuum
hep,2.58,0.022370367972229518,continuum
hep,2.6,0.022662548224442015,continuum
hep,2.62,0.022955757770663752,continuum
hep,2.64,0.023249979957490678,continuum
hep,2.66,0.023545198180571478,continuum
hep,2.68,0.023841395884607576,continuum
hep,2.7,0.024138556563353123,continuum
hep,2.72,0.02443666375961502,continuum
hep,2.74,0.024735701065252896,continuum
hep,2.7600000000000002,0.025035652121179103,continuum
hep,2.7800000000000002,0.025336500617358777,continuum
hep,2.8000000000000003,0.025638230292809733,continuum
hep,2.8200000000000003,0.025940824935602562,continuum
hep,2.84,0.02624426838286056,continuum
hep,2.86,0.026548544520759797,continuum
hep,2.88,0.02685363728452905,continuum
hep,2.9,0.02715953065844984,continuum
hep,2.92,0.02746620867585643,continuum
hep,2.94,0.02777365541913582,continuum
hep,2.96,0.02808185501972773,continuum
hep,2.98,0.028390791658124647,continuum
hep,3.0,0.028700449563871768,continuum
hep,3.02,0.02901081301556703,continuum
hep,3.04,0.02932186634086112,continuum
hep,3.06,0.02963359391645744,continuum
hep,3.08,0.02994598016811216,continuum
hep,3.1,0.03025900957063416,continuum
hep,3.12,0.030572666647885063,continuum
hep,3.14,0.03088693597277923,continuum
hep,3.16,0.03120180216728377,continuum
hep,3.18,0.031517249902418505,continuum
hep,3.2,0.03183326389825601,continuum
hep,3.22,0.03214982892392158,continuum
hep,3.24,0.03246692979759329,continuum
hep,3.2600000000000002,0.03278455138650189,continuum
hep,3.2800000000000002,0.033102678606930905,continuum
hep,3.3000000000000003,0.03342129642421661,continuum
hep,3.3200000000000003,0.03374038985274796,continuum
hep,3.3400000000000003,0.03405994395596671,continuum
hep,3.36,0.034379943846367306,continuum
hep,3.38,0.034700374685496964,continuum
hep,3.4,0.0350212216839556,continuum
hep,3.42,0.035342470101395906,continuum
hep,3.44,0.03566410524652329,continuum
hep,3.46,0.03598611247709588,continuum
hep,3.48,0.03630847719992457,continuum
hep,3.5,0.03663118487087299,continuum
hep,3.52,0.03695422099485747,continuum
hep,3.54,0.037277571125847134,continuum
hep,3.56,0.03760122086686377,continuum
hep,3.58,0.03792515586998198,continuum
hep,3.6,0.03824936183632905,continuum
hep,3.62,0.038573824516085015,continuum
hep,3.64,0.03889852970848266,continuum
hep,3.66,0.03922346326180749,continuum
hep,3.68,0.03954861107339775,continuum
hep,3.7,0.03987395908964444,continuum
hep,3.72,0.04019949330599124,continuum
hep,3.74,0.040525199766934666,continuum
hep,3.7600000000000002,0.04085106456602387,continuum
hep,3.7800000000000002,0.041177073845860786,continuum
hep,3.8000000000000003,0.0415032137981001,continuum
hep,3.8200000000000003,0.0418294706634492,continuum
hep,3.8400000000000003,0.04215583073166823,continuum
hep,3.86,0.04248228034157006,continuum
hep,3.88,0.042808805881020325,continuum
hep,3.9,0.04313539378693734,continuum
hep,3.92,0.04346203054529223,continuum
hep,3.94,0.043788702691108794,continuum
hep,3.96,0.044115396808463575,continuum
hep,3.98,0.04444209953048592,continuum
hep,4.0,0.04476879753935781,continuum
hep,4.02,0.045095477566314025,continuum
hep,4.04,0.045422126391642115,continuum
hep,4.06,0.04574873084468225,continuum
hep,4.08,0.04607527780382746,continuum
hep,4.1,0.04640175419652344,continuum
hep,4.119999999999999,0.04672814699926864,continuum
hep,4.14,0.04705444323761426,continuum
hep,4.159999999999999,0.04738062998616422,continuum
hep,4.18,0.047706694368575185,continuum
hep,4.199999999999999,0.04803262355755653,continuum
hep,4.22,0.04835840477487043,continuum
hep,4.239999999999999,0.048684025291331715,continuum
hep,4.26,0.049009472426808,continuum
hep,4.279999999999999,0.04933473355021964,continuum
hep,4.3,0.04965979607953972,continuum
hep,4.319999999999999,0.049984647481794035,continuum
hep,4.34,0.050309275273061185,continuum
hep,4.359999999999999,0.05063366701847239,continuum
hep,4.38,0.05095781033221174,continuum
hep,4.3999999999999995,0.05128169287751595,continuum
hep,4.42,0.05160530236667455,continuum
hep,4.4399999999999995,0.05192862656102975,continuum
hep,4.46,0.052251653270976556,continuum
hep,4.4799999999999995,0.052574370355962644,continuum
hep,4.5,0.0528967657244885,continuum
hep,4.52,0.05321882733410725,continuum
hep,4.54,0.053540543191424886,continuum
hep,4.56,0.05386190135209999,continuum
hep,4.58,0.05418288992084398,continuum
hep,4.6,0.054503497051420983,continuum
hep,4.62,0.054823710946647876,continuum
hep,4.64,0.05514351985839426,continuum
hep,4.659999999999999,0.05546291208758244,continuum
hep,4.68,0.05578187598418755,continuum
hep,4.699999999999999,0.056100399947237346,continuum
hep,4.72,0.05641847242481242,continuum
hep,4.739999999999999,0.056736081914046006,continuum
hep,4.76,0.057053216961124156,continuum
hep,4.779999999999999,0.05736986616128562,continuum
hep,4.8,0.05768601815882189,continuum
hep,4.819999999999999,0.058001661647077186,continuum
hep,4.84,0.05831678536844852,continuum
hep,4.859999999999999,0.058631378114385534,continuum
hep,4.88,0.05894542872539072,continuum
hep,4.8999999999999995,0.0592589260910192,continuum
hep,4.92,0.05957185914987893,continuum
hep,4.9399999999999995,0.059884216889630526,continuum
hep,4.96,0.06019598834698742,continuum
hep,4.9799999999999995,0.06050716260771568,continuum
hep,5.0,0.06081772880663422,continuum
hep,5.02,0.061127676127614564,continuum
hep,5.04,0.06143699380358114,continuum
hep,5.06,0.06174567111651093,continuum
hep,5.08,0.062053697397433764,continuum
hep,5.1,0.062361062026432205,continuum
hep,5.12,0.06266775443264151,continuum
hep,5.14,0.06297376409424969,continuum
hep,5.159999999999999,0.06327908053849751,continuum
hep,5.18,0.06358369334167847,continuum
hep,5.199999999999999,0.06388759212913876,continuum
hep,5.22,0.06419076657527739,continuum
hep,5.239999999999999,0.06449320640354599,continuum
hep,5.26,0.06479490138644904,continuum
hep,5.279999999999999,0.06509584134554368,continuum
hep,5.3,0.06539601615143986,continuum
hep,5.319999999999999,0.06569541572380018,continuum
hep,5.34,0.06599403003134005,continuum
hep,5.359999999999999,0.06629184909182757,continuum
hep,5.38,0.0665888629720836,continuum
hep,5.3999999999999995,0.06688506178798173,continuum
hep,5.42,0.06718043570444827,continuum
hep,5.4399999999999995,0.06747497493546228,continuum
hep,5.46,0.0677686697440556,continuum
hep,5.4799999999999995,0.06806151044231273,continuum
hep,5.5,0.06835348739137097,continuum
hep,5.52,0.06864459100142027,continuum
hep,5.54,0.06893481173170346,continuum
hep,5.56,0.06922414009051593,continuum
hep,5.58,0.06951256663520597,continuum
hep,5.6,0.06980008197217448,continuum
hep,5.62,0.07008667675687522,continuum
hep,5.64,0.07037234169381452,continuum
hep,5.659999999999999,0.07065706753655163,continuum
hep,5.68,0.07094084508769846,continuum
hep,5.699999999999999,0.07122366519891957,continuum
hep,5.72,0.07150551877093239,continuum
hep,5.739999999999999,0.071786396753507,continuum
hep,5.76,0.07206629014546626,continuum
hep,5.779999999999999,0.07234518999468574,continuum
hep,5.8,0.07262308739809378,continuum
hep,5.819999999999999,0.07289997350167143,continuum
hep,5.84,0.0731758395004525,continuum
hep,5.859999999999999,0.07345067663852348,continuum
hep,5.88,0.0737244762090237,continuum
hep,5.8999999999999995,0.07399722955414507,continuum
hep,5.92,0.0742689280651324,continuum
hep,5.9399999999999995,0.07453956318228314,continuum
hep,5.96,0.07480912639494751,continuum
hep,5.9799999999999995,0.07507760924152845,continuum
hep,6.0,0.07534500330948167,continuum
hep,6.02,0.07561130023531554,continuum
hep,6.04,0.07587649170459128,continuum
hep,6.06,0.07614056945192275,continuum
hep,6.08,0.07640352526097656,continuum
hep,6.1,0.07666535096447212,continuum
hep,6.12,0.07692603844418153,continuum
hep,6.14,0.0771855796309296,continuum
hep,6.16,0.07744396650459397,continuum
hep,6.18,0.07770119109410488,continuum
hep,6.199999999999999,0.0779572454774454,continuum
hep,6.22,0.07821212178165134,continuum
hep,6.239999999999999,0.07846581218281122,continuum
hep,6.26,0.07871830890606628,continuum
hep,6.279999999999999,0.07896960422561054,continuum
hep,6.3,0.0792196904646907,continuum
hep,6.319999999999999,0.07946855999560627,continuum
hep,6.34,0.07971620523970946,continuum
hep,6.359999999999999,0.07996261866740514,continuum
hep,6.38,0.0802077927981511,continuum
hep,6.3999999999999995,0.08045172020045764,continuum
hep,6.42,0.08069439349188799,continuum
hep,6.4399999999999995,0.08093580533905799,continuum
hep,6.46,0.08117594845763633,continuum
hep,6.4799999999999995,0.08141481561234432,continuum
hep,6.5,0.08165239961695608,continuum
hep,6.52,0.08188869333429843,continuum
hep,6.54,0.08212368967625096,continuum
hep,6.56,0.08235738160374595,continuum
hep,6.58,0.08258976212676845,continuum
hep,6.6,0.08282082430435628,continuum
hep,6.62,0.0830505612445999,continuum
hep,6.64,0.08327896610464261,continuum
hep,6.66,0.0835060320906804,continuum
hep,6.68,0.08373175245796198,continuum
hep,6.699999999999999,0.08395612051078878,continuum
hep,6.72,0.08417912960251508,continuum
hep,6.739999999999999,0.08440077313554775,continuum
hep,6.76,0.08462104456134649,continuum
hep,6.779999999999999,0.08483993738042368,continuum
hep,6.8,0.0850574451423445,continuum
hep,6.819999999999999,0.08527356144572686,continuum
hep,6.84,0.08548827993824132,continuum
hep,6.859999999999999,0.08570159431661127,continuum
hep,6.88,0.0859134983266128,continuum
hep,6.8999999999999995,0.08612398576307471,continuum
hep,6.92,0.0863330504698786,continuum
hep,6.9399999999999995,0.08654068633995875,continuum
hep,6.96,0.0867468873153022,continuum
hep,6.9799999999999995,0.08695164738694873,continuum
hep,7.0,0.08715496059499088,continuum
hep,7.02,0.08735682102857387,continuum
hep,7.04,0.0875572228258957,continuum
hep,7.06,0.08775616017420705,continuum
hep,7.08,0.08795362730981142,continuum
hep,7.1,0.08814961851806496,continuum
hep,7.12,0.08834412813337665,continuum
hep,7.14,0.08853715053920816,continuum
hep,7.16,0.08872868016807386,continuum
hep,7.18,0.0889187115015409,continuum
hep,7.199999999999999,0.08910723907022916,continuum
hep,7.22,0.08929425745381128,continuum
hep,7.239999999999999,0.08947976128101257,continuum
hep,7.26,0.0896637452296111,continuum
hep,7.279999999999999,0.08984620402643773,continuum
hep,7.3,0.09002713244737602,continuum
hep,7.319999999999999,0.09020652531736227,continuum
hep,7.34,0.0903843775103855,continuum
hep,7.359999999999999,0.09056068394948748,continuum
hep,7.38,0.09073543960676272,continuum
hep,7.3999999999999995,0.09090863950335845,continuum
hep,7.42,0.09108027870947465,continuum
hep,7.4399999999999995,0.09125035234436407,continuum
hep,7.46,0.0914188555763321,continuum
hep,7.4799999999999995,0.09158578362273698,continuum
hep,7.5,0.09175113174998964,continuum
hep,7.52,0.09191489527355369,continuum
hep,7.54,0.09207706955794558,continuum
hep,7.56,0.09223765001673442,continuum
hep,7.58,0.09239663211254207,continuum
hep,7.6,0.09255401135704314,continuum
hep,7.62,0.09270978331096497,continuum
hep,7.64,0.09286394358408769,continuum
hep,7.66,0.09301648783524408,continuum
hep,7.68,0.0931674117723197,continuum
hep,7.699999999999999,0.09331671115225282,continuum
hep,7.72,0.0934643817810345,continuum
hep,7.739999999999999,0.09361041951370848,continuum
hep,7.76,0.09375482025437124,continuum
hep,7.779999999999999,0.09389757995617205,continuum
hep,7.8,0.09403869462131288,continuum
hep,7.819999999999999,0.09417816030104845,continuum
hep,7.84,0.09431597309568618,continuum
hep,7.859999999999999,0.09445212915458626,continuum
hep,7.88,0.09458662467616163,continuum
hep,7.8999999999999995,0.09471945590787792,continuum
hep,7.92,0.09485061914625352,continuum
hep,7.9399999999999995,0.09498011073685955,continuum
hep,7.96,0.0951079270743199,continuum
hep,7.9799999999999995,0.09523406460231118,continuum
hep,8.0,0.09535851981356272,continuum
hep,8.02,0.09548128924985658,continuum
hep,8.04,0.09560236950202758,continuum
hep,8.06,0.09572175720996326,continuum
hep,8.08,0.09583944906260392,continuum
hep,8.1,0.09595544179794255,continuum
hep,8.12,0.09606973220302492,continuum
hep,8.14,0.09618231711394958,continuum
hep,8.16,0.09629319341586767,continuum
hep,8.18,0.09640235804298321,continuum
hep,8.2,0.09650980797855291,continuum
hep,8.219999999999999,0.09661554025488617,continuum
hep,8.24,0.0967195519533452,continuum
hep,8.26,0.0968218402043449,continuum
hep,8.28,0.09692240218735293,continuum
hep,8.299999999999999,0.09702123513088966,continuum
hep,8.32,0.09711833631252823,continuum
hep,8.34,0.09721370305889447,continuum
hep,8.36,0.09730733274566701,continuum
hep,8.379999999999999,0.09739922279757716,continuum
hep,8.4,0.09748937068840902,continuum
hep,8.42,0.09757777394099934,continuum
hep,8.44,0.09766443012723772,continuum
hep,8.459999999999999,0.09774933686806639,continuum
hep,8.48,0.09783249183348039,continuum
hep,8.5,0.09791389274252747,continuum
hep,8.52,0.09799353736330811,continuum
hep,8.54,0.09807142351297556,continuum
hep,8.56,0.09814754905773573,continuum
hep,8.58,0.09822191191284738,continuum
hep,8.6,0.0982945100426219,continuum
hep,8.62,0.09836534146042347,continuum
hep,8.64,0.098434404228669,continuum
hep,8.66,0.09850169645882814,continuum
hep,8.68,0.09856721631142326,continuum
hep,8.7,0.09863096199602948,continuum
hep,8.72,0.09869293177127468,continuum
hep,8.74,0.09875312394483939,continuum
hep,8.76,0.09881153687345699,continuum
hep,8.78,0.0988681689629135,continuum
hep,8.799999999999999,0.09892301866804776,continuum
hep,8.82,0.09897608449275126,continuum
hep,8.84,0.09902736498996834,continuum
hep,8.86,0.09907685876169595,continuum
hep,8.879999999999999,0.09912456445898385,continuum
hep,8.9,0.09917048078193455,continuum
hep,8.92,0.09921460647970322,continuum
hep,8.94,0.09925694035049785,continuum
hep,8.959999999999999,0.09929748124157912,continuum
hep,8.98,0.09933622804926046,continuum
hep,9.0,0.09937317971890804,continuum
hep,9.02,0.09940833524494075,continuum
hep,9.04,0.09944169367083022,continuum
hep,9.06,0.09947325408910085,continuum
hep,9.08,0.09950301564132974,continuum
hep,9.1,0.09953097751814673,continuum
hep,9.12,0.09955713895923442,continuum
hep,9.14,0.09958149925332811,continuum
hep,9.16,0.09960405773821587,continuum
hep,9.18,0.09962481380073848,continuum
hep,9.2,0.0996437668767895,continuum
hep,9.22,0.09966091645131515,continuum
hep,9.24,0.09967626205831448,continuum
hep,9.26,0.09968980328083919,continuum
hep,9.28,0.09970153975099381,continuum
hep,9.299999999999999,0.09971147114993548,continuum
hep,9.32,0.0997195972078742,continuum
hep,9.34,0.09972591770407264,continuum
hep,9.36,0.09973043246684621,continuum
hep,9.379999999999999,0.09973314137356312,continuum
hep,9.4,0.09973404435064422,continuum
hep,9.42,0.09973314137356312,continuum
hep,9.44,0.09973043246684624,continuum
hep,9.459999999999999,0.09972591770407264,continuum
hep,9.48,0.0997195972078742,continuum
hep,9.5,0.09971147114993548,continuum
hep,9.52,0.09970153975099381,continuum
hep,9.54,0.09968980328083922,continuum
hep,9.56,0.09967626205831448,continuum
hep,9.58,0.09966091645131515,continuum
hep,9.6,0.0996437668767895,continuum
hep,9.62,0.0996248138007385,continuum
hep,9.64,0.09960405773821587,continuum
hep,9.66,0.09958149925332811,continuum
hep,9.68,0.09955713895923443,continuum
hep,9.7,0.09953097751814675,continuum
hep,9.72,0.09950301564132974,continuum
hep,9.74,0.09947325408910085,continuum
hep,9.76,0.09944169367083024,continuum
hep,9.78,0.09940833524494073,continuum
hep,9.799999999999999,0.09937317971890802,continuum
hep,9.82,0.09933622804926046,continuum
hep,9.84,0.09929748124157911,continuum
hep,9.86,0.09925694035049784,continuum
hep,9.879999999999999,0.09921460647970322,continuum
hep,9.9,0.09917048078193455,continuum
hep,9.92,0.09912456445898386,continuum
hep,9.94,0.09907685876169595,continuum
hep,9.959999999999999,0.09902736498996835,continuum
hep,9.98,0.09897608449275126,continuum
hep,10.0,0.09892301866804776,continuum
hep,10.02,0.0988681689629135,continuum
hep,10.04,0.09881153687345698,continuum
hep,10.06,0.09875312394483939,continuum
hep,10.08,0.09869293177127468,continuum
hep,10.1,0.09863096199602948,continuum
hep,10.12,0.09856721631142328,continuum
hep,10.14,0.09850169645882814,continuum
hep,10.16,0.098434404228669,continuum
hep,10.18,0.09836534146042347,continuum
hep,10.2,0.09829451004262191,continuum
hep,10.22,0.09822191191284738,continuum
hep,10.24,0.09814754905773573,continuum
hep,10.26,0.09807142351297557,continuum
hep,10.28,0.09799353736330811,continuum
hep,10.299999999999999,0.09791389274252747,continuum
hep,10.32,0.09783249183348039,continuum
hep,10.34,0.09774933686806639,continuum
hep,10.36,0.09766443012723772,continuum
hep,10.379999999999999,0.09757777394099935,continuum
hep,10.4,0.09748937068840902,continuum
hep,10.42,0.09739922279757716,continuum
hep,10.44,0.09730733274566701,continuum
hep,10.459999999999999,0.09721370305889447,continuum
hep,10.48,0.09711833631252823,continuum
hep,10.5,0.09702123513088966,continuum
hep,10.52,0.09692240218735293,continuum
hep,10.54,0.09682184020434491,continuum
hep,10.56,0.0967195519533452,continuum
hep,10.58,0.09661554025488618,continuum
hep,10.6,0.09650980797855292,continuum
hep,10.62,0.09640235804298321,continuum
hep,10.64,0.09629319341586767,continuum
hep,10.66,0.09618231711394958,continuum
hep,10.68,0.09606973220302494,continuum
hep,10.7,0.09595544179794256,continuum
hep,10.72,0.09583944906260392,continuum
hep,10.74,0.09572175720996326,continuum
hep,10.76,0.09560236950202758,continuum
hep,10.78,0.09548128924985659,continuum
hep,10.799999999999999,0.09535851981356273,continuum
hep,10.82,0.0952340646023112,continuum
hep,10.84,0.09510792707431993,continuum
hep,10.86,0.09498011073685957,continuum
hep,10.879999999999999,0.09485061914625353,continuum
hep,10.9,0.0947194559078779,continuum
hep,10.92,0.09458662467616163,continuum
hep,10.94,0.09445212915458627,continuum
hep,10.959999999999999,0.09431597309568619,continuum
hep,10.98,0.09417816030104846,continuum
hep,11.0,0.0940386946213129,continuum
hep,11.02,0.09389757995617208,continuum
hep,11.04,0.09375482025437125,continuum
hep,11.06,0.09361041951370846,continuum
hep,11.08,0.09346438178103449,continuum
hep,11.1,0.09331671115225283,continuum
hep,11.12,0.0931674117723197,continuum
hep,11.14,0.09301648783524408,continuum
hep,11.16,0.0928639435840877,continuum
hep,11.18,0.09270978331096498,continuum
hep,11.2,0.09255401135704314,continuum
hep,11.22,0.09239663211254207,continuum
hep,11.24,0.0922376500167344,continuum
hep,11.26,0.09207706955794558,continuum
hep,11.28,0.0919148952735537,continuum
hep,11.299999999999999,0.09175113174998965,continuum
hep,11.32,0.091585783622737,continuum
hep,11.34,0.09141885557633213,continuum
hep,11.36,0.09125035234436409,continuum
hep,11.379999999999999,0.09108027870947467,continuum
hep,11.4,0.09090863950335845,continuum
hep,11.42,0.09073543960676274,continuum
hep,11.44,0.09056068394948749,continuum
hep,11.459999999999999,0.09038437751038553,continuum
hep,11.48,0.09020652531736228,continuum
hep,11.5,0.09002713244737605,continuum
hep,11.52,0.08984620402643775,continuum
hep,11.54,0.0896637452296111,continuum
hep,11.56,0.08947976128101254,continuum
hep,11.58,0.08929425745381125,continuum
hep,11.6,0.08910723907022919,continuum
hep,11.62,0.08891871150154093,continuum
hep,11.64,0.08872868016807386,continuum
hep,11.66,0.08853715053920816,continuum
hep,11.68,0.08834412813337666,continuum
hep,11.7,0.08814961851806498,continuum
hep,11.72,0.08795362730981142,continuum
hep,11.74,0.08775616017420705,continuum
hep,11.76,0.08755722282589569,continuum
hep,11.78,0.0873568210285739,continuum
hep,11.799999999999999,0.08715496059499092,continuum
hep,11.82,0.08695164738694876,continuum
hep,11.84,0.08674688731530222,continuum
hep,11.86,0.08654068633995875,continuum
hep,11.879999999999999,0.08633305046987862,continuum
hep,11.9,0.08612398576307471,continuum
hep,11.92,0.0859134983266128,continuum
hep,11.94,0.08570159431661128,continuum
hep,11.959999999999999,0.08548827993824136,continuum
hep,11.98,0.08527356144572688,continuum
hep,12.0,0.08505744514234453,continuum
hep,12.02,0.08483993738042372,continuum
hep,12.04,0.08462104456134649,continuum
hep,12.06,0.08440077313554775,continuum
hep,12.08,0.08417912960251508,continuum
hep,12.1,0.08395612051078881,continuum
hep,12.12,0.083731752457962,continuum
hep,12.14,0.0835060320906804,continuum
hep,12.16,0.08327896610464262,continuum
hep,12.18,0.08305056124459992,continuum
hep,12.2,0.08282082430435628,continuum
hep,12.22,0.08258976212676845,continuum
hep,12.24,0.08235738160374595,continuum
hep,12.26,0.08212368967625097,continuum
hep,12.28,0.08188869333429845,continuum
hep,12.3,0.08165239961695608,continuum
hep,12.32,0.08141481561234433,continuum
hep,12.34,0.08117594845763636,continuum
hep,12.36,0.08093580533905805,continuum
hep,12.379999999999999,0.080694393491888,continuum
hep,12.4,0.08045172020045765,continuum
hep,12.42,0.08020779279815107,continuum
hep,12.44,0.07996261866740517,continuum
hep,12.459999999999999,0.07971620523970946,continuum
hep,12.48,0.07946855999560629,continuum
hep,12.5,0.07921969046469073,continuum
hep,12.52,0.07896960422561056,continuum
hep,12.54,0.07871830890606629,continuum
hep,12.56,0.07846581218281122,continuum
hep,12.58,0.07821212178165135,continuum
hep,12.6,0.07795724547744541,continuum
hep,12.62,0.07770119109410488,continuum
hep,12.64,0.07744396650459397,continuum
hep,12.66,0.07718557963092962,continuum
hep,12.68,0.07692603844418155,continuum
hep,12.7,0.07666535096447215,continuum
hep,12.72,0.07640352526097656,continuum
hep,12.74,0.07614056945192274,continuum
hep,12.76,0.07587649170459129,continuum
hep,12.78,0.07561130023531556,continuum
hep,12.8,0.07534500330948167,continuum
hep,12.82,0.07507760924152847,continuum
hep,12.84,0.07480912639494752,continuum
hep,12.86,0.07453956318228315,continuum
hep,12.879999999999999,0.07426892806513243,continuum
hep,12.9,0.07399722955414507,continuum
hep,12.92,0.07372447620902371,continuum
hep,12.94,0.0734506766385235,continuum
hep,12.959999999999999,0.07317583950045252,continuum
hep,12.98,0.07289997350167146,continuum
hep,13.0,0.07262308739809381,continuum
hep,13.02,0.07234518999468577,continuum
hep,13.04,0.07206629014546628,continuum
hep,13.06,0.071786396753507,continuum
hep,13.08,0.0715055187709324,continuum
hep,13.1,0.07122366519891958,continuum
hep,13.12,0.07094084508769848,continuum
hep,13.14,0.07065706753655167,continuum
hep,13.16,0.07037234169381455,continuum
hep,13.18,0.07008667675687523,continuum
hep,13.2,0.06980008197217452,continuum
hep,13.22,0.06951256663520597,continuum
hep,13.24,0.06922414009051595,continuum
hep,13.26,0.06893481173170346,continuum
hep,13.28,0.06864459100142031,continuum
hep,13.3,0.06835348739137097,continuum
hep,13.32,0.06806151044231275,continuum
hep,13.34,0.06776866974405563,continuum
hep,13.36,0.06747497493546233,continuum
hep,13.379999999999999,0.0671804357044483,continuum
hep,13.4,0.06688506178798173,continuum
hep,13.42,0.06658886297208362,continuum
hep,13.44,0.0662918490918276,continuum
hep,13.459999999999999,0.06599403003134009,continuum
hep,13.48,0.0656954157238002,continuum
hep,13.5,0.06539601615143988,continuum
hep,13.52,0.06509584134554372,continuum
hep,13.54,0.06479490138644907,continuum
hep,13.56,0.064493206403546,continuum
hep,13.58,0.06419076657527739,continuum
hep,13.6,0.06388759212913879,continuum
hep,13.62,0.0635836933416785,continuum
hep,13.64,0.06327908053849754,continuum
hep,13.66,0.0629737640942497,continuum
hep,13.68,0.06266775443264153,continuum
hep,13.7,0.06236106202643223,continuum
hep,13.72,0.062053697397433764,continuum
hep,13.74,0.06174567111651092,continuum
hep,13.76,0.06143699380358114,continuum
hep,13.78,0.0611276761276146,continuum
hep,13.8,0.06081772880663422,continuum
hep,13.82,0.060507162607715693,continuum
hep,13.84,0.06019598834698743,continuum
hep,13.86,0.059884216889630554,continuum
hep,13.879999999999999,0.05957185914987896,continuum
hep,13.9,0.0592589260910192,continuum
hep,13.92,0.05894542872539072,continuum
hep,13.94,0.05863137811438557,continuum
hep,13.959999999999999,0.058316785368448545,continuum
hep,13.98,0.05800166164707721,continuum
hep,14.0,0.057686018158821906,continuum
hep,14.02,0.05736986616128564,continuum
hep,14.04,0.05705321696112419,continuum
hep,14.06,0.056736081914046006,continuum
hep,14.08,0.05641847242481242,continuum
hep,14.1,0.05610039994723738,continuum
hep,14.12,0.05578187598418759,continuum
hep,14.14,0.055462912087582465,continuum
hep,14.16,0.055143519858394274,continuum
hep,14.18,0.054823710946647904,continuum
hep,14.2,0.05450349705142102,continuum
hep,14.22,0.05418288992084398,continuum
hep,14.24,0.05386190135209999,continuum
hep,14.26,0.0535405431914249,continuum
hep,14.28,0.0532188273341073,continuum
hep,14.3,0.0528967657244885,continuum
hep,14.32,0.052574370355962664,continuum
hep,14.34,0.05225165327097658,continuum
hep,14.36,0.051928626561029784,continuum
hep,14.379999999999999,0.05160530236667458,continuum
hep,14.4,0.05128169287751596,continuum
hep,14.42,0.05095781033221175,continuum
hep,14.44,0.05063366701847242,continuum
hep,14.459999999999999,0.050309275273061206,continuum
hep,14.48,0.04998464748179405,continuum
hep,14.5,0.049659796079539735,continuum
hep,14.52,0.049334733550219674,continuum
hep,14.54,0.04900947242680803,continuum
hep,14.56,0.04868402529133172,continuum
hep,14.58,0.04835840477487044,continuum
hep,14.6,0.04803262355755656,continuum
hep,14.62,0.04770669436857521,continuum
hep,14.64,0.04738062998616424,continuum
hep,14.66,0.047054443237614284,continuum
hep,14.68,0.04672814699926867,continuum
hep,14.7,0.04640175419652347,continuum
hep,14.72,0.04607527780382746,continuum
hep,14.74,0.045748730844682256,continuum
hep,14.76,0.04542212639164212,continuum
hep,14.78,0.04509547756631406,continuum
hep,14.8,0.04476879753935781,continuum
hep,14.82,0.044442099530485925,continuum
hep,14.84,0.044115396808463596,continuum
hep,14.86,0.04378870269110881,continuum
hep,14.879999999999999,0.043462030545292255,continuum
hep,14.9,0.04313539378693736,continuum
hep,14.92,0.04280880588102034,continuum
hep,14.94,0.04248228034157009,continuum
hep,14.959999999999999,0.04215583073166825,continuum
hep,14.98,0.0418294706634492,continuum
hep,15.0,0.041503213798100104,continuum
hep,15.02,0.0411770738458608,continuum
hep,15.04,0.040851064566023894,continuum
hep,15.06,0.040525199766934666,continuum
hep,15.08,0.040199493305991256,continuum
hep,15.1,0.03987395908964445,continuum
hep,15.12,0.03954861107339778,continuum
hep,15.14,0.03922346326180749,continuum
hep,15.16,0.03889852970848267,continuum
hep,15.18,0.038573824516085035,continuum
hep,15.2,0.03824936183632907,continuum
hep,15.22,0.03792515586998198,continuum
hep,15.24,0.03760122086686378,continuum
hep,15.26,0.037277571125847134,continuum
hep,15.28,0.0369542209948575,continuum
hep,15.3,0.03663118487087299,continuum
hep,15.32,0.03630847719992458,continuum
hep,15.34,0.03598611247709589,continuum
hep,15.36,0.03566410524652331,continuum
hep,15.379999999999999,0.035342470101395934,continuum
hep,15.4,0.03502122168395561,continuum
hep,15.42,0.03470037468549698,continuum
hep,15.44,0.03437994384636733,continuum
hep,15.459999999999999,0.03405994395596673,continuum
hep,15.48,0.03374038985274796,continuum
hep,15.5,0.03342129642421661,continuum
hep,15.52,0.033102678606930926,continuum
hep,15.54,0.03278455138650191,continuum
hep,15.56,0.03246692979759329,continuum
hep,15.58,0.03214982892392159,continuum
hep,15.6,0.03183326389825602,continuum
hep,15.62,0.03151724990241852,continuum
hep,15.64,0.03120180216728377,continuum
hep,15.66,0.03088693597277924,continuum
hep,15.68,0.030572666647885074,continuum
hep,15.7,0.030259009570634182,continuum
hep,15.72,0.02994598016811216,continuum
hep,15.74,0.02963359391645745,continuum
hep,15.76,0.02932186634086113,continuum
hep,15.78,0.029010813015567048,continuum
hep,15.8,0.028700449563871768,continuum
