source,E_MeV,spectrum_per_MeV,kind
B8,0.30000000000000004,0.0006346922106272274,continuum
B8,0.32,0.0007203000210515748,continuum
B8,0.34,0.0008110781532823042,continuum
B8,0.36000000000000004,0.0009069844747498247,continuum
B8,0.38,0.0010079769627478296,continuum
B8,0.4,0.0011140137044332982,continuum
B8,0.42000000000000004,0.0012250528968264923,continuum
B8,0.44,0.001341052846810959,continuum
B8,0.46,0.0014619719711335298,continuum
B8,0.48000000000000004,0.0015877687964043214,continuum
B8,0.5,0.0017184019590967333,continuum
B8,0.52,0.0018538302055474516,continuum
B8,0.54,0.0019940123919564446,continuum
B8,0.56,0.002138907484386967,continuum
B8,0.5800000000000001,0.0022884745587655564,continuum
B8,0.6,0.0024426728008820355,continuum
B8,0.62,0.002601461506389513,continuum
B8,0.64,0.0027648000808043784,continuum
B8,0.66,0.00293264803950631,continuum
B8,0.68,0.003104965007738268,continuum
B8,0.7000000000000001,0.003281710720606496,continuum
B8,0.7200000000000001,0.003462845023080524,continuum
B8,0.74,0.0036483278699931663,continuum
B8,0.76,0.003838119326040523,continuum
B8,0.78,0.004032179565781975,continuum
B8,0.8,0.004230468873640191,continuum
B8,0.8200000000000001,0.004432947643901122,continuum
B8,0.8400000000000001,0.004639576380714004,continuum
B8,0.86,0.004850315698091357,continuum
B8,0.88,0.005065126319908989,continuum
B8,0.9,0.0052839690799059875,continuum
B8,0.92,0.005506804921684728,continuum
B8,0.9400000000000001,0.00573359489871087,continuum
B8,0.9600000000000001,0.0059643001743133525,continuum
B8,0.98,0.0061988820216844044,continuum
B8,1.0,0.006437301823879542,continuum
B8,1.02,0.006679521073817559,continuum
B8,1.04,0.006925501374280535,continuum
B8,1.06,0.007175204437913835,continuum
B8,1.08,0.00742859208722611,continuum
B8,1.1,0.007685626254589297,continuum
B8,1.12,0.007946268982238611,continuum
B8,1.1400000000000001,0.008210482422272557,continuum
B8,1.1600000000000001,0.008478228836652921,continuum
B8,1.18,0.008749470597204776,continuum
B8,1.2,0.009024170185616479,continuum
B8,1.22,0.009302290193439672,continuum
B8,1.24,0.009583793322089279,continuum
B8,1.26,0.009868642382843514,continuum
B8,1.28,0.010156800296843863,continuum
B8,1.3,0.010448230095095112,continuum
B8,1.32,0.010742894918465322,continuum
B8,1.34,0.011040758017685844,continuum
B8,1.36,0.011341782753351307,continuum
B8,1.3800000000000001,0.011645932595919622,continuum
B8,1.4000000000000001,0.011953171125712002,continuum
B8,1.4200000000000002,0.012263462032912927,continuum
B8,1.44,0.012576769117570162,continuum
B8,1.46,0.012893056289594767,continuum
B8,1.48,0.013212287568761086,continuum
B8,1.5,0.013534427084706738,continuum
B8,1.52,0.013859439076932628,continuum
B8,1.54,0.014187287894802952,continuum
B8,1.56,0.014517937997545183,continuum
B8,1.58,0.014851353954250088,continuum
B8,1.6,0.015187500443871712,continuum
B8,1.62,0.015526342255227378,continuum
B8,1.6400000000000001,0.01586784428699771,continuum
B8,1.6600000000000001,0.0162119715477266,continuum
B8,1.6800000000000002,0.016558689155821236,continuum
B8,1.7,0.016907962339552083,continuum
B8,1.72,0.017259756437052895,continuum
B8,1.74,0.017614036896320715,continuum
B8,1.76,0.017970769275215858,continuum
B8,1.78,0.01832991924146193,continuum
B8,1.8,0.01869145257264582,continuum
B8,1.82,0.01905533515621771,continuum
B8,1.84,0.019421532989491053,continuum
B8,1.86,0.019790012179642595,continuum
B8,1.8800000000000001,0.02016073894371236,continuum
B8,1.9000000000000001,0.02053367960860367,continuum
B8,1.9200000000000002,0.020908800611083116,continuum
B8,1.94,0.02128606849778058,continuum
B8,1.96,0.02166544992518922,continuum
B8,1.98,0.022046911659665505,continuum
B8,2.0,0.02243042057742916,continuum
B8,2.02,0.022815943664563205,continuum
B8,2.04,0.023203448017013944,continuum
B8,2.06,0.023592900840590958,continuum
B8,2.08,0.023984269450967138,continuum
B8,2.1,0.02437752127367862,continuum
B8,2.12,0.02477262384412486,continuum
B8,2.14,0.02516954480756858,continuum
B8,2.16,0.0255682519191358,continuum
B8,2.18,0.0259687130438158,continuum
B8,2.2,0.026370896156461165,continuum
B8,2.22,0.026774769341787758,continuum
B8,2.24,0.02718030079437473,continuum
B8,2.2600000000000002,0.02758745881866452,continuum
B8,2.2800000000000002,0.02799621182896283,continuum
B8,2.3000000000000003,0.028406528349438676,continuum
B8,2.3200000000000003,0.028818377014124347,continuum
B8,2.34,0.02923172656691539,continuum
B8,2.36,0.02964654586157069,continuum
B8,2.38,0.030062803861712374,continuum
B8,2.4,0.030480469640825854,continuum
B8,2.42,0.030899512382259867,continuum
B8,2.44,0.03131990137922638,continuum
B8,2.46,0.03174160603480068,continuum
B8,2.48,0.03216459586192133,continuum
B8,2.5,0.03258884048339018,continuum
B8,2.52,0.03301430963187236,continuum
B8,2.54,0.03344097314989628,continuum
B8,2.56,0.033868800989853634,continuum
B8,2.58,0.03429776321399943,continuum
B8,2.6,0.03472782999445191,continuum
B8,2.62,0.03515897161319264,continuum
B8,2.64,0.035591158462066466,continuum
B8,2.66,0.0360243610427815,continuum
B8,2.68,0.03645854996690914,continuum
B8,2.7,0.0368936959558841,continuum
B8,2.72,0.037329769841004334,continuum
B8,2.74,0.03776674256343111,continuum
B8,2.7600000000000002,0.03820458517418898,continuum
B8,2.7800000000000002,0.03864326883416576,continuum
B8,2.8000000000000003,0.039082764814112575,continuum
B8,2.8200000000000003,0.03952304449464382,continuum
B8,2.84,0.03996407936623716,continuum
B8,2.86,0.040405841029233586,continuum
B8,2.88,0.04084830119383735,continuum
B8,2.9,0.04129143168011597,continuum
B8,2.92,0.04173520441800027,continuum
B8,2.94,0.04217959144728437,continuum
B8,2.96,0.04262456491762564,continuum
B8,2.98,0.04307009708854476,continuum
B8,3.0,0.04351616032942571,continuum
B8,3.02,0.043962727119515696,continuum
B8,3.04,0.04440977004792527,continuum
B8,3.06,0.044857261813628216,continuum
B8,3.08,0.045305175225461666,continuum
B8,3.1,0.045753483202125994,continuum
B8,3.12,0.04620215877218482,continuum
B8,3.14,0.04665117507406516,continuum
B8,3.16,0.04710050535605721,continuum
B8,3.18,0.04755012297631449,continuum
B8,3.2,0.04800000140285381,continuum
B8,3.22,0.04845011421355524,continuum
B8,3.24,0.048900435096162174,continuum
B8,3.2600000000000002,0.049350937848281255,continuum
B8,3.2800000000000002,0.04980159637738242,continuum
B8,3.3000000000000003,0.05025238470079893,continuum
B8,3.3200000000000003,0.05070327694572724,continuum
B8,3.3400000000000003,0.05115424734922718,continuum
B8,3.36,0.05160527025822182,continuum
B8,3.38,0.05205632012949752,continuum
B8,3.4,0.05250737152970392,continuum
B8,3.42,0.05295839913535397,continuum
B8,3.44,0.05340937773282387,continuum
B8,3.46,0.05386028221835313,continuum
B8,3.48,0.054311087598044545,continuum
B8,3.5,0.05476176898786416,continuum
B8,3.52,0.055212301613641344,continuum
B8,3.54,0.05566266081106875,continuum
B8,3.56,0.056112822025702246,continuum
B8,3.58,0.0565627608129611,continuum
B8,3.6,0.05701245283812779,continuum
B8,3.62,0.05746187387634805,continuum
B8,3.64,0.057910999812631016,continuum
B8,3.66,0.05835980664184897,continuum
B8,3.68,0.058808270468737565,continuum
B8,3.7,0.05925636750789573,continuum
B8,3.72,0.05970407408378562,continuum
B8,3.74,0.06015136663073276,continuum
B8,3.7600000000000002,0.0605982216929259,continuum
B8,3.7800000000000002,0.06104461592441708,continuum
B8,3.8000000000000003,0.061490526089121665,continuum
B8,3.8200000000000003,0.061935929060818275,continuum
B8,3.8400000000000003,0.06238080182314881,continuum
B8,3.86,0.06282512146961843,continuum
B8,3.88,0.06326886520359562,continuum
B8,3.9,0.06371201033831217,continuum
B8,3.92,0.0641545342968631,continuum
B8,3.94,0.06459641461220676,continuum
B8,3.96,0.06503762892716472,continuum
B8,3.98,0.06547815499442192,continuum
B8,4.0,0.06591797067652651,continuum
B8,4.02,0.06635705394588996,continuum
B8,4.04,0.06679538288478706,continuum
B8,4.06,0.0672329356853558,continuum
B8,4.08,0.06766969064959749,continuum
B8,4.1,0.06810562618937677,continuum
B8,4.119999999999999,0.06854072082642149,continuum
B8,4.14,0.06897495319232287,continuum
B8,4.159999999999999,0.06940830202853533,continuum
B8,4.18,0.06984074618637665,continuum
B8,4.199999999999999,0.07027226462702779,continuum
B8,4.22,0.07070283642153315,continuum
B8,4.239999999999999,0.07113244075080025,continuum
B8,4.26,0.07156105690559997,continuum
B8,4.279999999999999,0.07198866428656651,continuum
B8,4.3,0.0724152424041973,continuum
B8,4.319999999999999,0.07284077087885307,continuum
B8,4.34,0.07326522944075789,continuum
B8,4.359999999999999,0.07368859792999898,continuum
B8,4.38,0.07411085629652697,continuum
B8,4.3999999999999995,0.07453198460015571,continuum
B8,4.42,0.07495196301056238,continuum
B8,4.4399999999999995,0.07537077180728738,continuum
B8,4.46,0.07578839137973449,continuum
B8,4.4799999999999995,0.07620480222717066,continuum
B8,4.5,0.07661998495872625,continuum
B8,4.52,0.07703392029339476,continuum
B8,4.54,0.07744658906003313,continuum
B8,4.56,0.07785797219736144,continuum
B8,4.58,0.07826805075396315,continuum
B8,4.6,0.07867680588828495,continuum
B8,4.62,0.07908421886863687,continuum
B8,4.64,0.07949027107319219,continuum
B8,4.659999999999999,0.07989494398998744,continuum
B8,4.68,0.08029821921692257,continuum
B8,4.699999999999999,0.0807000784617606,continuum
B8,4.72,0.08110050354212806,continuum
B8,4.739999999999999,0.08149947638551454,continuum
B8,4.76,0.08189697902927312,continuum
B8,4.779999999999999,0.08229299362062002,continuum
B8,4.8,0.08268750241663485,continuum
B8,4.819999999999999,0.0830804877842604,continuum
B8,4.84,0.08347193220030288,continuum
B8,4.859999999999999,0.08386181825143162,continuum
B8,4.88,0.08425012863417937,continuum
B8,4.8999999999999995,0.08463684615494206,continuum
B8,4.92,0.08502195372997899,continuum
B8,4.9399999999999995,0.08540543438541272,continuum
B8,4.96,0.08578727125722907,continuum
B8,4.9799999999999995,0.08616744759127715,continuum
B8,5.0,0.0865459467432694,continuum
B8,5.02,0.08692275217878147,continuum
B8,5.04,0.08729784747325237,continuum
B8,5.06,0.08767121631198431,continuum
B8,5.08,0.08804284249014285,continuum
B8,5.1,0.08841270991275683,continuum
B8,5.12,0.08878080259471838,continuum
B8,5.14,0.08914710466078282,continuum
B8,5.159999999999999,0.08951160034556892,continuum
B8,5.18,0.08987427399355861,continuum
B8,5.199999999999999,0.09023511005909714,continuum
B8,5.22,0.09059409310639303,continuum
B8,5.239999999999999,0.09095120780951808,continuum
B8,5.26,0.09130643895240742,continuum
B8,5.279999999999999,0.09165977142885945,continuum
B8,5.3,0.09201119024253583,continuum
B8,5.319999999999999,0.09236068050696149,continuum
B8,5.34,0.0927082274455247,continuum
B8,5.359999999999999,0.09305381639147699,continuum
B8,5.38,0.09339743278793315,continuum
B8,5.3999999999999995,0.09373906218787126,continuum
B8,5.42,0.09407869025413272,continuum
B8,5.4399999999999995,0.09441630275942217,continuum
B8,5.46,0.0947518855863076,continuum
B8,5.4799999999999995,0.09508542472722019,continuum
B8,5.5,0.09541690628445451,continuum
B8,5.52,0.0957463164701683,continuum
B8,5.54,0.09607364160638274,continuum
B8,5.56,0.09639886812498207,continuum
B8,5.58,0.09672198256771403,continuum
B8,5.6,0.09704297158618952,continuum
B8,5.62,0.09736182194188278,continuum
B8,5.64,0.09767852050613132,continuum
B8,5.659999999999999,0.09799305426013591,continuum
B8,5.68,0.0983054102949607,continuum
B8,5.699999999999999,0.09861557581153298,continuum
B8,5.72,0.09892353812064339,continuum
B8,5.739999999999999,0.09922928464294586,continuum
B8,5.76,0.09953280290895762,continuum
B8,5.779999999999999,0.09983408055905918,continuum
B8,5.8,0.10013310534349432,continuum
B8,5.819999999999999,0.10042986512237007,continuum
B8,5.84,0.10072434786565684,continuum
B8,5.859999999999999,0.10101654165318824,continuum
B8,5.88,0.1013064346746612,continuum
B8,5.8999999999999995,0.10159401522963589,continuum
B8,5.92,0.1018792717275358,continuum
B8,5.9399999999999995,0.10216219268764774,continuum
B8,5.96,0.10244276673912174,continuum
B8,5.9799999999999995,0.1027209826209712,continuum
B8,6.0,0.10299682918207267,continuum
B8,6.02,0.1032702953811661,continuum
B8,6.04,0.1035413702868547,continuum
B8,6.06,0.10381004307760493,continuum
B8,6.08,0.10407630304174652,continuum
B8,6.1,0.10434013957747255,continuum
B8,6.12,0.10460154219283938,continuum
B8,6.14,0.1048605005057666,continuum
B8,6.16,0.10511700424403715,continuum
B8,6.18,0.10537104324529718,continuum
B8,6.199999999999999,0.10562260745705618,continuum
B8,6.22,0.10587168693668689,continuum
B8,6.239999999999999,0.10611827185142533,continuum
B8,6.26,0.10636235247837088,continuum
B8,6.279999999999999,0.1066039192044861,continuum
B8,6.3,0.10684296252659692,continuum
B8,6.319999999999999,0.10707947305139248,continuum
B8,6.34,0.10731344149542534,continuum
B8,6.359999999999999,0.1075448586851111,continuum
B8,6.38,0.10777371555672895,continuum
B8,6.3999999999999995,0.10800000315642105,continuum
B8,6.42,0.10822371264019308,continuum
B8,6.4399999999999995,0.10844483527391392,continuum
B8,6.46,0.10866336243331577,continuum
B8,6.4799999999999995,0.10887928560399403,continuum
B8,6.5,0.1090925963814075,continuum
B8,6.52,0.10930328647087813,continuum
B8,6.54,0.10951134768759131,continuum
B8,6.56,0.10971677195659553,continuum
B8,6.58,0.10991955131280275,continuum
B8,6.6,0.1101196779009881,continuum
B8,6.62,0.11031714397579,continuum
B8,6.64,0.11051194190171024,continuum
B8,6.66,0.11070406415311382,continuum
B8,6.68,0.11089350331422901,continuum
B8,6.699999999999999,0.11108025207914739,continuum
B8,6.72,0.11126430325182388,continuum
B8,6.739999999999999,0.11144564974607658,continuum
B8,6.76,0.11162428458558689,continuum
B8,6.779999999999999,0.11180020090389962,continuum
B8,6.8,0.11197339194442275,continuum
B8,6.819999999999999,0.11214385106042755,continuum
B8,6.84,0.11231157171504864,continuum
B8,6.859999999999999,0.1124765474812838,continuum
B8,6.88,0.11263877204199428,continuum
B8,6.8999999999999995,0.11279823918990439,continuum
B8,6.92,0.11295494282760189,continuum
B8,6.9399999999999995,0.11310887696753778,continuum
B8,6.96,0.11326003573202635,continuum
B8,6.9799999999999995,0.11340841335324518,continuum
B8,7.0,0.11355400417323512,continuum
B8,7.02,0.11369680264390028,continuum
B8,7.04,0.11383680332700807,continuum
B8,7.06,0.11397400089418921,continuum
B8,7.08,0.11410839012693769,continuum
B8,7.1,0.11423996591661077,continuum
B8,7.12,0.114368723264429,continuum
B8,7.14,0.11449465728147626,continuum
B8,7.16,0.11461776318869966,continuum
B8,7.18,0.11473803631690961,continuum
B8,7.199999999999999,0.1148554721067798,continuum
B8,7.22,0.11497006610884723,continuum
B8,7.239999999999999,0.1150818139835121,continuum
B8,7.26,0.115190711501038,continuum
B8,7.279999999999999,0.11529675454155176,continuum
B8,7.3,0.11539993909504351,continuum
B8,7.319999999999999,0.11550026126136664,continuum
B8,7.34,0.11559771725023786,continuum
B8,7.359999999999999,0.11569230338123711,continuum
B8,7.38,0.11578401608380769,continuum
B8,7.3999999999999995,0.11587285189725607,continuum
B8,7.42,0.11595880747075207,continuum
B8,7.4399999999999995,0.11604187956332887,continuum
B8,7.46,0.11612206504388282,continuum
B8,7.4799999999999995,0.11619936089117361,continuum
B8,7.5,0.11627376419382424,continuum
B8,7.52,0.11634527215032088,continuum
B8,7.54,0.11641388206901311,continuum
B8,7.56,0.11647959136811373,continuum
B8,7.58,0.11654239757569879,continuum
B8,7.6,0.11660229832970774,continuum
B8,7.62,0.11665929137794324,continuum
B8,7.64,0.11671337457807124,continuum
B8,7.66,0.116764545897621,continuum
B8,7.68,0.116812803413985,continuum
B8,7.699999999999999,0.11685814531441906,continuum
B8,7.72,0.11690056989604229,continuum
B8,7.739999999999999,0.116940075565837,continuum
B8,7.76,0.11697666084064891,continuum
B8,7.779999999999999,0.11701032434718697,continuum
B8,7.8,0.11704106482202335,continuum
B8,7.819999999999999,0.11706888111159364,continuum
B8,7.84,0.1170937721721966,continuum
B8,7.859999999999999,0.11711573706999431,continuum
B8,7.88,0.11713477498101217,continuum
B8,7.8999999999999995,0.1171508851911388,continuum
B8,7.92,0.11716406709612606,continuum
B8,7.9399999999999995,0.11717432020158931,continuum
B8,7.96,0.11718164412300694,continuum
B8,7.9799999999999995,0.11718603858572081,continuum
B8,8.0,0.11718750342493603,continuum
B8,8.02,0.11718603858572084,continuum
B8,8.04,0.11718164412300695,continuum
B8,8.06,0.11717432020158931,continuum
B8,8.08,0.11716406709612606,continuum
B8,8.1,0.11715088519113877,continuum
B8,8.12,0.11713477498101217,continuum
B8,8.14,0.11711573706999431,continuum
B8,8.16,0.1170937721721966,continuum
B8,8.18,0.11706888111159366,continuum
B8,8.2,0.1170410648220234,continuum
B8,8.219999999999999,0.11701032434718697,continuum
B8,8.24,0.11697666084064891,continuum
B8,8.26,0.11694007556583699,continuum
B8,8.28,0.11690056989604226,continuum
B8,8.299999999999999,0.11685814531441906,continuum
B8,8.32,0.116812803413985,continuum
B8,8.34,0.116764545897621,continuum
B8,8.36,0.11671337457807125,continuum
B8,8.379999999999999,0.11665929137794327,continuum
B8,8.4,0.11660229832970774,continuum
B8,8.42,0.11654239757569879,continuum
B8,8.44,0.1164795913681137,continuum
B8,8.459999999999999,0.1164138820690131,continuum
B8,8.48,0.11634527215032088,continuum
B8,8.5,0.11627376419382424,continuum
B8,8.52,0.11619936089117364,continuum
B8,8.54,0.11612206504388287,continuum
B8,8.56,0.11604187956332887,continuum
B8,8.58,0.11595880747075207,continuum
B8,8.6,0.11587285189725605,continuum
B8,8.62,0.11578401608380767,continuum
B8,8.64,0.11569230338123711,continuum
B8,8.66,0.11559771725023786,continuum
B8,8.68,0.11550026126136669,continuum
B8,8.7,0.11539993909504354,continuum
B8,8.72,0.11529675454155176,continuum
B8,8.74,0.115190711501038,continuum
B8,8.76,0.11508181398351207,continuum
B8,8.78,0.1149700661088472,continuum
B8,8.799999999999999,0.11485547210677981,continuum
B8,8.82,0.11473803631690961,continuum
B8,8.84,0.11461776318869966,continuum
B8,8.86,0.11449465728147627,continuum
B8,8.879999999999999,0.11436872326442904,continuum
B8,8.9,0.11423996591661077,continuum
B8,8.92,0.11410839012693769,continuum
B8,8.94,0.1139740008941892,continuum
B8,8.959999999999999,0.11383680332700806,continuum
B8,8.98,0.11369680264390028,continuum
B8,9.0,0.11355400417323512,continuum
B8,9.02,0.11340841335324522,continuum
B8,9.04,0.11326003573202639,continuum
B8,9.06,0.11310887696753778,continuum
B8,9.08,0.11295494282760189,continuum
B8,9.1,0.11279823918990438,continuum
B8,9.12,0.11263877204199427,continuum
B8,9.14,0.1124765474812838,continuum
B8,9.16,0.11231157171504864,continuum
B8,9.18,0.11214385106042758,continuum
B8,9.2,0.11197339194442278,continuum
B8,9.22,0.11180020090389962,continuum
B8,9.24,0.11162428458558689,continuum
B8,9.26,0.11144564974607656,continuum
B8,9.28,0.11126430325182388,continuum
B8,9.299999999999999,0.1110802520791474,continuum
B8,9.32,0.11089350331422901,continuum
B8,9.34,0.11070406415311382,continuum
B8,9.36,0.11051194190171025,continuum
B8,9.379999999999999,0.11031714397579002,continuum
B8,9.4,0.1101196779009881,continuum
B8,9.42,0.10991955131280275,continuum
B8,9.44,0.10971677195659553,continuum
B8,9.459999999999999,0.10951134768759128,continuum
B8,9.48,0.10930328647087813,continuum
B8,9.5,0.1090925963814075,continuum
B8,9.52,0.10887928560399407,continuum
B8,9.54,0.10866336243331581,continuum
B8,9.56,0.10844483527391392,continuum
B8,9.58,0.10822371264019308,continuum
B8,9.6,0.10800000315642107,continuum
B8,9.62,0.10777371555672892,continuum
B8,9.64,0.1075448586851111,continuum
B8,9.66,0.10731344149542534,continuum
B8,9.68,0.10707947305139252,continuum
B8,9.7,0.10684296252659696,continuum
B8,9.72,0.1066039192044861,continuum
B8,9.74,0.10636235247837088,continuum
B8,9.76,0.10611827185142533,continuum
B8,9.78,0.10587168693668687,continuum
B8,9.799999999999999,0.10562260745705618,continuum
B8,9.82,0.10537104324529718,continuum
B8,9.84,0.10511700424403715,continuum
B8,9.86,0.10486050050576663,continuum
B8,9.879999999999999,0.10460154219283942,continuum
B8,9.9,0.10434013957747255,continuum
B8,9.92,0.10407630304174652,continuum
B8,9.94,0.1038100430776049,continuum
B8,9.959999999999999,0.10354137028685471,continuum
B8,9.98,0.1032702953811661,continuum
B8,10.0,0.10299682918207267,continuum
B8,10.02,0.10272098262097121,continuum
B8,10.04,0.1024427667391218,continuum
B8,10.06,0.10216219268764774,continuum
B8,10.08,0.1018792717275358,continuum
B8,10.1,0.10159401522963588,continuum
B8,10.12,0.10130643467466122,continuum
B8,10.14,0.10101654165318824,continuum
B8,10.16,0.10072434786565684,continuum
B8,10.18,0.10042986512237012,continuum
B8,10.2,0.10013310534349434,continuum
B8,10.22,0.09983408055905918,continuum
B8,10.24,0.09953280290895762,continuum
B8,10.26,0.09922928464294586,continuum
B8,10.28,0.09892353812064339,continuum
B8,10.299999999999999,0.09861557581153298,continuum
B8,10.32,0.0983054102949607,continuum
B8,10.34,0.09799305426013596,continuum
B8,10.36,0.09767852050613134,continuum
B8,10.379999999999999,0.09736182194188282,continuum
B8,10.4,0.09704297158618952,continuum
B8,10.42,0.09672198256771403,continuum
B8,10.44,0.09639886812498207,continuum
B8,10.459999999999999,0.09607364160638274,continuum
B8,10.48,0.0957463164701683,continuum
B8,10.5,0.09541690628445451,continuum
B8,10.52,0.09508542472722022,continuum
B8,10.54,0.09475188558630762,continuum
B8,10.56,0.09441630275942217,continuum
B8,10.58,0.09407869025413272,continuum
B8,10.6,0.09373906218787126,continuum
B8,10.62,0.09339743278793315,continuum
B8,10.64,0.09305381639147699,continuum
B8,10.66,0.0927082274455247,continuum
B8,10.68,0.09236068050696151,continuum
B8,10.7,0.09201119024253585,continuum
B8,10.72,0.09165977142885945,continuum
B8,10.74,0.09130643895240742,continuum
B8,10.76,0.0909512078095181,continuum
B8,10.78,0.09059409310639303,continuum
B8,10.799999999999999,0.09023511005909715,continuum
B8,10.82,0.08987427399355861,continuum
B8,10.84,0.08951160034556896,continuum
B8,10.86,0.08914710466078286,continuum
B8,10.879999999999999,0.0887808025947184,continuum
B8,10.9,0.08841270991275683,continuum
B8,10.92,0.08804284249014285,continuum
B8,10.94,0.0876712163119843,continuum
B8,10.959999999999999,0.08729784747325237,continuum
B8,10.98,0.08692275217878147,continuum
B8,11.0,0.0865459467432694,continuum
B8,11.02,0.08616744759127717,continuum
B8,11.04,0.0857872712572291,continuum
B8,11.06,0.08540543438541272,continuum
B8,11.08,0.08502195372997899,continuum
B8,11.1,0.08463684615494207,continuum
B8,11.12,0.08425012863417936,continuum
B8,11.14,0.08386181825143162,continuum
B8,11.16,0.08347193220030288,continuum
B8,11.18,0.08308048778426043,continuum
B8,11.2,0.08268750241663488,continuum
B8,11.22,0.08229299362062002,continuum
B8,11.24,0.08189697902927312,continuum
B8,11.26,0.08149947638551454,continuum
B8,11.28,0.08110050354212806,continuum
B8,11.299999999999999,0.08070007846176064,continuum
B8,11.32,0.08029821921692257,continuum
B8,11.34,0.07989494398998748,continuum
B8,11.36,0.07949027107319222,continuum
B8,11.379999999999999,0.0790842188686369,continuum
B8,11.4,0.07867680588828495,continuum
B8,11.42,0.07826805075396315,continuum
B8,11.44,0.07785797219736143,continuum
B8,11.459999999999999,0.07744658906003314,continuum
B8,11.48,0.07703392029339476,continuum
B8,11.5,0.07661998495872625,continuum
B8,11.52,0.07620480222717069,continuum
B8,11.54,0.07578839137973452,continuum
B8,11.56,0.07537077180728738,continuum
B8,11.58,0.07495196301056238,continuum
B8,11.6,0.07453198460015573,continuum
B8,11.62,0.07411085629652699,continuum
B8,11.64,0.07368859792999898,continuum
B8,11.66,0.07326522944075789,continuum
B8,11.68,0.0728407708788531,continuum
B8,11.7,0.07241524240419733,continuum
B8,11.72,0.07198866428656651,continuum
B8,11.74,0.07156105690559997,continuum
B8,11.76,0.07113244075080025,continuum
B8,11.78,0.07070283642153316,continuum
B8,11.799999999999999,0.07027226462702783,continuum
B8,11.82,0.06984074618637665,continuum
B8,11.84,0.06940830202853536,continuum
B8,11.86,0.0689749531923229,continuum
B8,11.879999999999999,0.06854072082642154,continuum
B8,11.9,0.06810562618937677,continuum
B8,11.92,0.06766969064959749,continuum
B8,11.94,0.0672329356853558,continuum
B8,11.959999999999999,0.06679538288478708,continuum
B8,11.98,0.06635705394588996,continuum
B8,12.0,0.06591797067652651,continuum
B8,12.02,0.06547815499442193,continuum
B8,12.04,0.06503762892716475,continuum
B8,12.06,0.06459641461220675,continuum
B8,12.08,0.0641545342968631,continuum
B8,12.1,0.06371201033831218,continuum
B8,12.12,0.06326886520359565,continuum
B8,12.14,0.0628251214696184,continuum
B8,12.16,0.0623808018231488,continuum
B8,12.18,0.061935929060818275,continuum
B8,12.2,0.06149052608912169,continuum
B8,12.22,0.06104461592441708,continuum
B8,12.24,0.06059822169292589,continuum
B8,12.26,0.06015136663073276,continuum
B8,12.28,0.05970407408378563,continuum
B8,12.3,0.0592563675078957,continuum
B8,12.32,0.05880827046873755,continuum
B8,12.34,0.05835980664184897,continuum
B8,12.36,0.05791099981263102,continuum
B8,12.379999999999999,0.05746187387634808,continuum
B8,12.4,0.05701245283812778,continuum
B8,12.42,0.0565627608129611,continuum
B8,12.44,0.05611282202570226,continuum
B8,12.459999999999999,0.05566266081106875,continuum
B8,12.48,0.05521230161364134,continuum
B8,12.5,0.05476176898786416,continuum
B8,12.52,0.05431108759804456,continuum
B8,12.54,0.05386028221835316,continuum
B8,12.56,0.053409377732823865,continuum
B8,12.58,0.05295839913535397,continuum
B8,12.6,0.052507371529703924,continuum
B8,12.62,0.05205632012949753,continuum
B8,12.64,0.05160527025822181,continuum
B8,12.66,0.051154247349227175,continuum
B8,12.68,0.05070327694572724,continuum
B8,12.7,0.05025238470079893,continuum
B8,12.72,0.049801596377382414,continuum
B8,12.74,0.04935093784828125,continuum
B8,12.76,0.048900435096162174,continuum
B8,12.78,0.04845011421355525,continuum
B8,12.8,0.04800000140285378,continuum
B8,12.82,0.047550122976314474,continuum
B8,12.84,0.04710050535605721,continuum
B8,12.86,0.046651175074065174,continuum
B8,12.879999999999999,0.04620215877218485,continuum
B8,12.9,0.04575348320212597,continuum
B8,12.92,0.045305175225461666,continuum
B8,12.94,0.04485726181362823,continuum
B8,12.959999999999999,0.044409770047925276,continuum
B8,12.98,0.04396272711951569,continuum
B8,13.0,0.04351616032942571,continuum
B8,13.02,0.043070097088544784,continuum
B8,13.04,0.04262456491762567,continuum
B8,13.06,0.04217959144728436,continuum
B8,13.08,0.04173520441800027,continuum
B8,13.1,0.041291431680115974,continuum
B8,13.12,0.04084830119383736,continuum
B8,13.14,0.04040584102923358,continuum
B8,13.16,0.03996407936623716,continuum
B8,13.18,0.03952304449464382,continuum
B8,13.2,0.03908276481411259,continuum
B8,13.22,0.03864326883416574,continuum
B8,13.24,0.03820458517418897,continuum
B8,13.26,0.03776674256343111,continuum
B8,13.28,0.03732976984100434,continuum
B8,13.3,0.03689369595588408,continuum
B8,13.32,0.03645854996690913,continuum
B8,13.34,0.0360243610427815,continuum
B8,13.36,0.03559115846206648,continuum
B8,13.379999999999999,0.03515897161319267,continuum
B8,13.4,0.0347278299944519,continuum
B8,13.42,0.03429776321399943,continuum
B8,13.44,0.03386880098985365,continuum
B8,13.459999999999999,0.033440973149896296,continuum
B8,13.48,0.03301430963187235,continuum
B8,13.5,0.03258884048339018,continuum
B8,13.52,0.032164595861921344,continuum
B8,13.54,0.031741606034800696,continuum
B8,13.56,0.03131990137922637,continuum
B8,13.58,0.030899512382259867,continuum
B8,13.6,0.030480469640825864,continuum
B8,13.62,0.03006280386171239,continuum
