E_MeV,Pee_vacuum,Pee_day,Pee_night_reference,delta_Pee_earth_reference,sin2theta12_reference,dm21_eV2_reference
9.900000000000002,0.54955050971648,0.3175146848516853,0.327707335424729,0.010192650573043693,0.307,7.42e-05
9.950000000000001,0.54955050971648,0.3172759920387542,0.3274222105570909,0.010146218518336747,0.307,7.42e-05
10.000000000000002,0.54955050971648,0.31704066016841076,0.32713909146140246,0.010098431292991705,0.307,7.42e-05
10.05,0.54955050971648,0.3168086312102867,0.3268579434240988,0.010049312213812112,0.307,7.42e-05
10.100000000000001,0.54955050971648,0.31657984826229063,0.3265787332974269,0.009998885035136296,0.307,7.42e-05
10.150000000000002,0.54955050971648,0.31635425552798196,0.326301429459848,0.00994717393186606,0.307,7.42e-05
10.200000000000001,0.54955050971648,0.31613179829433935,0.3260260017766556,0.009894203482316233,0.307,7.42e-05
10.250000000000002,0.54955050971648,0.31591242290992344,0.3257524215608226,0.009839998650899184,0.307,7.42e-05
10.3,0.54955050971648,0.3156960767634315,0.3254806615340931,0.00978458477066163,0.307,7.42e-05
10.350000000000001,0.54955050971648,0.3154827082626403,0.3252106957883292,0.009727987525688875,0.307,7.42e-05
10.400000000000002,0.54955050971648,0.315272266813736,0.32494249974712913,0.009670232933393141,0.307,7.42e-05
10.450000000000001,0.54955050971648,0.3150647028010266,0.324676050127728,0.00961134732670138,0.307,7.42e-05
10.500000000000002,0.54955050971648,0.314859967567034,0.3244113249031932,0.009551357336159194,0.307,7.42e-05
10.55,0.54955050971648,0.31465801339296173,0.32414830326492805,0.009490289871966318,0.307,7.42e-05
10.600000000000001,0.54955050971648,0.314458793479535,0.32388696558549473,0.009428172105959753,0.307,7.42e-05
10.650000000000002,0.54955050971648,0.314262261928208,0.3236272933817681,0.009365031453560102,0.307,7.42e-05
10.700000000000001,0.54955050971648,0.3140683737227353,0.3233692692784328,0.00930089555569752,0.307,7.42e-05
10.750000000000002,0.54955050971648,0.31387708471110093,0.3231128769718327,0.00923579226073179,0.307,7.42e-05
10.8,0.54955050971648,0.3136883515878038,0.32285810119418673,0.009169749606382949,0.307,7.42e-05
10.850000000000001,0.54955050971648,0.313502131876491,0.3226049276781781,0.009102795801687102,0.307,7.42e-05
10.900000000000002,0.54955050971648,0.3133183839129367,0.3223533431219298,0.00903495920899311,0.307,7.42e-05
10.950000000000001,0.54955050971648,0.31313706682836084,0.32210333515437545,0.008966268326014604,0.307,7.42e-05
11.000000000000002,0.54955050971648,0.3129581405330829,0.32185489230103564,0.008896751767952737,0.307,7.42e-05
11.05,0.54955050971648,0.3127815657005049,0.3216080039502082,0.008826438249703306,0.307,7.42e-05
11.100000000000001,0.54955050971648,0.3126073037514196,0.32136266031958344,0.008755356568163841,0.307,7.42e-05
11.150000000000002,0.54955050971648,0.3124353168386383,0.3211188524232918,0.008683535584653512,0.307,7.42e-05
11.200000000000001,0.54955050971648,0.3122655678319327,0.3208765720393935,0.008611004207460804,0.307,7.42e-05
11.250000000000002,0.54955050971648,0.312098020303286,0.32063581167781774,0.008537791374531756,0.307,7.42e-05
11.3,0.54955050971648,0.311932638512448,0.3203965645487606,0.008463926036312575,0.307,7.42e-05
11.350000000000001,0.54955050971648,0.3117693873927889,0.3201588245315483,0.008389437138759392,0.307,7.42e-05
11.400000000000002,0.54955050971648,0.3116082325374469,0.31992258614397495,0.008314353606528047,0.307,7.42e-05
11.450000000000001,0.54955050971648,0.31144914018576353,0.3196878445121203,0.00823870432635676,0.307,7.42e-05
11.500000000000002,0.54955050971648,0.3112920772100028,0.3194545953406552,0.008162518130652385,0.307,7.42e-05
11.55,0.54955050971648,0.31113701110234765,0.3192228348836419,0.008085823781294244,0.307,7.42e-05
11.600000000000001,0.54955050971648,0.31098390996217,0.31899255991583453,0.008008649953664515,0.307,7.42e-05
11.650000000000002,0.54955050971648,0.3108327424835681,0.3187637677044868,0.007931025220918653,0.307,7.42e-05
11.700000000000001,0.54955050971648,0.3106834779431666,0.31853645598167124,0.007852978038504654,0.307,7.42e-05
