source,E_MeV,spectrum_per_MeV,flux_cm2_s,flux_per_MeV_cm2_s
17F,0.4002,0.3590200759169492,3260000.0,1170405.4474892544
17F,0.40368,0.36386007694039646,3260000.0,1186183.8508256925
17F,0.40716,0.36870007796384374,3260000.0,1201962.2541621306
17F,0.41064,0.37354007898729097,3260000.0,1217740.6574985685
17F,0.41412,0.37840008001496733,3260000.0,1233584.2608487934
17F,0.4176,0.38325008104052916,3260000.0,1249395.264192125
17F,0.42108,0.3881200820703201,3260000.0,1265271.4675492435
17F,0.42456,0.392990083100111,3260000.0,1281147.670906362
17F,0.42804,0.397860084129902,3260000.0,1297023.8742634805
17F,0.43152,0.4027400851618074,3260000.0,1312932.6776274922
17F,0.435,0.4076200861937129,3260000.0,1328841.4809915042
17F,0.43848,0.41250008722561843,3260000.0,1344750.284355516
17F,0.44196,0.4173900882596385,3260000.0,1360691.6877264215
17F,0.44544,0.42227008929154397,3260000.0,1376600.4910904334
17F,0.44892,0.42716009032556407,3260000.0,1392541.8944613389
17F,0.4524,0.4320500913595841,3260000.0,1408483.2978322443
17F,0.45588,0.4369400923936042,3260000.0,1424424.7012031497
17F,0.45936,0.44183009342762425,3260000.0,1440366.104574055
17F,0.46284,0.44672009446164435,3260000.0,1456307.5079449606
17F,0.46632,0.4516100954956644,3260000.0,1472248.9113158658
17F,0.4698,0.45650009652968443,3260000.0,1488190.3146867712
17F,0.47328,0.46138009756158993,3260000.0,1504099.1180507832
17F,0.47676,0.46626009859349543,3260000.0,1520007.921414795
17F,0.48024,0.47114009962540093,3260000.0,1535916.724778807
17F,0.48372,0.47602010065730643,3260000.0,1551825.528142819
17F,0.4872,0.48089010168709734,3260000.0,1567701.7314999374
17F,0.49068,0.48576010271688835,3260000.0,1583577.934857056
17F,0.49416,0.49063010374667926,3260000.0,1599454.1382141744
17F,0.49764,0.4954901047743556,3260000.0,1615297.7415643993
17F,0.50112,0.5003401057999174,3260000.0,1631108.7449077307
17F,0.5046,0.5051901068254793,3260000.0,1646919.7482510624
17F,0.50808,0.5100301078489264,3260000.0,1662698.1515875002
17F,0.51156,0.5148701088723738,3260000.0,1678476.5549239386
17F,0.51504,0.5196901098915919,3260000.0,1694189.7582465897
17F,0.51852,0.52451011091081,3260000.0,1709902.9615692405
17F,0.522,0.5293301119300281,3260000.0,1725616.1648918916
17F,0.52548,0.5341301129450172,3260000.0,1741264.1682007562
17F,0.52896,0.5389301139600062,3260000.0,1756912.1715096203
17F,0.53244,0.5437101149707662,3260000.0,1772494.9748046976
17F,0.53592,0.548490115981526,3260000.0,1788077.7780997746
17F,0.5394,0.5532501169880568,3260000.0,1803595.3813810651
17F,0.54288,0.5580101179945876,3260000.0,1819112.9846623554
17F,0.54636,0.5627501189968892,3260000.0,1834565.3879298589
17F,0.54984,0.5674901199991909,3260000.0,1850017.7911973621
17F,0.55332,0.5722101209972633,3260000.0,1865404.9944510784
17F,0.5568,0.5769201219932213,3260000.0,1880759.5976979013
17F,0.56028,0.5816101229849502,3260000.0,1896049.0009309377
17F,0.56376,0.5863001239766791,3260000.0,1911338.4041639739
17F,0.56724,0.5909701249641788,3260000.0,1926562.6073832228
17F,0.57072,0.5956201259474494,3260000.0,1941721.6105886851
17F,0.5742,0.6002701269307199,3260000.0,1956880.6137941468
17F,0.57768,0.604890127907647,3260000.0,1971941.816978929
17F,0.58116,0.6095101288845738,3260000.0,1987003.0201637105
17F,0.58464,0.614100129855157,3260000.0,2001966.423327812
17F,0.58812,0.6186901308257403,3260000.0,2016929.8264919135
17F,0.5916,0.6232501317899799,3260000.0,2031795.4296353345
17F,0.59508,0.6278001327521049,3260000.0,2046628.432771862
17F,0.59856,0.6323401337121154,3260000.0,2061428.8359014962
17F,0.60204,0.6368501346657821,3260000.0,2076131.4390104497
17F,0.60552,0.6413501356173342,3260000.0,2090801.4421125096
17F,0.609,0.6458301365646574,3260000.0,2105406.245200783
17F,0.61248,0.6502901375077513,3260000.0,2119945.8482752694
17F,0.61596,0.6547401384487307,3260000.0,2134452.851342862
17F,0.61944,0.6591601393833665,3260000.0,2148862.054389775
17F,0.62292,0.6635701403158876,3260000.0,2163238.6574297934
17F,0.6264,0.6679501412420651,3260000.0,2177517.460449132
17F,0.62988,0.672320142166128,3260000.0,2191763.663461577
17F,0.63336,0.6766701430859619,3260000.0,2205944.6664602356
17F,0.63684,0.6809901439994519,3260000.0,2220027.8694382133
17F,0.64032,0.6852901449087129,3260000.0,2234045.872402404
17F,0.6438,0.6895801458158594,3260000.0,2248031.2753597014
17F,0.64728,0.693840146716662,3260000.0,2261918.8782963185
17F,0.65076,0.6980801476132358,3260000.0,2275741.2812191485
17F,0.65424,0.7022901485034656,3260000.0,2289465.884121298
17F,0.65772,0.7064901493915811,3260000.0,2303157.8870165544
17F,0.6612,0.7106601502733527,3260000.0,2316752.0898911296
17F,0.66468,0.7148001511487808,3260000.0,2330248.4927450255
17F,0.66816,0.7189301520220942,3260000.0,2343712.2955920273
17F,0.67164,0.723030152889064,3260000.0,2357078.2984183487
17F,0.67512,0.7271001537496901,3260000.0,2370346.5012239898
17F,0.6786,0.7311501546060871,3260000.0,2383549.504015844
17F,0.68208,0.7351801554582549,3260000.0,2396687.306793911
17F,0.68556,0.7391801563040791,3260000.0,2409727.3095512977
17F,0.68904,0.7431601571456743,3260000.0,2422702.1122948984
17F,0.69252,0.747100157978811,3260000.0,2435546.515010924
17F,0.696,0.7510301588098333,3260000.0,2448358.3177200565
17F,0.69948,0.7549201596323973,3260000.0,2461039.7204016154
17F,0.70296,0.7587901604507322,3260000.0,2473655.923069387
17F,0.70644,0.7626301612627234,3260000.0,2486174.3257164783
17F,0.70992,0.7664501620704854,3260000.0,2498627.5283497823
17F,0.7134,0.770240162871904,3260000.0,2510982.930962407
17F,0.71688,0.7740001636669787,3260000.0,2523240.5335543505
17F,0.72036,0.7777301644557097,3260000.0,2535400.3361256137
17F,0.72384,0.781430165238097,3260000.0,2547462.3386761965
17F,0.72732,0.7851001660141408,3260000.0,2559426.541206099
17F,0.7308,0.7887501667859552,3260000.0,2571325.543722214
17F,0.73428,0.7923601675493116,3260000.0,2583094.1462107557
17F,0.73776,0.7959501683084389,3260000.0,2594797.5486855106
17F,0.74124,0.7995001690591078,3260000.0,2606370.5511326916
17F,0.74472,0.8030301698055476,3260000.0,2617878.3535660855
17F,0.7482,0.8065201705435292,3260000.0,2629255.7559719053
17F,0.75168,0.8099901712772817,3260000.0,2640567.958363938
17F,0.75516,0.813420172002576,3260000.0,2651749.760728398
17F,0.75864,0.8168201727215265,3260000.0,2662833.7630721764
17F,0.76212,0.8201901734341334,3260000.0,2673819.9653952746
17F,0.7656,0.8235301741403965,3260000.0,2684708.3676976925
17F,0.76908,0.826840174840316,3260000.0,2695498.96997943
17F,0.77256,0.8301101755317774,3260000.0,2706159.172233594
17F,0.77604,0.8333501762168949,3260000.0,2716721.5744670774
17F,0.77952,0.8365601768956688,3260000.0,2727186.17667988
17F,0.783,0.839740177568099,3260000.0,2737552.978872003
17F,0.78648,0.842880178232071,3260000.0,2747789.381036551
17F,0.78996,0.8459901788896993,3260000.0,2757927.9831804195
17F,0.79344,0.8490601795388694,3260000.0,2767936.1852967143
17F,0.79692,0.8521101801838104,3260000.0,2777879.1873992216
17F,0.8004,0.8551101808181785,3260000.0,2787659.189467262
17F,0.80388,0.8580801814462028,3260000.0,2797341.391514621
17F,0.80736,0.8610201820678837,3260000.0,2806925.7935413006
17F,0.81084,0.8639201826811062,3260000.0,2816379.795540406
17F,0.81432,0.866790183287985,3260000.0,2825735.997518831
17F,0.8178,0.8696201838864056,3260000.0,2834961.7994696824
17F,0.82128,0.8724201844784826,3260000.0,2844089.801399853
17F,0.82476,0.8751801850621012,3260000.0,2853087.4033024497
17F,0.82824,0.8779001856372617,3260000.0,2861954.6051774733
17F,0.83172,0.8805901862060784,3260000.0,2870724.0070318156
17F,0.8352,0.883240186766437,3260000.0,2879363.008858585
17F,0.83868,0.8858601873204518,3260000.0,2887904.210664673
17F,0.84216,0.8884401878660084,3260000.0,2896315.0124431876
17F,0.84564,0.8909801884031068,3260000.0,2904595.414194128
17F,0.84912,0.893480188931747,3260000.0,2912745.4159174953
17F,0.8526,0.8959501894540434,3260000.0,2920797.6176201813
17F,0.85608,0.8983801899678815,3260000.0,2928719.4192952937
17F,0.85956,0.9007701904732613,3260000.0,2936510.820942832
17F,0.86304,0.9031201909701831,3260000.0,2944171.822562797
17F,0.86652,0.9054401914607612,3260000.0,2951735.0241620815
17F,0.87,0.9077101919407664,3260000.0,2959135.2257268983
17F,0.87348,0.909950192414428,3260000.0,2966437.627271035
17F,0.87696,0.9121501928796313,3260000.0,2973609.628787598
17F,0.88044,0.9143101933363762,3260000.0,2980651.2302765865
17F,0.88392,0.9164301937846631,3260000.0,2987562.4317380018
17F,0.8874,0.9185101942244918,3260000.0,2994343.233171843
17F,0.89088,0.920550194655862,3260000.0,3000993.63457811
17F,0.89436,0.9225501950787741,3260000.0,3007513.635956804
17F,0.89784,0.924510195493228,3260000.0,3013903.2373079234
17F,0.90132,0.9264401959013382,3260000.0,3020195.0386383627
17F,0.9048,0.9283201962988755,3260000.0,3026323.839934334
17F,0.90828,0.9301601966879546,3260000.0,3032322.241202732
17F,0.91176,0.9319601970685755,3260000.0,3038190.242443556
17F,0.91524,0.9337201974407381,3260000.0,3043927.8436568063
17F,0.91872,0.9354401978044425,3260000.0,3049535.0448424825
17F,0.9222,0.9371201981596886,3260000.0,3055011.846000585
17F,0.92568,0.938750198504362,3260000.0,3060325.64712422
17F,0.92916,0.9403501988426917,3260000.0,3065541.6482271748
17F,0.93264,0.9419001991704485,3260000.0,3070594.649295662
17F,0.93612,0.9434201994918617,3260000.0,3075549.850343469
17F,0.9396,0.9448901998027022,3260000.0,3080342.051356809
17F,0.94308,0.9463202001050843,3260000.0,3085003.852342575
17F,0.94656,0.9477002003968936,3260000.0,3089502.653293873
17F,0.95004,0.9490502006823592,3260000.0,3093903.654224491
17F,0.95352,0.9503502009572522,3260000.0,3098141.6551206424
17F,0.957,0.9516102012236867,3260000.0,3102249.2559892186
17F,0.96048,0.9528302014816631,3260000.0,3106226.4568302217
17F,0.96396,0.9540002017290666,3260000.0,3110040.657636757
17F,0.96744,0.9551402019701266,3260000.0,3113757.058422613
17F,0.97092,0.9562302022006137,3260000.0,3117310.4591740007
17F,0.9744,0.957270202420528,3260000.0,3120700.859890921
17F,0.97788,0.9582702026319839,3260000.0,3123960.8605802674
17F,0.98136,0.9592402028370963,3260000.0,3127123.061248934
17F,0.98484,0.9601502030295214,3260000.0,3130089.66187624
17F,0.98832,0.9610302032156027,3260000.0,3132958.462482865
17F,0.9918,0.9618602033911112,3260000.0,3135664.263055023
17F,0.99528,0.962640203556047,3260000.0,3138207.063592713
17F,0.99876,0.9633802037125244,3260000.0,3140619.46410283
17F,1.0022,0.9640802038605437,3260000.0,3142901.4645853727
17F,1.0057,0.9647402040001046,3260000.0,3145053.065040341
17F,1.0092,0.9653502041290929,3260000.0,3147041.6654608427
17F,1.0127,0.9659102042475083,3260000.0,3148867.265846877
17F,1.0162,0.9664302043574653,3260000.0,3150562.466205337
17F,1.0196,0.9669102044589643,3260000.0,3152127.2665362232
17F,1.0231,0.9673402045498903,3260000.0,3153529.0668326425
17F,1.0266,0.9677302046323581,3260000.0,3154800.467101488
17F,1.0301,0.9680802047063679,3260000.0,3155941.4673427595
17F,1.0336,0.96837020476769,3260000.0,3156886.867542669
17F,1.037,0.9686302048226686,3260000.0,3157734.4677218995
17F,1.0405,0.9688402048670745,3260000.0,3158419.0678666625
17F,1.044,0.9690002049009073,3260000.0,3158940.6679769577
17F,1.0475,0.969120204926282,3260000.0,3159331.8680596794
17F,1.051,0.9692002049431985,3260000.0,3159592.668114827
17F,1.0544,0.9692202049474277,3260000.0,3159657.868128614
17F,1.0579,0.9692102049453132,3260000.0,3159625.2681217208
17F,1.0614,0.9691502049326257,3260000.0,3159429.6680803597
17F,1.0649,0.9690402049093656,3260000.0,3159071.068004532
17F,1.0684,0.9688902048776472,3260000.0,3158582.06790113
17F,1.0718,0.9686902048353561,3260000.0,3157930.0677632606
17F,1.0753,0.9684502047846065,3260000.0,3157147.6675978173
17F,1.0788,0.9681602047232843,3260000.0,3156202.267397907
17F,1.0823,0.9678202046513893,3260000.0,3155093.867163529
17F,1.0858,0.9674402045710359,3260000.0,3153855.0669015767
17F,1.0892,0.9670202044822244,3260000.0,3152485.8666120516
17F,1.0927,0.9665502043828401,3260000.0,3150953.6662880587
17F,1.0962,0.966030204272883,3260000.0,3149258.4659295985
17F,1.0997,0.9654702041544676,3260000.0,3147432.8655435643
17F,1.1032,0.9648602040254793,3260000.0,3145444.2651230628
17F,1.1066,0.9642002038859183,3260000.0,3143292.664668094
17F,1.1101,0.9635002037378991,3260000.0,3141010.664185551
17F,1.1136,0.9627502035793071,3260000.0,3138565.6636685412
17F,1.1171,0.9619602034122569,3260000.0,3135990.2631239574
17F,1.1206,0.9611202032346338,3260000.0,3133251.862544906
17F,1.124,0.9602402030485524,3260000.0,3130383.0619382807
17F,1.1275,0.9593002028497838,3260000.0,3127318.661290295
17F,1.131,0.9583302026446714,3260000.0,3124156.460621629
17F,1.1345,0.9573002024268716,3260000.0,3120798.6599116013
17F,1.138,0.9562302022006137,3260000.0,3117310.4591740007
17F,1.1414,0.9551202019658974,3260000.0,3113691.8584088255
17F,1.1449,0.9539602017206085,3260000.0,3109910.2576091834
17F,1.1484,0.9527502014647466,3260000.0,3105965.656775074
17F,1.1519,0.951490201198312,3260000.0,3101858.055906497
17F,1.1554,0.9501902009234191,3260000.0,3097620.055010346
17F,1.1588,0.9488402006379535,3260000.0,3093219.054079728
17F,1.1623,0.9474502003440296,3260000.0,3088687.6531215366
17F,1.1658,0.946010200039533,3260000.0,3083993.252128877
17F,1.1693,0.9445201997244634,3260000.0,3079135.851101751
17F,1.1728,0.9429901994009356,3260000.0,3074148.05004705
17F,1.1762,0.9414101990668351,3260000.0,3068997.2489578826
17F,1.1797,0.9397901987242763,3260000.0,3063716.0478411405
17F,1.1832,0.9381201983711447,3260000.0,3058271.8466899316
17F,1.1867,0.9364001980074403,3260000.0,3052664.6455042553
17F,1.1902,0.9346401976352777,3260000.0,3046927.0442910055
17F,1.1936,0.9328301972525422,3260000.0,3041026.443043288
17F,1.1971,0.930970196859234,3260000.0,3034962.841761103
17F,1.2006,0.9290701964574675,3260000.0,3028768.840451344
17F,1.2041,0.9271201960451283,3260000.0,3022411.839107118
17F,1.2076,0.9251301956243307,3260000.0,3015924.437735318
17F,1.211,0.9230901951929603,3260000.0,3009274.0363290505
17F,1.2145,0.9210001947510172,3260000.0,3002460.634888316
17F,1.218,0.9188601942985013,3260000.0,2995484.233413114
17F,1.2215,0.9166901938396417,3260000.0,2988410.031917232
17F,1.225,0.9144601933680947,3260000.0,2981140.230379989
17F,1.2284,0.9121901928880894,3260000.0,2973740.0288151717
17F,1.2319,0.9098701923975114,3260000.0,2966176.827215887
17F,1.2354,0.9075101918984753,3260000.0,2958483.2255890295
17F,1.2389,0.9051001913888661,3260000.0,2950626.6239277036
17F,1.2424,0.9026401908686842,3260000.0,2942607.0222319104
17F,1.2458,0.9001401903400442,3260000.0,2934457.020508544
17F,1.2493,0.8976001898029458,3260000.0,2926176.618757603
17F,1.2528,0.89500018925316,3260000.0,2917700.616965302
17F,1.2563,0.8923701886970307,3260000.0,2909126.81515232
17F,1.2598,0.8896801881282139,3260000.0,2900357.4132979773
17F,1.2632,0.8869501875509389,3260000.0,2891457.611416061
17F,1.2667,0.8841801869652056,3260000.0,2882427.40950657
17F,1.2702,0.881350186366785,3260000.0,2873201.607555719
17F,1.2737,0.8784901857620208,3260000.0,2863878.005584188
17F,1.2772,0.8755701851445691,3260000.0,2854358.803571295
17F,1.2806,0.8726201845207737,3260000.0,2844741.8015377223
17F,1.2841,0.8696101838842911,3260000.0,2834929.199462789
17F,1.2876,0.8665601832393501,3260000.0,2824986.1973602814
17F,1.2911,0.8634701825859509,3260000.0,2814912.7952302
17F,1.2946,0.8603301819219791,3260000.0,2804676.393065652
17F,1.298,0.8571501812495488,3260000.0,2794309.590873529
17F,1.3015,0.8539201805665457,3260000.0,2783779.788646939
17F,1.305,0.8506401798729699,3260000.0,2773086.986385882
17F,1.3085,0.8473201791709358,3260000.0,2762263.784097251
17F,1.312,0.8439601784604436,3260000.0,2751310.181781046
17F,1.3154,0.8405501777393785,3260000.0,2740193.579430374
17F,1.3189,0.8370901770077405,3260000.0,2728913.977045234
17F,1.3224,0.8335901762676444,3260000.0,2717503.9746325207
17F,1.3259,0.8300501755190899,3260000.0,2705963.572192233
17F,1.3294,0.8264601747599627,3260000.0,2694260.1697174786
17F,1.3328,0.8228201739902627,3260000.0,2682393.7672082568
17F,1.3363,0.8191401732121045,3260000.0,2670396.964671461
17F,1.3398,0.815420172425488,3260000.0,2658269.762107091
17F,1.3433,0.8116501716282987,3260000.0,2645979.559508254
17F,1.3468,0.8078401708226512,3260000.0,2633558.956881843
17F,1.3502,0.8039801700064308,3260000.0,2620975.3542209645
17F,1.3537,0.8000801691817523,3260000.0,2608261.3515325123
17F,1.3572,0.796130168346501,3260000.0,2595384.3488095934
17F,1.3607,0.7921401675027913,3260000.0,2582376.9460590994
17F,1.3642,0.7881101666506234,3260000.0,2569239.1432810323
17F,1.3676,0.7840301657878828,3260000.0,2555938.340468498
17F,1.3711,0.7799101649166839,3260000.0,2542507.1376283895
17F,1.3746,0.7757401640349122,3260000.0,2528912.934753814
17F,1.3781,0.7715301631446823,3260000.0,2515188.331851664
17F,1.3816,0.7672701622438794,3260000.0,2501300.728915047
17F,1.385,0.7629701613346185,3260000.0,2487282.725950856
17F,1.3885,0.7586301604168992,3260000.0,2473134.3229590915
17F,1.392,0.7542401594886072,3260000.0,2458822.9199328595
17F,1.3955,0.7498101585518568,3260000.0,2444381.1168790534
17F,1.399,0.7453401576066484,3260000.0,2429808.913797674
17F,1.4024,0.7408201566508671,3260000.0,2415073.710681827
17F,1.4059,0.7362601556866275,3260000.0,2400208.107538406
17F,1.4094,0.7316501547118152,3260000.0,2385179.5043605175
17F,1.4129,0.7270001537285445,3260000.0,2370020.501155055
17F,1.4164,0.7223101527368156,3260000.0,2354731.097922019
17F,1.4198,0.7175701517345141,3260000.0,2339278.694654516
17F,1.4233,0.7127901507237542,3260000.0,2323695.8913594387
17F,1.4268,0.707970149704536,3260000.0,2307982.6880367873
17F,1.4303,0.703100148674745,3260000.0,2292106.4846796687
17F,1.4338,0.6981901476364959,3260000.0,2276099.8812949765
17F,1.4372,0.6932301465876739,3260000.0,2259930.277875817
17F,1.4407,0.6882401455325082,3260000.0,2243662.8744359766
17F,1.4442,0.6831901444646552,3260000.0,2227199.870954776
17F,1.4477,0.6781101433904585,3260000.0,2210639.0674528945
17F,1.4512,0.672980142305689,3260000.0,2193915.2639165465
17F,1.4546,0.6678101412124613,3260000.0,2177061.060352624
17F,1.4581,0.6625901401086607,3260000.0,2160043.856754234
17F,1.4616,0.6573301389964019,3260000.0,2142896.25312827
17F,1.4651,0.6520201378735704,3260000.0,2125585.6494678394
17F,1.4686,0.6466801367443951,3260000.0,2108177.245786728
17F,1.472,0.6412801356025324,3260000.0,2090573.2420642555
17F,1.4755,0.635850134454326,3260000.0,2072871.4383211029
17F,1.479,0.6303701332955469,3260000.0,2055006.634543483
17F,1.4825,0.6248401321261949,3260000.0,2036978.8307313954
17F,1.486,0.6192801309504995,3260000.0,2018853.2268986283
17F,1.4894,0.6136601297621164,3260000.0,2000532.0230244994
17F,1.4929,0.6080001285652752,3260000.0,1982080.4191227972
17F,1.4964,0.6023001273599757,3260000.0,1963498.415193521
17F,1.4999,0.5965501261441035,3260000.0,1944753.4112297774
17F,1.5034,0.5907601249197729,3260000.0,1925878.0072384598
17F,1.5068,0.5849201236848697,3260000.0,1906839.603212675
17F,1.5103,0.5790401224415082,3260000.0,1887670.7991593166
17F,1.5138,0.5731101211875739,3260000.0,1868338.9950714908
17F,1.5173,0.5671401199251812,3260000.0,1848876.7909560907
17F,1.5208,0.5611201186522158,3260000.0,1829251.5868062235
17F,1.5242,0.5550501173686777,3260000.0,1809463.3826218892
17F,1.5277,0.5489401160766811,3260000.0,1789544.7784099805
17F,1.5312,0.542780114774112,3260000.0,1769463.1741636053
17F,1.5347,0.5365701134609699,3260000.0,1749218.569882762
17F,1.5382,0.5303101121372551,3260000.0,1728810.9655674517
17F,1.5416,0.524010110805082,3260000.0,1708272.9612245671
17F,1.5451,0.5176501094602216,3260000.0,1687539.3568403225
17F,1.5486,0.5112501081069029,3260000.0,1666675.3524285033
17F,1.5521,0.5048001067430115,3260000.0,1645648.3479822173
17F,1.5556,0.49829010536643253,3260000.0,1624425.74349457
17F,1.559,0.49174010398139545,3260000.0,1603072.7389793491
17F,1.5625,0.485130102583671,3260000.0,1581524.1344227674
17F,1.566,0.4784801011774883,3260000.0,1559845.129838612
17F,1.5695,0.4717600997565037,3260000.0,1537937.925206202
17F,1.573,0.46500009832706085,3260000.0,1515900.3205462184
17F,1.5764,0.45818009688493055,3260000.0,1493667.1158448737
17F,1.5799,0.45130009543011296,3260000.0,1471238.3111021682
17F,1.5834,0.4443700939647226,3260000.0,1448646.5063249958
17F,1.5869,0.43738009248664483,3260000.0,1425859.101506462
17F,1.5904,0.4303300909958797,3260000.0,1402876.0966465678
17F,1.5938,0.42322008949242723,3260000.0,1379697.4917453127
17F,1.5973,0.4160500879762874,3260000.0,1356323.286802697
17F,1.6008,0.4088200864474602,3260000.0,1332753.4818187202
17F,1.6043,0.40152008490383106,3260000.0,1308955.4767864894
17F,1.6078,0.3941500833454,3260000.0,1284929.2717060042
17F,1.6112,0.3867100817721671,3260000.0,1260674.8665772646
17F,1.6147,0.37921008018624675,3260000.0,1236224.8614071645
17F,1.6182,0.3716300785834099,3260000.0,1211514.0561819163
17F,1.6217,0.36398007696577117,3260000.0,1186575.050908414
17F,1.6252,0.35625007533121594,3260000.0,1161375.245579764
17F,1.6286,0.3484300736776297,3260000.0,1135882.0401890727
17F,1.6321,0.34054007200924147,3260000.0,1110160.634750127
17F,1.6356,0.3325600703218223,3260000.0,1084145.8292491406
17F,1.6391,0.3244800686132574,3260000.0,1057805.0236792192
17F,1.6426,0.3163100668856615,3260000.0,1031170.8180472564
17F,1.646,0.3080500651390346,3260000.0,1004243.2123532528
17F,1.6495,0.29967006336703295,3260000.0,976924.4065765274
17F,1.653,0.29119006157388566,3260000.0,949279.6007308672
17F,1.6565,0.2825900597553637,3260000.0,921243.5948024858
17F,1.66,0.27387005791146696,3260000.0,892816.3887913823
17F,1.6634,0.26502005604008094,3260000.0,863965.3826906639
17F,1.6669,0.2560400541412057,3260000.0,834690.5765003305
17F,1.6704,0.24690005220849745,3260000.0,804894.1701997017
17F,1.6739,0.23761005024407078,3260000.0,774608.7637956707
17F,1.6774,0.22814004824158207,3260000.0,743736.5572675576
17F,1.6808,0.2184900462010312,3260000.0,712277.5506153618
17F,1.6843,0.20864004411818918,3260000.0,680166.5438252967
17F,1.6878,0.19858004199094137,3260000.0,647370.9368904688
17F,1.6913,0.1882800398129441,3260000.0,613792.9297901978
17F,1.6948,0.17771003757785372,3260000.0,579334.7225038031
17F,1.6982,0.16686003528355564,3260000.0,543963.7150243914
17F,1.7017,0.15568003291947707,3260000.0,507516.90731749526
17F,1.7052,0.14413003047715975,3260000.0,469863.8993555408
17F,1.7087,0.13217002794814545,3260000.0,430874.29111095413
17F,1.7122,0.1197400253197468,3260000.0,390352.4825423746
17F,1.7156,0.10675002257293277,3260000.0,348005.07358776085
17F,1.7191,0.09311701969015253,3260000.0,303561.48418989725
17F,1.7226,0.07871601664497402,3260000.0,256614.2142626153
17F,1.7261,0.06339101340441014,3260000.0,206654.70369837707
17F,1.7296,0.04695800992955295,3260000.0,153083.11237034263
17F,1.733,0.029276006190587168,3260000.0,95439.78018131417
17F,1.7365,0.010856002295566821,3260000.0,35390.567483547835
17F,1.74,0.0,3260000.0,0.0
8B,0.0545128228866549,0.0,4500000.0,0.0
8B,0.2956636855223322,0.0016088560142045948,4500000.0,7239.852063920677
8B,0.503118928315778,0.0038185463697286096,4500000.0,17183.458663778743
8B,0.7190106165535435,0.007070451801450492,4500000.0,31817.033106527215
8B,0.934902304791309,0.011266479769376742,4500000.0,50699.15896219534
8B,1.1507939930290745,0.016202152843051734,4500000.0,72909.6877937328
8B,1.36668568126684,0.021662735346612966,4500000.0,97482.30905975835
8B,1.5727641109483437,0.027304797811006015,4500000.0,122871.59014952707
8B,1.7690292820735845,0.032944621935770614,4500000.0,148250.79871096776
8B,1.965294453198826,0.03876816436099537,4500000.0,174456.73962447917
8B,2.1517463657678046,0.0446064352160426,4500000.0,200728.9584721917
8B,2.338198278336785,0.050284317078624616,4500000.0,226279.42685381076
8B,2.5246501909057644,0.05617799504015981,4500000.0,252800.97768071914
8B,2.701288844918481,0.06165772539711032,4500000.0,277459.76428699645
8B,2.8877407574874603,0.0675193255601525,4500000.0,303836.9650206863
8B,3.0840059286127017,0.0733691134568716,4500000.0,330161.01055592217
8B,3.280271099737943,0.07927139229657926,4500000.0,356721.26533460664
8B,3.4765362708631846,0.0849374618928382,4500000.0,382218.5785177719
8B,3.682614700544688,0.09062962934826582,4500000.0,407833.3320671962
8B,3.8985063887824536,0.09628108800814932,4500000.0,433264.89603667194
8B,4.114398077020219,0.1015746538749285,4500000.0,457085.9424371783
8B,4.330289765257984,0.10653418646814385,4500000.0,479403.8391066473
8B,4.546181453495749,0.1110881072291744,4500000.0,499896.4825312848
8B,4.762073141733515,0.11523641615802008,4500000.0,518563.8727110904
8B,4.97796482997128,0.11893139421560033,4500000.0,535191.2739702015
8B,5.193856518209046,0.12222076044099581,4500000.0,549993.4219844812
8B,5.409748206446811,0.12491363867788423,4500000.0,562111.374050479
8B,5.625639894684577,0.12717704556304765,4500000.0,572296.7050337144
8B,5.841531582922342,0.1288916834987845,4500000.0,580012.5757445302
8B,6.057423271160108,0.13022456912187672,4500000.0,586010.5610484452
8B,6.273314959397873,0.13096096675646202,4500000.0,589324.3504040791
8B,6.489206647635638,0.13126789303932215,4500000.0,590705.5186769497
8B,6.705098335873404,0.13107376941183632,4500000.0,589831.9623532634
8B,6.920990024111169,0.13035473635446435,4500000.0,586596.3135950896
8B,7.136881712348935,0.129182372425827,4500000.0,581320.6759162215
8B,7.3527734005867,0.12760439666500473,4500000.0,574219.7849925213
8B,7.568665088824466,0.12554923051337696,4500000.0,564971.5373101963
8B,7.784556777062231,0.12304073349048368,4500000.0,553683.3007071766
8B,8.000448465299998,0.12012662463540572,4500000.0,540569.8108593257
8B,8.216340153537763,0.11683076346768309,4500000.0,525738.4356045739
8B,8.432231841775529,0.11329630710455774,4500000.0,509833.3819705098
8B,8.648123530013294,0.10935623890924753,4500000.0,492103.0750916139
8B,8.86401521825106,0.10505827792083311,4500000.0,472762.25064374896
8B,9.079906906488825,0.10056944077609642,4500000.0,452562.4834924339
8B,9.295798594726593,0.09577042987733608,4500000.0,430966.9344480124
8B,9.511690282964356,0.09080440234179372,4500000.0,408619.8105380718
8B,9.727581971202122,0.08564749864992909,4500000.0,385413.74392468086
8B,9.943473659439888,0.08037129736036308,4500000.0,361670.83812163386
8B,10.159365347677651,0.07490421991447481,4500000.0,337068.98961513664
8B,10.375257035915418,0.06946100198812677,4500000.0,312574.50894657045
8B,10.591148724153182,0.06392234598361761,4500000.0,287650.55692627927
8B,10.807040412390949,0.058479128057269666,4500000.0,263156.0762577135
8B,11.022932100628712,0.0530120506113813,4500000.0,238554.22775121583
8B,11.23882378886648,0.04761655172411393,4500000.0,214274.4827585127
