source,E_MeV,spectrum_per_MeV,flux_cm2_s,flux_per_MeV_cm2_s
15O,0.56463,0.5915699713630963,144000000.0,85186075.87628587
15O,0.5681,0.5962399711370294,144000000.0,85858555.84373224
15O,0.57156,0.6008899709119309,144000000.0,86528155.81131804
15O,0.57502,0.6055299706873163,144000000.0,87196315.77897355
15O,0.57849,0.6101499704636698,144000000.0,87861595.74676846
15O,0.58195,0.6147599702405075,144000000.0,88525435.71463309
15O,0.58542,0.6193499700183134,144000000.0,89186395.68263713
15O,0.58888,0.6239299697966033,144000000.0,89845915.65071088
15O,0.59234,0.6284899695758615,144000000.0,90502555.61892405
15O,0.59581,0.6330299693560877,144000000.0,91156315.58727662
15O,0.59927,0.6375599691367981,144000000.0,91808635.55569893
15O,0.60274,0.6420699689184767,144000000.0,92458075.52426064
15O,0.6062,0.6465599687011233,144000000.0,93104635.49296175
15O,0.60966,0.6510299684847382,144000000.0,93748315.46180229
15O,0.61313,0.6554899682688371,144000000.0,94390555.43071254
15O,0.61659,0.6599199680543882,144000000.0,95028475.3998319
15O,0.62006,0.6643399678404236,144000000.0,95664955.369021
15O,0.62352,0.6687399676274269,144000000.0,96298555.33834948
15O,0.62698,0.6731099674158827,144000000.0,96927835.3078871
15O,0.63045,0.6774699672048224,144000000.0,97555675.27749443
15O,0.63391,0.6818099669947304,144000000.0,98180635.24724118
15O,0.63738,0.6861199667860906,144000000.0,98801275.21719705
15O,0.64084,0.6904199665779349,144000000.0,99420475.18722263
15O,0.6443,0.6946899663712314,144000000.0,100035355.15745732
15O,0.64777,0.698939966165496,144000000.0,100647355.12783143
15O,0.65123,0.7031699659607289,144000000.0,101256475.09834497
15O,0.6547,0.7073699657574141,144000000.0,101861275.06906763
15O,0.65816,0.7115599655545831,144000000.0,102464635.03985997
15O,0.66162,0.7157199653532046,144000000.0,103063675.01086146
15O,0.66509,0.7198499651532783,144000000.0,103658394.98207207
15O,0.66855,0.7239599649543201,144000000.0,104250234.9534221
15O,0.67202,0.7280499647563301,144000000.0,104839194.92491153
15O,0.67548,0.7321199645593083,144000000.0,105425274.89654039
15O,0.67894,0.7361499643642228,144000000.0,106005594.86844808
15O,0.68241,0.7401699641696214,144000000.0,106584474.84042549
15O,0.68587,0.7441499639769563,144000000.0,107157594.8126817
15O,0.68934,0.7481199637847754,144000000.0,107729274.78500766
15O,0.6928,0.7520499635945307,144000000.0,108295194.75761242
15O,0.69626,0.7559599634052542,144000000.0,108858234.7303566
15O,0.69973,0.75983996321743,144000000.0,109416954.70330991
15O,0.70319,0.763699963030574,144000000.0,109972794.67640266
15O,0.70666,0.7675299628451702,144000000.0,110524314.6497045
15O,0.71012,0.7713299626612184,144000000.0,111071514.62321545
15O,0.71358,0.7750999624787192,144000000.0,111614394.59693556
15O,0.71705,0.7788499622971881,144000000.0,112154394.57079507
15O,0.72051,0.7825599621175932,144000000.0,112688634.54493341
15O,0.72398,0.7862499619389666,144000000.0,113219994.51921119
15O,0.72744,0.7899099617617921,144000000.0,113747034.49369806
15O,0.7309,0.79353996158607,144000000.0,114269754.46839407
15O,0.73437,0.7971399614118,144000000.0,114788154.4432992
15O,0.73783,0.8007099612389824,144000000.0,115302234.41841348
15O,0.7413,0.8042499610676169,144000000.0,115811994.39373684
15O,0.74476,0.8077599608977039,144000000.0,116317434.36926936
15O,0.74822,0.8112399607292428,144000000.0,116818554.34501095
15O,0.75169,0.8146899605622342,144000000.0,117315354.32096173
15O,0.75515,0.8180999603971619,144000000.0,117806394.29719132
15O,0.75862,0.8214899602330578,144000000.0,118294554.27356032
15O,0.76208,0.8248399600708899,144000000.0,118776954.25020814
15O,0.76554,0.8281599599101742,144000000.0,119255034.22706509
15O,0.76901,0.831449959750911,144000000.0,119728794.20413117
15O,0.77247,0.8347099595930998,144000000.0,120198234.18140636
15O,0.77594,0.837929959437225,144000000.0,120661914.1589604
15O,0.7794,0.8411199592828026,144000000.0,121121274.13672358
15O,0.78286,0.8442799591298323,144000000.0,121576314.11469586
15O,0.78633,0.8474099589783143,144000000.0,122027034.09287725
15O,0.78979,0.8504999588287326,144000000.0,122471994.0713375
15O,0.79326,0.8535499586810873,144000000.0,122911194.05007657
15O,0.79672,0.85657995853441,144000000.0,123347514.02895504
15O,0.80018,0.8595599583901533,144000000.0,123776634.00818208
15O,0.80365,0.8625199582468647,144000000.0,124202873.98754852
15O,0.80711,0.8654399581055124,144000000.0,124623353.9671938
15O,0.81058,0.8683199579660965,144000000.0,125038073.9471179
15O,0.81404,0.8711699578281329,144000000.0,125448473.92725113
15O,0.8175,0.8739799576921055,144000000.0,125853113.90766318
15O,0.82097,0.8767599575575303,144000000.0,126253433.88828437
15O,0.82443,0.8794999574248916,144000000.0,126647993.86918439
15O,0.8279,0.8822099572937052,144000000.0,127038233.85029355
15O,0.83136,0.8848799571644549,144000000.0,127422713.8316815
15O,0.83482,0.8875099570371411,144000000.0,127801433.81334832
15O,0.83829,0.8900999569117636,144000000.0,128174393.79529396
15O,0.84175,0.8926599567878383,144000000.0,128543033.77744871
15O,0.84522,0.8951799566658493,144000000.0,128905913.7598823
15O,0.84868,0.8976699565453126,144000000.0,129264473.74252501
15O,0.85214,0.9001099564271964,144000000.0,129615833.72551627
15O,0.85561,0.9025199563105324,144000000.0,129962873.70871666
15O,0.85907,0.9048899561958046,144000000.0,130304153.69219586
15O,0.86254,0.9072199560830133,144000000.0,130639673.67595391
15O,0.866,0.9095199559716741,144000000.0,130970873.65992108
15O,0.86946,0.9117699558627554,144000000.0,131294873.64423679
15O,0.87293,0.913989955755289,144000000.0,131614553.6287616
15O,0.87639,0.916169955649759,144000000.0,131928473.6135653
15O,0.87986,0.9183099555461651,144000000.0,132236633.59864777
15O,0.88332,0.9204099554445077,144000000.0,132539033.5840091
15O,0.88678,0.9224699553447866,144000000.0,132835673.56964926
15O,0.89025,0.9244899552470018,144000000.0,133126553.55556826
15O,0.89371,0.9264699551511534,144000000.0,133411673.54176609
15O,0.89718,0.9284099550572412,144000000.0,133691033.52824274
15O,0.90064,0.9303099549652654,144000000.0,133964633.51499821
15O,0.9041,0.932169954875226,144000000.0,134232473.50203255
15O,0.90757,0.9339899547871229,144000000.0,134494553.4893457
15O,0.91103,0.935769954700956,144000000.0,134750873.47693768
15O,0.9145,0.9375099546167256,144000000.0,135001433.4648085
15O,0.91796,0.9392099545344315,144000000.0,135246233.45295814
15O,0.92142,0.9408599544545578,144000000.0,135483833.44145632
15O,0.92489,0.9424799543761363,144000000.0,135717113.43016362
15O,0.92835,0.9440499543001352,144000000.0,135943193.41921946
15O,0.93182,0.9455799542260706,144000000.0,136163513.40855417
15O,0.93528,0.9470799541534581,144000000.0,136379513.39809796
15O,0.93874,0.9485199540837501,144000000.0,136586873.38806
15O,0.94221,0.9499299540154944,144000000.0,136789913.3782312
15O,0.94567,0.951299953949175,144000000.0,136987193.3686812
15O,0.94914,0.9526199538852761,144000000.0,137177273.35947976
15O,0.9526,0.9538999538233134,144000000.0,137361593.35055712
15O,0.95606,0.9551399537632871,144000000.0,137540153.34191334
15O,0.95953,0.9563299537056812,144000000.0,137711513.3336181
15O,0.96299,0.9574899536495275,144000000.0,137878553.32553196
15O,0.96646,0.9585999535957943,144000000.0,138038393.31779438
15O,0.96992,0.9596699535439974,144000000.0,138192473.31033564
15O,0.97338,0.960689953494621,144000000.0,138339353.30322543
15O,0.97685,0.9616699534471809,144000000.0,138480473.29639405
15O,0.98031,0.962609953401677,144000000.0,138615833.28984147
15O,0.98378,0.9634999533585936,144000000.0,138743993.2836375
15O,0.98724,0.9643499533174466,144000000.0,138866393.27771232
15O,0.9907,0.9651599532782359,144000000.0,138983033.27206597
15O,0.99417,0.9659199532414455,144000000.0,139092473.26676816
15O,0.99763,0.9666399532065916,144000000.0,139196153.26174918
15O,1.0011,0.9673199531736738,144000000.0,139294073.25700903
15O,1.0046,0.9679499531431767,144000000.0,139384793.25261745
15O,1.008,0.9685399531146157,144000000.0,139469753.24850467
15O,1.0115,0.9690799530884753,144000000.0,139547513.24474043
15O,1.015,0.9695799530642711,144000000.0,139619513.24125504
15O,1.0184,0.9700399530420033,144000000.0,139685753.23804846
15O,1.0219,0.9704499530221559,144000000.0,139744793.23519045
15O,1.0253,0.9708099530047288,144000000.0,139796633.23268095
15O,1.0288,0.9711399529887541,144000000.0,139844153.2303806
15O,1.0323,0.9714099529756839,144000000.0,139883033.2284985
15O,1.0357,0.97163995296455,144000000.0,139916153.22689518
15O,1.0392,0.9718299529553523,144000000.0,139943513.22557074
15O,1.0427,0.9719699529485752,144000000.0,139963673.22459483
15O,1.0461,0.9720699529437344,144000000.0,139978073.22389776
15O,1.0496,0.9721199529413139,144000000.0,139985273.22354922
15O,1.0531,0.9721299529408299,144000000.0,139986713.2234795
15O,1.0565,0.9720899529427662,144000000.0,139980953.22375834
15O,1.06,0.9720099529466389,144000000.0,139969433.224316
15O,1.0634,0.971879952952932,144000000.0,139950713.2252222
15O,1.0669,0.9716999529616455,144000000.0,139924793.22647694
15O,1.0704,0.9714799529722953,144000000.0,139893113.2280105
15O,1.0738,0.9712199529848814,144000000.0,139855673.22982293
15O,1.0773,0.9709099529998881,144000000.0,139811033.2319839
15O,1.0808,0.9705499530173151,144000000.0,139759193.23449337
15O,1.0842,0.9701499530366783,144000000.0,139701593.23728168
15O,1.0877,0.9696999530584621,144000000.0,139636793.24041855
15O,1.0912,0.9692099530821822,144000000.0,139566233.24383423
15O,1.0946,0.9686699531083227,144000000.0,139488473.24759847
15O,1.0981,0.9680799531368837,144000000.0,139403513.25171125
15O,1.1016,0.9674499531673808,144000000.0,139312793.25610283
15O,1.105,0.9667799531998144,144000000.0,139216313.26077327
15O,1.1085,0.9660499532351524,144000000.0,139111193.26586196
15O,1.1119,0.9652799532724269,144000000.0,139000313.27122948
15O,1.1154,0.9644699533116377,144000000.0,138883673.27687582
15O,1.1189,0.9636099533532687,144000000.0,138759833.28287068
15O,1.1223,0.9626999533973203,144000000.0,138628793.28921413
15O,1.1258,0.9617499534433082,144000000.0,138491993.2958364
15O,1.1293,0.9607499534917164,144000000.0,138347993.30280715
15O,1.1327,0.959709953542061,144000000.0,138198233.31005678
15O,1.1362,0.9586199535948262,144000000.0,138041273.31765497
15O,1.1397,0.9574799536500116,144000000.0,137877113.32560167
15O,1.1431,0.9562999537071335,144000000.0,137707193.33382723
15O,1.1466,0.9550699537666757,144000000.0,137530073.3424013
15O,1.15,0.9537899538286383,144000000.0,137345753.3513239
15O,1.1535,0.9524699538925373,144000000.0,137155673.36052537
15O,1.157,0.9510999539588566,144000000.0,136958393.37007535
15O,1.1604,0.9496899540271124,144000000.0,136755353.37990418
15O,1.1639,0.9482299540977885,144000000.0,136545113.39008155
15O,1.1674,0.9467199541708851,144000000.0,136327673.40060744
15O,1.1708,0.9451699542459179,144000000.0,136104473.41141218
15O,1.1743,0.9435699543233712,144000000.0,135874073.42256546
15O,1.1778,0.9419199544032449,144000000.0,135636473.43406728
15O,1.1812,0.940229954485055,144000000.0,135393113.44584793
15O,1.1847,0.9384899545692855,144000000.0,135142553.45797712
15O,1.1882,0.9367099546554523,144000000.0,134886233.47038513
15O,1.1916,0.9348799547440395,144000000.0,134622713.4831417
15O,1.1951,0.9329999548350472,144000000.0,134351993.49624678
15O,1.1985,0.931079954927991,144000000.0,134075513.50963071
15O,1.202,0.9291099550233554,144000000.0,133791833.52336317
15O,1.2055,0.9270999551206561,144000000.0,133502393.53737448
15O,1.2089,0.9250399552203772,144000000.0,133205753.55173431
15O,1.2124,0.9229299553225188,144000000.0,132901913.5664427
15O,1.2159,0.9207799554265966,144000000.0,132592313.58142991
15O,1.2193,0.9185799555330948,144000000.0,132275513.59676565
15O,1.2228,0.9163399556415296,144000000.0,131952953.61238027
15O,1.2263,0.9140499557523846,144000000.0,131623193.62834337
15O,1.2297,0.91170995586566,144000000.0,131286233.64465503
15O,1.2332,0.9093299559808717,144000000.0,130943513.66124552
15O,1.2366,0.9068999560985039,144000000.0,130593593.67818457
15O,1.2401,0.9044199562185565,144000000.0,130236473.69547214
15O,1.2436,0.9018999563405455,144000000.0,129873593.71303856
15O,1.247,0.8993399564644708,144000000.0,129504953.7308838
15O,1.2505,0.8967299565908164,144000000.0,129129113.74907757
15O,1.254,0.8940699567195826,144000000.0,128746073.7676199
15O,1.2574,0.891369956850285,144000000.0,128357273.78644104
15O,1.2609,0.8886199569834078,144000000.0,127961273.80561072
15O,1.2644,0.885829957118467,144000000.0,127559513.82505925
15O,1.2678,0.8829899572559466,144000000.0,127150553.84485632
15O,1.2713,0.8800999573958467,144000000.0,126734393.86500192
15O,1.2748,0.877169957537683,144000000.0,126312473.88542636
15O,1.2782,0.8741999576814556,144000000.0,125884793.90612961
15O,1.2817,0.8711799578276487,144000000.0,125449913.92718141
15O,1.2851,0.8681099579762623,144000000.0,125007833.94858177
15O,1.2886,0.8649999581268121,144000000.0,124559993.97026093
15O,1.2921,0.8618399582797824,144000000.0,124104953.99228866
15O,1.2955,0.858639958434689,144000000.0,123644154.01459521
15O,1.299,0.8553899585920159,144000000.0,123176154.0372503
15O,1.3025,0.8520999587512793,144000000.0,122702394.06018423
15O,1.3059,0.8487599589129631,144000000.0,122221434.08346668
15O,1.3094,0.8453799590765831,144000000.0,121734714.10702798
15O,1.3129,0.8419499592426236,144000000.0,121240794.1309378
15O,1.3163,0.8384799594106005,144000000.0,120741114.15512647
15O,1.3198,0.8349699595805137,144000000.0,120235674.17959397
15O,1.3232,0.8314099597528473,144000000.0,119723034.20441
15O,1.3267,0.8277999599276012,144000000.0,119203194.22957458
15O,1.3302,0.8241499601042916,144000000.0,118677594.255018
15O,1.3336,0.8204499602834023,144000000.0,118144794.28080994
15O,1.3371,0.8167099604644494,144000000.0,117606234.30688071
15O,1.3406,0.8129299606474328,144000000.0,117061914.33323033
15O,1.344,0.8090999608328366,144000000.0,116510394.35992847
15O,1.3475,0.8052299610201767,144000000.0,115953114.38690545
15O,1.351,0.8013099612099374,144000000.0,115388634.41423097
15O,1.3544,0.7973499614016343,144000000.0,114818394.44183533
15O,1.3579,0.7933499615952675,144000000.0,114242394.46971852
15O,1.3614,0.7892999617913211,144000000.0,113659194.49795024
15O,1.3648,0.7851999619897952,144000000.0,113068794.52653052
15O,1.3683,0.7810599621902056,144000000.0,112472634.5553896
15O,1.3717,0.7768799623925524,144000000.0,111870714.58452755
15O,1.3752,0.7726599625968354,144000000.0,111263034.6139443
15O,1.3787,0.768389962803539,144000000.0,110648154.64370961
15O,1.3821,0.7640699630126628,144000000.0,110026074.67382345
15O,1.3856,0.7597199632232389,144000000.0,109399674.7041464
15O,1.3891,0.7553099634367196,144000000.0,108764634.73488763
15O,1.3925,0.7508699636516526,144000000.0,108125274.76583797
15O,1.396,0.7463799638690058,144000000.0,107478714.79713684
15O,1.3995,0.7418499640882955,144000000.0,106826394.82871455
15O,1.4029,0.7372699643100055,144000000.0,106166874.8606408
15O,1.4064,0.7326499645336519,144000000.0,105501594.89284588
15O,1.4098,0.7279899647592346,144000000.0,104830554.92532979
15O,1.4133,0.7232799649872378,144000000.0,104152314.95816225
15O,1.4168,0.7185299652171773,144000000.0,103468314.99127352
15O,1.4202,0.713739965449053,144000000.0,102778555.02466364
15O,1.4237,0.7088999656833492,144000000.0,102081595.05840228
15O,1.4272,0.7040199659195818,144000000.0,101378875.09241979
15O,1.4306,0.6990899661582348,144000000.0,100668955.12678581
15O,1.4341,0.694119966398824,144000000.0,99953275.16143066
15O,1.4376,0.6891099666413497,144000000.0,99231835.19635436
15O,1.441,0.6840599668858117,144000000.0,98504635.23155689
15O,1.4445,0.678959967132694,144000000.0,97770235.26710793
15O,1.448,0.6738199673815127,144000000.0,97030075.30293784
15O,1.4514,0.6686299676327518,144000000.0,96282715.33911626
15O,1.4549,0.6633999678859274,144000000.0,95529595.37557355
15O,1.4583,0.6581199681415233,144000000.0,94769275.41237935
15O,1.4618,0.6528099683985713,144000000.0,94004635.44939427
15O,1.4653,0.6474499686580398,144000000.0,93232795.48675774
15O,1.4687,0.6420399689199289,144000000.0,92453755.52446976
15O,1.4722,0.6365899691837541,144000000.0,91668955.56246059
15O,1.4757,0.6310999694495157,144000000.0,90878395.60073027
15O,1.4791,0.6255599697176978,144000000.0,90080635.63934848
15O,1.4826,0.6199799699878161,144000000.0,89277115.67824553
15O,1.4861,0.6143499702603549,144000000.0,88466395.7174911
15O,1.4895,0.60867997053483,144000000.0,87649915.75701553
15O,1.493,0.6029599708117257,144000000.0,86826235.7968885
15O,1.4964,0.5971999710905574,144000000.0,85996795.83704028
15O,1.4999,0.5913899713718097,144000000.0,85160155.8775406
15O,1.5034,0.5855399716549983,144000000.0,84317755.91831975
15O,1.5068,0.5796399719406075,144000000.0,83468155.95944747
15O,1.5103,0.5736999722281527,144000000.0,82612796.00085399
15O,1.5138,0.5677099725181186,144000000.0,81750236.04260908
15O,1.5172,0.5616699728105047,144000000.0,80880476.08471267
15O,1.5207,0.5555899731048273,144000000.0,80004956.12709513
15O,1.5242,0.5494599734015702,144000000.0,79122236.1698261
15O,1.5276,0.5432799737007336,144000000.0,78232316.21290563
15O,1.5311,0.5370599740018331,144000000.0,77336636.25626397
15O,1.5346,0.5307799743058375,144000000.0,76432316.30004059
15O,1.538,0.524459974611778,144000000.0,75522236.34409602
15O,1.5415,0.5180899749201389,144000000.0,74604956.38849999
15O,1.5449,0.5116699752309202,144000000.0,73680476.4332525
15O,1.5484,0.5051899755446061,144000000.0,72747356.47842328
15O,1.5519,0.4986699758602282,144000000.0,71808476.52387287
15O,1.5553,0.4920999761782708,144000000.0,70862396.56967099
15O,1.5588,0.4854699764992179,144000000.0,69907676.61588737
15O,1.5623,0.4787899768225854,144000000.0,68945756.6624523
15O,1.5657,0.47205997714837333,144000000.0,67976636.70936576
15O,1.5692,0.4652699774770658,144000000.0,66998876.75669747
15O,1.5727,0.45841997780866267,144000000.0,66012476.80444743
15O,1.5761,0.45151997814267997,144000000.0,65018876.85254592
15O,1.5796,0.4445599784796019,144000000.0,64016636.90106267
15O,1.583,0.4375499788189441,144000000.0,63007196.94992795
15O,1.5865,0.43046997916167495,144000000.0,61987676.99928119
15O,1.59,0.4233299795073103,144000000.0,60959517.04905268
15O,1.5934,0.41611997985633414,144000000.0,59921277.09931212
15O,1.5969,0.4088499802082626,144000000.0,58874397.14998981
15O,1.6004,0.40151998056309546,144000000.0,57818877.20108575
15O,1.6038,0.3941099809218011,144000000.0,56751837.25273936
15O,1.6073,0.38663998128341115,144000000.0,55676157.3048112
15O,1.6108,0.37908998164889385,144000000.0,54588957.35744072
15O,1.6142,0.3714699820177652,144000000.0,53491677.410558194
15O,1.6177,0.3637699823905092,144000000.0,52382877.464233324
15O,1.6212,0.35597998276760995,144000000.0,51261117.51853583
15O,1.6246,0.3481199831480992,144000000.0,50129277.57332629
15O,1.6281,0.3401599835334294,144000000.0,48983037.62881383
15O,1.6315,0.3321199839226322,144000000.0,47825277.68485904
15O,1.635,0.3239799843166758,144000000.0,46653117.74160132
15O,1.6385,0.3157399847155603,144000000.0,45466557.79904068
15O,1.6419,0.30738998511976967,144000000.0,44264157.85724683
15O,1.6454,0.2989399855288199,144000000.0,43047357.91615006
15O,1.6489,0.29035998594416323,144000000.0,41811837.9759595
15O,1.6523,0.28166998636483137,144000000.0,40560478.03653572
15O,1.6558,0.27283998679227683,144000000.0,39288958.09808786
15O,1.6593,0.2638699872264993,144000000.0,37997278.1606159
15O,1.6627,0.25474998766798307,144000000.0,36683998.224189565
15O,1.6662,0.24547998811672814,144000000.0,35349118.28880885
15O,1.6696,0.23601998857467077,144000000.0,33986878.35475259
15O,1.6731,0.2263899890408428,144000000.0,32600158.421881363
15O,1.6766,0.21654998951718052,144000000.0,31183198.490473993
15O,1.68,0.20647999000465223,144000000.0,29733118.56066992
15O,1.6835,0.1961799905032578,144000000.0,28249918.63246912
15O,1.687,0.18559999101541771,144000000.0,26726398.70622015
15O,1.6904,0.17472999154161606,144000000.0,25161118.78199271
15O,1.6939,0.1635199920842732,144000000.0,23546878.860135343
15O,1.6974,0.15192999264532553,144000000.0,21877918.940926876
15O,1.7008,0.13989999322767746,144000000.0,20145599.024785556
15O,1.7043,0.1273799938337495,144000000.0,18342719.11205993
15O,1.7078,0.11425999446886653,144000000.0,16453439.203516781
15O,1.7112,0.10044999513738528,144000000.0,14464799.299783481
15O,1.7147,0.08579599584676066,144000000.0,12354623.401933536
15O,1.7181,0.07009499660681953,144000000.0,10093679.511382012
15O,1.7216,0.053075997430680553,144000000.0,7642943.630018
15O,1.7251,0.03440099833470574,144000000.0,4953743.760197626
15O,1.7285,0.01403299932068619,144000000.0,2020751.9021788114
15O,1.732,0.0,144000000.0,0.0
17F,0.00348,4.064000859357366e-05,3260000.0,132.48642801505014
17F,0.00696,0.00016204003426433747,3260000.0,528.2505117017402
17F,0.01044,0.0003634200768473558,3260000.0,1184.74945052238
17F,0.01392,0.000644020136181922,3260000.0,2099.505643953066
17F,0.0174,0.0010031002121115586,3260000.0,3270.106691483681
17F,0.02088,0.0014398003044544133,3260000.0,4693.748992521388
17F,0.02436,0.001953400413058238,3260000.0,6368.085346569856
17F,0.02784,0.0025431005377538674,3260000.0,8290.507753077607
17F,0.03132,0.0032083006784144282,3260000.0,10459.060211631037
17F,0.0348,0.003948000834828465,3260000.0,12870.482721540797
17F,0.03828,0.004761601006869103,3260000.0,15522.819282393277
17F,0.04176,0.005648301194367177,3260000.0,18413.461893637
17F,0.04524,0.0066074013971746705,3260000.0,21540.128554789426
17F,0.04872,0.007638101615122415,3260000.0,24900.211265299073
17F,0.0522,0.00873960184804125,3260000.0,28491.102024614473
17F,0.05568,0.009911302095804295,3260000.0,32310.844832322004
17F,0.05916,0.011152002358157812,3260000.0,36355.52768759447
17F,0.06264,0.012462002635165231,3260000.0,40626.128590638655
17F,0.06612,0.013840002926551659,3260000.0,45118.40954055841
17F,0.0696,0.015284003231894189,3260000.0,49825.850535975056
17F,0.07308,0.016795003551404272,3260000.0,54751.71157757793
17F,0.07656,0.018372003884870453,3260000.0,59892.73266467768
17F,0.08004,0.02001400423208128,3260000.0,65245.65379658497
17F,0.08352,0.021720004592825293,3260000.0,70807.21497261045
17F,0.087,0.02349000496710249,3260000.0,76577.41619275411
17F,0.09048,0.025322005354489967,3260000.0,82549.7374556373
17F,0.09396,0.027216005754987716,3260000.0,88724.17876125996
17F,0.09744,0.02917200616859574,3260000.0,95100.7401096221
17F,0.10092,0.03118900659510258,3260000.0,101676.16150003442
17F,0.1044,0.03326500703408533,3260000.0,108443.92293111818
17F,0.10788,0.03540100748575544,3260000.0,115407.28440356273
17F,0.11136,0.03759500794969001,3260000.0,122559.72591598942
17F,0.11484,0.039847008425889015,3260000.0,129901.24746839819
17F,0.11832,0.04215600891414102,3260000.0,137428.58906009974
17F,0.1218,0.044521009414234564,3260000.0,145138.49069040467
17F,0.12528,0.04694200992616965,3260000.0,153030.95235931306
17F,0.12876,0.049419010449946274,3260000.0,161105.97406682486
17F,0.13224,0.05194901098493007,3260000.0,169353.77581087203
17F,0.13572,0.054533011531332484,3260000.0,177777.61759214388
17F,0.1392,0.05717101208915353,3260000.0,186377.4994106405
17F,0.14268,0.05986001265775884,3260000.0,195143.6412642938
17F,0.14616,0.06260101323735986,3260000.0,204079.30315379315
17F,0.14964,0.06539301382774514,3260000.0,213181.22507844915
17F,0.15312,0.06823501442870322,3260000.0,222446.14703757252
17F,0.1566,0.0711270150402341,3260000.0,231874.06903116315
17F,0.16008,0.07406701566191486,3260000.0,241458.47105784243
17F,0.16356,0.07705601629395699,3260000.0,251202.61311829978
17F,0.16704,0.080093016936149,3260000.0,261103.23521184572
17F,0.17052,0.08317601758806797,3260000.0,271153.8173371016
17F,0.174,0.08630501824971396,3260000.0,281354.3594940675
17F,0.17748,0.0894800189210869,3260000.0,291704.8616827433
17F,0.18096,0.09270001960197535,3260000.0,302202.06390243967
17F,0.18444,0.09596402029216787,3260000.0,312842.70615246723
17F,0.18792,0.09927202099166448,3260000.0,323626.7884328262
17F,0.1914,0.10262002169961931,3260000.0,334541.270740759
17F,0.19488,0.10602002241856986,3260000.0,345625.27308453777
17F,0.19836,0.10945002314386411,3260000.0,356807.07544899697
17F,0.20184,0.11293002387973114,3260000.0,368151.8778479235
17F,0.20532,0.11644002462194185,3260000.0,379594.4802675304
17F,0.2088,0.12000002537472537,3260000.0,391200.08272160473
17F,0.21228,0.12359002613385257,3260000.0,402903.4851963594
17F,0.21576,0.1272300269035526,3260000.0,414769.88770558144
17F,0.21924,0.13090002767959624,3260000.0,426734.0902354838
17F,0.22272,0.13460002846198363,3260000.0,438796.09278606664
17F,0.2262,0.1383500292549438,3260000.0,451021.09537111677
17F,0.22968,0.14213003005424765,3260000.0,463343.89797684737
17F,0.23316,0.14595003086200972,3260000.0,475797.1006101517
17F,0.23664,0.1498000316761155,3260000.0,488348.10326413653
17F,0.24012,0.15368003249656498,3260000.0,500996.9059388018
17F,0.2436,0.15760003332547265,3260000.0,513776.10864104086
17F,0.24708,0.16155003416072403,3260000.0,526653.1113639603
17F,0.25056,0.1655300350023191,3260000.0,539627.9141075603
17F,0.25404,0.16955003585237238,3260000.0,552733.116878734
17F,0.25752,0.1735900367066548,3260000.0,565903.5196636947
17F,0.261,0.17767003756939548,3260000.0,579204.3224762293
17F,0.26448,0.1817800384384798,3260000.0,592602.9253094442
17F,0.26796,0.18591003931179328,3260000.0,606066.7281564461
17F,0.27144,0.19008004019356498,3260000.0,619660.9310310219
17F,0.27492,0.1942700410795658,3260000.0,633320.3339193845
17F,0.2784,0.19849004197191034,3260000.0,647077.5368284277
17F,0.28188,0.20273004286848395,3260000.0,660899.9397512577
17F,0.28536,0.20700004377140124,3260000.0,674820.142694768
17F,0.28884,0.21130004468066224,3260000.0,688838.1456589589
17F,0.29232,0.21563004559626692,3260000.0,702953.9486438301
17F,0.2958,0.21997004651398616,3260000.0,717102.3516355949
17F,0.29928,0.22435004744016362,3260000.0,731381.1546549334
17F,0.30276,0.22874004836845568,3260000.0,745692.5576811655
17F,0.30624,0.2331600493030914,3260000.0,760101.760728078
17F,0.30972,0.23760005024195624,3260000.0,774576.1637887773
17F,0.3132,0.2420600511850502,3260000.0,789115.7668632637
17F,0.31668,0.2465400521323733,3260000.0,803720.569951537
17F,0.32016,0.25105005308604006,3260000.0,818423.1730604906
17F,0.32364,0.25557005404182137,3260000.0,833158.3761763377
17F,0.32712,0.2601100550018318,3260000.0,847958.7793059717
17F,0.3306,0.2646700559660714,3260000.0,862824.3824493928
17F,0.33408,0.26925005693454,3260000.0,877755.1856066005
17F,0.33756,0.2738500579072378,3260000.0,892751.1887775953
17F,0.34104,0.2784600588820502,3260000.0,907779.7919554837
17F,0.34452,0.2831000598632063,3260000.0,922906.1951540526
17F,0.348,0.2877400608443623,3260000.0,938032.5983526212
17F,0.35148,0.2924100618318621,3260000.0,953256.8015718703
17F,0.35496,0.2970800628193618,3260000.0,968481.0047911194
17F,0.35844,0.30178006381320516,3260000.0,983803.0080310488
17F,0.36192,0.3064800648070486,3260000.0,999125.0112709784
17F,0.3654,0.3112000658051211,3260000.0,1014512.2145246948
17F,0.36888,0.3159300668053082,3260000.0,1029932.0177853048
17F,0.37236,0.32068006780972447,3260000.0,1045417.0210597018
17F,0.37584,0.3254400688162552,3260000.0,1060934.624340992
17F,0.37932,0.330200069822786,3260000.0,1076452.2276222822
17F,0.3828,0.33498007083354586,3260000.0,1092035.0309173595
17F,0.38628,0.33977007184642033,3260000.0,1107650.4342193303
17F,0.38976,0.34457007286140934,3260000.0,1123298.4375281944
17F,0.39324,0.34938007387851294,3260000.0,1138979.0408439522
17F,0.39672,0.3542000748977311,3260000.0,1154692.2441666033
