E_MeV,sigma_nue_cm2,sigma_nux_cm2,sigma_mass_1_cm2,sigma_mass_2_cm2,sigma_mass_3_cm2,Ue1_abs2,Ue2_abs2,Ue3_abs2
14.187700534759358,1.3217337822245581e-43,2.1991418371023614e-44,9.663713994890038e-44,5.505958074390697e-44,2.4459494271695695e-44,0.6774768000000001,0.3001232,0.0224
14.287967914438504,1.3307213303885847e-43,2.2139273391834016e-44,9.729371216034927e-44,5.543279821424986e-44,2.4624169447927367e-44,0.6774768000000001,0.3001232,0.0224
14.388235294117647,1.3397088133871221e-43,2.2287130751409267e-44,9.795028071129339e-44,5.58060153656725e-44,2.4788846764564856e-44,0.6774768000000001,0.3001232,0.0224
14.488502673796791,1.3486962325945634e-43,2.243499039937824e-44,9.860684567859882e-44,5.617923220417003e-44,2.495352617544399e-44,0.6774768000000001,0.3001232,0.0224
14.588770053475937,1.357683589346931e-43,2.258285228680415e-44,9.926340713699469e-44,5.655244873558985e-44,2.5118207635716866e-44,0.6774768000000001,0.3001232,0.0224
14.68903743315508,1.3695314227811597e-43,2.2770952973197436e-44,1.0012673720048788e-43,5.703967701039535e-44,2.5328634013627613e-44,0.6774768000000001,0.3001232,0.0224
14.789304812834224,1.3785188827896657e-43,2.2918811358286226e-44,1.0078330452466261e-43,5.741289418956696e-44,2.5493312281309464e-44,0.6774768000000001,0.3001232,0.0224
14.88957219251337,1.3875062810374523e-43,2.306667195933412e-44,1.014398683793901e-43,5.778611106605444e-44,2.565799257696893e-44,0.6774768000000001,0.3001232,0.0224
14.989839572192514,1.3964936187834636e-43,2.3214534730152733e-44,1.0209642883506408e-43,5.815932764531547e-44,2.582267485827227e-44,0.6774768000000001,0.3001232,0.0224
15.090106951871658,1.4054808972526642e-43,2.336239962582671e-44,1.0275298596018683e-43,5.853254393267887e-44,2.598735908405416e-44,0.6774768000000001,0.3001232,0.0224
15.190374331550803,1.4144681176371817e-43,2.3510266602670213e-44,1.0340953982143248e-43,5.890575993334844e-44,2.615204521427769e-44,0.6774768000000001,0.3001232,0.0224
15.290641711229947,1.4263170356855433e-43,2.3698327054411153e-44,1.0427293038840803e-43,5.939299260064064e-44,2.636243468832796e-44,0.6774768000000001,0.3001232,0.0224
15.39090909090909,1.4353043506192716e-43,2.384619083310169e-44,1.0492948962366486e-43,5.976620920063832e-44,2.652711790382738e-44,0.6774768000000001,0.3001232,0.0224
15.491176470588236,1.4442916081098836e-43,2.399405667133512e-44,1.0558604563153417e-43,6.013942551806109e-44,2.669180300406335e-44,0.6774768000000001,0.3001232,0.0224
15.59144385026738,1.4532788092829322e-43,2.414192452779711e-44,1.0624259847494475e-43,6.051264155777448e-44,2.685648995116822e-44,0.6774768000000001,0.3001232,0.0224
