source,r_over_Rsun,production_density_norm,shell_fraction_per_Rsun,cumulative_fraction
pep,0.278,0.004668374015672158,0.47119052822730073,0.9867396585716623
pep,0.28,0.004320239474094062,0.4423491532447024,0.9876531982531344
pep,0.28200000000000003,0.003995845830084622,0.4150001533254525,0.9885105475597045
pep,0.28400000000000003,0.0036937572608069023,0.38908666695201805,0.9893146343799819
pep,0.28600000000000003,0.0034126103644004377,0.36455250644400317,0.9900682735533779
pep,0.28800000000000003,0.0031511115984444358,0.3413422733642633,0.9907741683331862
pep,0.29,0.0029080347261855595,0.3194014629242376,0.9914349120694746
pep,0.292,0.002682218278118895,0.2986765577541255,0.992052990090153
pep,0.294,0.0024725630358741965,0.2791151114268799,0.9926307817593341
pep,0.296,0.002278029544741524,0.26066582214447614,0.9931705626929054
pep,0.298,0.0020976356605737255,0.24327859701085985,0.9936745071120607
pep,0.3,0.0019304541362277093,0.2269046073284073,0.9941446903164
pep,0.302,0.0017756102521545108,0.21149633536397788,0.9945830912590924
pep,0.304,0.0016322794952194585,0.1970076130367694,0.9949915952074931
pep,0.306,0.001499685289329844,0.18339365298350524,0.9953719964735134
pep,0.308,0.0013770967809683598,0.1706110724571276,0.995726001198954
pep,0.31,0.0012638266822766141,0.15861791051336305,0.9960552301819245
pep,0.312,0.0011592291739045903,0.14737363893548963,0.9963612217313734
pep,0.314,0.0010626978694386678,0.13683916734153112,0.9966454345376504
pep,0.316,0.0009736638428428884,0.12697684291016303,0.9969092505479021
pep,0.318,0.0008915937199952181,0.11775044515202605,0.9971539778359644
pep,0.32,0.0008159878350721469,0.1091251761420776,0.9973808534572585
pep,0.322,0.0007463784522307053,0.10106764661626912,0.9975910462800168
pep,0.324,0.000682328052756376,0.09354585832239982,0.9977856597849555
pep,0.326,0.0006234276875875593,0.08652918300060386,0.9979657348262785
pep,0.328,0.0005692953948917906,0.07998833835377481,0.9981322523476328
pep,0.33,0.0005195746821548371,0.07389536135244656,0.9982861360473391
pep,0.332,0.00047393307205043013,0.06822357920238804,0.9984282549878939
pep,0.334,0.0004320607111847379,0.06294757828655305,0.9985594261453828
pep,0.336,0.0003936690406550776,0.058043171376207035,0.9986804168950456
pep,0.338,0.00035848952722560733,0.05348736338910485,0.9987919474298109
pep,0.34,0.0003262724538031984,0.04925831595566824,0.9988946931091557
pep,0.342,0.0002967857677932102,0.04533531103727176,0.9989892867361486
pep,0.34400000000000003,0.00026981398582666833,0.041698713824100946,0.9990763207610099
pep,0.34600000000000003,0.00024515715327637485,0.03832993512366277,0.9991563494099577
pep,0.34800000000000003,0.0002226298569188886,0.03521139343498881,0.9992298907385163
pep,0.35000000000000003,0.00020206028905112673,0.03232647688792494,0.9992974286088392
pep,0.352,0.0001832893613337198,0.029659505211715034,0.9993594145909388
pep,0.354,0.00016616986660727764,0.027195691882397004,0.9994162697880329
pep,0.356,0.00015056568691158243,0.02492110658438509,0.9994683865864996
pep,0.358,0.00013635104593053113,0.02282263810803453,0.999516130331192
pep,0.36,0.00012340980408667956,0.020887957792012184,0.999559840927092
pep,0.362,0.00011163479451767432,0.01910548360693981,0.999599834368491
pep,0.364,0.00010092719818195974,0.017464344965049738,0.999636404197063
pep,0.366,9.119595636226588e-05,0.015954348329512612,0.9996698228903576
pep,0.368,8.235721886178725e-05,0.01456594368665677,0.9997003431823738
pep,0.37,7.433382621906874e-05,0.013290191934506316,0.999728199317995
pep,0.372,6.705482430281101e-05,0.012118733231912785,0.9997536082431614
pep,0.374,6.045500968652118e-05,0.011043756344033312,0.9997767707327373
pep,0.376,5.447450424466375e-05,0.010057969012009189,0.9997978724580934
pep,0.378,4.905835745620755e-05,0.00915456936740612,0.9998170849964728
pep,0.38,4.415617494776041e-05,0.008327218405274828,0.9998345667842455
pep,0.382,3.972177185641713e-05,0.007570013523559748,0.9998504640161744
pep,0.384,3.5712849641635144e-05,0.006877463131005533,0.999864911492829
pep,0.386,3.209069502552042e-05,0.006244462320660437,0.9998780334182806
pep,0.388,2.881989979154865e-05,0.005666269601533387,0.9998899441502028
pep,0.39,2.586810022265403e-05,0.0051384846769013445,0.9999007489044812
pep,0.392,2.320573501052367e-05,0.00465702725416121,0.9999105444164123
pep,0.394,2.0805820518601422e-05,0.0042181168679516386,0.9999194195605343
pep,0.396,1.8643742331516787e-05,0.0038182536955098188,0.9999274559310978
pep,0.398,1.6697062073211103e-05,0.003454200340849219,0.9999347283851341
pep,0.4,1.4945338524781425e-05,0.003122964562324694,0.9999413055500372
pep,0.402,1.3369962120843755e-05,0.0028217829164637865,0.9999472502975161
pep,0.404,1.1954001949909919e-05,0.00254810528956441,0.9999526201857221
pep,0.406,1.0682064429769519e-05,0.002299580287465663,0.9999574678712991
pep,0.40800000000000003,9.540162873079214e-06,0.0020740414530671402,0.9999618414930397
pep,0.41000000000000003,8.515597201209846e-06,0.0018694942805798915,0.9999657850287733
pep,0.41200000000000003,7.596843105834237e-06,0.0016841039951189264,0.9999693386270491
pep,0.41400000000000003,6.773449997703725e-06,0.001516184066070902,0.9999725389151103
pep,0.41600000000000004,6.035947120531079e-06,0.0013641854226726683,0.999975419284599
pep,0.418,5.375757244848332e-06,0.001226686340397603,0.999978010156362
pep,0.42,4.785117392129009e-06,0.001102382967049393,0.9999803392256694
pep,0.422,4.2570060733547615e-06,0.0009900804578907168,0.9999824316890944
pep,0.424,3.7850765585703914e-06,0.0008886846896709417,0.999984310454242
pep,0.426,3.363595724825629e-06,0.0007971945240484695,0.9999859963334556
pep,0.428,2.9873880592639007e-06,0.0007146945916154158,0.9999875082225713
pep,0.43,2.6517844220148724e-06,0.0006403485685125075,0.9999888632657314
pep,0.432,2.352575200009771e-06,0.0005733929184587823,0.9999900770072184
pep,0.434,2.0859675078991653e-06,0.0005131310739026292,0.9999911635312108
pep,0.436,1.8485461159524835e-06,0.00045892803091854116,0.9999921355903156
pep,0.438,1.6372378071961898e-06,0.000410205333418184,0.99999300472368
pep,0.44,1.4492788871477585e-06,0.00036643642320710525,0.9999937813654366
pep,0.442,1.2821855893695417e-06,0.0003271423333919593,0.9999944749441932
pep,0.444,1.1337271387479642e-06,0.00029188770362117587,0.9999950939742303
pep,0.446,1.0019012519450479e-06,0.00026027709661822216,0.9999956461390305
pep,0.448,8.849118709204991e-07,0.00023195159643613886,0.9999961383677235
pep,0.45,7.811489408304463e-07,0.00020658566981995337,0.9999965769049898
pep,0.452,6.891700580220654e-07,0.00018388427300603584,0.9999969673749326
pep,0.454,6.076838273091422e-07,0.0001635801872109097,0.9999973148393928
pep,0.456,5.355347802793099e-07,0.00014543156696355392,0.999997623851147
pep,0.458,4.716897180953443e-07,0.00012921968631228825,0.9999978985024003
pep,0.46,4.152253531560309e-07,0.0001147468687879418,0.9999981424689554
pep,0.462,3.653171341207499e-07,0.00010183458782746176,0.999998359050412
pep,0.464,3.212291482190657e-07,9.032172515516082e-05,0.999998551206725
pep,0.466,2.8230500350390416e-07,8.006297538147384e-05,0.9999987215914256
pep,0.468,2.479596018045023e-07,7.092738581072608e-05,0.9999988725817868
pep,0.47000000000000003,2.1767172063196668e-07,6.279702114962074e-05,0.9999990063061938
pep,0.47200000000000003,1.909773292231978e-07,5.5565743476778834e-05,0.9999991246689584
pep,0.47400000000000003,1.6746357031374815e-07,4.9138098470761245e-05,0.9999992293728003
pep,0.47600000000000003,1.4676334514098668e-07,4.34282994998136e-05,0.9999993219391983
pep,0.47800000000000004,1.285504446282318e-07,3.8359301751500004e-05,0.9999994037267995
pep,0.48,1.1253517471925912e-07,3.386195912497749e-05,0.9999994759480604
pep,0.482,9.846042845013863e-08,2.9874257123561e-05,0.9999995396842766
pep,0.484,8.609816158960629e-08,2.6340615471207936e-05,0.9999995958991492
pep,0.486,7.52462325764483e-08,2.321125463444645e-05,0.9999996454510193
pep,0.488,6.572557105760636e-08,2.044162086200308e-05,0.9999996891038948
pep,0.49,5.7377642607312794e-08,1.7991864758902755e-05,0.9999997275373804
pep,0.492,5.006218020767013e-08,1.5826368791134848e-05,0.999999761355614
pep,0.494,4.3655155815415016e-08,1.3913319472125084e-05,0.9999997910953022
pep,0.496,3.80469678476124e-08,1.2224320314273505e-05,0.9999998172329421
pep,0.498,3.314082270898822e-08,1.0734041938787373e-05,0.9999998401913043
pep,0.5,2.885129057248758e-08,9.419906025987892e-06,0.9999998603452522
pep,0.502,2.5103017528444932e-08,8.261800057281702e-06,0.9999998780269583
pep,0.504,2.182957795125478e-08,7.2418200500849315e-06,0.9999998935305784
pep,0.506,1.8972452509476747e-08,6.3440387192000295e-06,0.9999999071164372
pep,0.508,1.648011867874079e-08,5.554296713472987e-06,0.9999999190147726
pep,0.51,1.4307241918567688e-08,4.860014775976711e-06,0.9999999294290841
pep,0.512,1.2413956855348393e-08,4.250024860420975e-06,0.9999999385391237
pep,0.514,1.0765228884479163e-08,3.7144184068951245e-06,0.9999999465035669
pep,0.516,9.330287574504939e-09,3.2444101372881136e-06,0.9999999534623955
pep,0.518,8.082124133838087e-09,2.832215875648444e-06,0.9999999595390214
pep,0.52,6.9970459942650405e-09,2.4709430321523797e-06,0.9999999648421803
pep,0.522,6.054282282484869e-09,2.1544925120202164e-06,0.9999999694676159
pep,0.524,5.235634598180073e-09,1.8774709233894413e-06,0.9999999734995794
pep,0.526,4.525168100914767e-09,1.6351120615253811e-06,0.9999999770121624
pep,0.528,3.90893843426485e-09,1.4232067414845134e-06,0.9999999800704812
pep,0.53,3.3747504893224697e-09,1.2380401380726722e-06,0.9999999827317281
pep,0.532,2.9119454359430385e-09,1.076335871250975e-06,0.9999999850461041
pep,0.534,2.5112128332712868e-09,9.352061475949354e-07,0.9999999870576461
pep,0.536,2.1644249752614422e-09,8.121073345302931e-07,0.9999999888049597
pep,0.538,1.864490935814753e-09,7.048004043448793e-07,0.9999999903218674
pep,0.54,1.6052280551856003e-09,6.113157398691787e-07,0.9999999916379835
pep,0.542,1.3812488575474656e-09,5.299218436596799e-07,0.999999992779221
pep,0.544,1.1878616118759946e-09,4.5909753790985885e-07,0.9999999937682404
pep,0.546,1.020982947159327e-09,3.9750728352800265e-07,0.9999999946248452
pep,0.548,8.770611107101948e-10,3.4397928420617066e-07,0.9999999953663318
pep,0.55,7.53008617143512e-10,2.974860751840421e-07,0.9999999960077971
pep,0.552,6.461431773106085e-10,2.571273270840026e-07,0.9999999965624105
pep,0.554,5.541359228823508e-10,2.221146229369571e-07,0.9999999970416524
pep,0.556,4.749660549181325e-10,1.9175799158816029e-07,0.999999997455525
pep,0.558,4.068811450655784e-10,1.6545400330518873e-07,0.9999999978127371
pep,0.56,3.483624072895621e-10,1.4267525382410675e-07,0.9999999981208664
pep,0.562,2.980943373859529e-10,1.2296108146544118e-07,0.9999999983865027
pep,0.5640000000000001,2.549381880391942e-10,1.0590937851327267e-07,0.9999999986153731
pep,0.5660000000000001,2.1790880977343998e-10,9.116937294790637e-08,0.9999999988124519
pep,0.5680000000000001,1.8615444367047082e-10,7.843527001038318e-08,0.9999999989820566
pep,0.5700000000000001,1.5893910094516254e-10,6.744065509788729e-08,0.9999999991279326
pep,0.5720000000000001,1.356272080638663e-10,5.79535702727334e-08,0.9999999992533268
pep,0.5740000000000001,1.156702346765603e-10,4.977218633305759e-08,0.9999999993610525
pep,0.5760000000000001,9.859505575991446e-11,4.272100104887345e-08,0.9999999994535458
pep,0.578,8.399382952847298e-11,3.6647501911626444e-08,0.9999999995329143
pep,0.58,7.151519930618768e-11,3.141923866868876e-08,0.9999999996009811
pep,0.582,6.085665105518354e-11,2.6921257098160384e-08,0.9999999996593215
pep,0.584,5.175787898550458e-11,2.3053850998117533e-08,0.9999999997092966
pep,0.586,4.399502993361799e-11,1.973059428548107e-08,0.9999999997520811
pep,0.588,3.7375713279442825e-11,1.6876619483979995e-08,0.9999999997886883
pep,0.59,3.173467732203287e-11,1.44271127835477e-08,0.999999999819992
pep,0.592,2.6930065475722705e-11,1.2325999324877634e-08,0.9999999998467451
pep,0.594,2.2840176579937026e-11,1.0524795447922776e-08,0.999999999869596
pep,0.596,1.936066321337282e-11,8.981607382591618e-09,0.9999999998891024
pep,0.598,1.640211032355621e-11,7.660258290479442e-09,0.9999999999057443
pep,0.6,1.3887943864964021e-11,6.5295277212572244e-09,0.999999999919934
pep,0.602,1.1752625606313622e-11,5.5624894560600725e-09,0.999999999932026
pep,0.604,9.940095929570182e-12,4.735935399606036e-09,0.9999999999423245
pep,0.606,8.402431396484327e-12,4.029874676837954e-09,0.9999999999510902
pep,0.608,7.098688188669676e-12,3.427098410138626e-09,0.9999999999585472
pep,0.61,5.993906310054496e-12,2.912801818914412e-09,0.9999999999648871
pep,0.612,5.0582527428437674e-12,2.4742563118385665e-09,0.9999999999702741
pep,0.614,4.266284628916302e-12,2.1005251487371707e-09,0.9999999999748489
pep,0.616,3.596316059884942e-12,1.7822170477816513e-09,0.9999999999787317
pep,0.618,3.0298742467236405e-12,1.5112728166410522e-09,0.9999999999820252
pep,0.62,2.551232744276354e-12,1.2807807045232734e-09,0.9999999999848173
pep,0.622,2.147011062633774e-12,1.0848167153862178e-09,0.9999999999871828
pep,0.624,1.8058314375132107e-12,9.183065997348062e-10,0.999999999989186
pep,0.626,1.5180247828334866e-12,7.769066610855973e-10,0.9999999999908812
pep,0.628,1.2753789347132297e-12,6.569008802596819e-10,0.999999999992315
pep,0.63,1.0709232382508077e-12,5.551121822665604e-10,0.9999999999935271
pep,0.632,8.987443451705554e-13,4.688259520859437e-10,0.999999999994551
pep,0.634,7.538287979462586e-13,3.9572415194295346e-10,0.9999999999954156
pep,0.636,6.319285885175322e-13,3.3382860795668236e-10,0.9999999999961451
pep,0.638,5.294464095945279e-13,2.8145222208321183e-10,0.9999999999967604
pep,0.64,4.433377746328014e-13,2.3715702939597684e-10,0.999999999997279
pep,0.642,3.7102757830947057e-13,1.9971816388406734e-10,0.9999999999977158
pep,0.644,3.103390109927568e-13,1.6809292069199996e-10,0.9999999999980836
pep,0.646,2.594330354614049e-13,1.413942113558659e-10,0.9999999999983932
pep,0.648,2.167568882618954e-13,1.188678031210379e-10,0.9999999999986534
pep,0.65,1.810002870421686e-13,9.987281562529159e-11,0.9999999999988721
pep,0.652,1.5105821371311097e-13,8.386501965420209e-11,0.9999999999990559
pep,0.654,1.2599930548477415e-13,7.038254468984772e-11,0.9999999999992101
pep,0.656,1.0503902528286987e-13,5.90336557791682e-11,0.9999999999993395
pep,0.658,8.751690287888675e-14,4.9486306897168e-11,0.999999999999448
pep,0.66,7.287724095819615e-14,4.145921839486681e-11,0.9999999999995389
pep,0.662,6.06527686392281e-14,3.471426111010703e-11,0.9999999999996151
pep,0.664,5.0450800664667456e-14,2.9049959987629503e-11,0.9999999999996788
pep,0.666,4.194152536192179e-14,2.4295956221005603e-11,0.9999999999997321
pep,0.668,3.484810002722765e-14,2.0308289532612614e-11,0.9999999999997767
pep,0.67,2.8938279932653564e-14,1.696538171988964e-11,0.999999999999814
pep,0.672,2.4017347816209437e-14,1.4164619427308633e-11,0.9999999999998451
pep,0.674,1.9922145465860347e-14,1.1819448611775447e-11,0.9999999999998711
pep,0.676,1.6516038687823864e-14,9.856905666180893e-12,0.9999999999998928
pep,0.678,1.3684672281264927e-14,8.215520922693346e-12,0.9999999999999108
pep,0.68,1.1332393247975474e-14,6.843539509827724e-12,0.999999999999926
pep,0.682,9.379238882477762e-15,5.697412490098456e-12,0.9999999999999385
pep,0.684,7.758402075696e-15,4.740518035877863e-12,0.9999999999999489
pep,0.686,6.4140995195105015e-15,3.9420782640748924e-12,0.9999999999999576
pep,0.6880000000000001,5.299779859751883e-15,3.2762423789921222e-12,0.9999999999999648
pep,0.6900000000000001,4.376618502870819e-15,2.7213110828854733e-12,0.9999999999999708
pep,0.6920000000000001,3.612253986389727e-15,2.2590809054210576e-12,0.9999999999999758
pep,0.6940000000000001,2.9797277892811947e-15,1.874290262935749e-12,0.9999999999999799
pep,0.6960000000000001,2.4565953687921255e-15,1.55415176092263e-12,0.9999999999999833
pep,0.6980000000000001,2.0241812216381614e-15,1.287957563019791e-12,0.9999999999999862
pep,0.7000000000000001,1.666955013885207e-15,1.0667466226564872e-12,0.9999999999999886
pep,0.7020000000000001,1.3720094196451233e-15,8.830242573935464e-13,0.9999999999999906
pep,0.704,1.1286233516301785e-15,7.305259822208845e-13,0.9999999999999922
pep,0.706,9.278968399700964e-16,6.040187422189743e-13,0.9999999999999936
pep,0.708,7.624459905389777e-16,4.991337276492438e-13,0.9999999999999947
pep,0.71,6.261482908872934e-16,4.1222584200386017e-13,0.9999999999999956
pep,0.712,5.139300822482832e-16,3.4025564839756366e-13,0.9999999999999963
pep,0.714,4.215893238174238e-16,2.8069026129737707e-13,0.999999999999997
pep,0.716,3.456478778504699e-16,2.3142019557401923e-13,0.9999999999999976
pep,0.718,2.8322847274369905e-16,1.9068964745532515e-13,0.999999999999998
pep,0.72,2.3195228302435696e-16,1.5703807435495594e-13,0.9999999999999983
pep,0.722,1.8985372288816043e-16,1.2925127316545707e-13,0.9999999999999987
pep,0.724,1.5530960290386802e-16,1.063204383579672e-13,0.9999999999999989
pep,0.726,1.2698026413778767e-16,8.740791973660125e-14,0.9999999999999991
pep,0.728,1.0376069409863584e-16,7.181860145506283e-14,0.9999999999999992
pep,0.73,8.473995629535342e-17,5.897599446185267e-14,0.9999999999999993
pep,0.732,6.916753975541393e-17,4.8402278626024244e-14,0.9999999999999994
pep,0.734,5.642546494832277e-17,3.9701652434404524e-14,0.9999999999999996
pep,0.736,4.600517527389622e-17,3.2546450771191304e-14,0.9999999999999997
pep,0.738,3.7488404577454246e-17,2.6665577807218698e-14,0.9999999999999998
pep,0.74,3.053134607808654e-17,2.1834874916879547e-14,0.9999999999999998
pep,0.742,2.485156088346006e-17,1.786910491043984e-14,0.9999999999999998
pep,0.744,2.0217158486953322e-17,1.461528550454604e-14,0.9999999999999998
pep,0.746,1.6437860305900977e-17,1.1947148369159583e-14,0.9999999999999998
pep,0.748,1.3357622950991474e-17,9.760536569005444e-15,0.9999999999999998
pep,0.75,1.0848552640429378e-17,7.96958384934865e-15,0.9999999999999998
pep,0.752,8.805887772191552e-18,6.5035449198867676e-15,0.9999999999999998
pep,0.754,7.14386464063416e-18,5.304167445130584e-15,0.9999999999999998
pep,0.756,5.792312885394789e-18,4.3235145126414975e-15,0.9999999999999998
pep,0.758,4.693853543317867e-18,3.522161477451316e-15,0.9999999999999998
pep,0.76,3.8015944193905075e-18,2.8677037407330346e-15,0.9999999999999998
pep,0.762,3.077235638152493e-18,2.333522608708311e-15,0.9999999999999998
pep,0.764,2.489513299811541e-18,1.8977652270676002e-15,0.9999999999999998
pep,0.766,2.0129216611820853e-18,1.5425019774572683e-15,0.9999999999999998
pep,0.768,1.6266646214532314e-18,1.2530308919972761e-15,0.9999999999999998
pep,0.77,1.3137958763896012e-18,1.0173037879324061e-15,0.9999999999999998
pep,0.772,1.0605142119537647e-18,8.254531142817196e-16,0.9999999999999998
pep,0.774,8.555862896902864e-19,6.694020758971245e-16,0.9999999999999998
pep,0.776,6.898741399592551e-19,5.425435752946542e-16,0.9999999999999998
pep,0.778,5.559485987934957e-19,4.3947598762612567e-16,0.9999999999999998
pep,0.78,4.477732441718238e-19,3.557858418823235e-16,0.9999999999999998
pep,0.782,3.6044612791547775e-19,2.8786919109500104e-16,0.9999999999999998
pep,0.784,2.8998885999446696e-19,2.327848738744856e-16,0.9999999999999998
pep,0.786,2.331744656246092e-19,1.8813404753996924e-16,0.9999999999999998
pep,0.788,1.8738697089816292e-19,1.5196134986807747e-16,0.9999999999999998
pep,0.79,1.5050693684155204e-19,1.2267385592508432e-16,0.9999999999999998
pep,0.792,1.2081820198999622e-19,9.897466678743224e-17,0.9999999999999998
pep,0.794,9.69319489516198e-20,7.98085217371622e-17,0.9999999999999998
pep,0.796,7.772491340033212e-20,6.431728436600843e-17,0.9999999999999998
pep,0.798,6.228913128535621e-20,5.18035322773829e-17,0.9999999999999998
pep,0.8,4.989109392794983e-20,4.170079334215114e-17,0.9999999999999998
pep,0.802,3.993856939250919e-20,3.3549230056293935e-17,0.9999999999999998
pep,0.804,3.195366717748297e-20,2.697578687054674e-17,0.9999999999999998
pep,0.806,2.5550984335626457e-20,2.167799122545374e-17,0.9999999999999998
pep,0.808,2.0419884879729016e-20,1.741074391399975e-17,0.9999999999999998
pep,0.81,1.6310139226701626e-20,1.3975553686714053e-17,0.9999999999999998
pep,0.812,1.3020293452190971e-20,1.1211769169350583e-17,0.9999999999999998
pep,0.8140000000000001,1.0388255007373041e-20,8.989441874384363e-18,0.9999999999999998
pep,0.8160000000000001,8.2836770076828e-21,7.203520412102986e-18,0.9999999999999998
pep,0.8180000000000001,6.601801117742426e-21,5.769130474392651e-18,0.9999999999999998
pep,0.8200000000000001,5.258482612549051e-21,4.6177398655223224e-18,0.9999999999999998
pep,0.8220000000000001,4.186173006145941e-21,3.694044516881356e-18,0.9999999999999998
pep,0.8240000000000001,3.3306778497607245e-21,2.953441473039443e-18,0.9999999999999998
pep,0.8260000000000001,2.6485416694291867e-21,2.359979451453028e-18,0.9999999999999998
pep,0.8280000000000001,2.104939978339706e-21,1.884697727908961e-18,0.9999999999999998
pep,0.8300000000000001,1.6719810403542432e-21,1.504280583833168e-18,0.9999999999999998
pep,0.8320000000000001,1.3273385428480638e-21,1.1999680281795377e-18,0.9999999999999998
pep,0.834,1.0531513477440116e-21,9.566745174289794e-19,0.9999999999999998
pep,0.836,8.351386737530392e-22,7.622763876939361e-19,0.9999999999999998
pep,0.838,6.618889465527708e-22,6.070360490804018e-19,0.9999999999999998
pep,0.84,5.242885663363464e-22,4.83136974903584e-19,0.9999999999999998
pep,0.842,4.1506333404612593e-22,3.8430839378353437e-19,0.9999999999999998
pep,0.844,3.2841053409189133e-22,3.055225633855822e-19,0.9999999999999998
pep,0.846,2.597039249246847e-22,2.4275073644324035e-19,0.9999999999999998
pep,0.848,2.0525732873536554e-22,1.9276655852770384e-19,0.9999999999999998
pep,0.85,1.621352917151293e-22,1.5298777397872198e-19,0.9999999999999998
pep,0.852,1.2800153190516281e-22,1.2134885242179477e-19,0.9999999999999998
pep,0.854,1.009977043537995e-22,9.619855770029459e-20,0.9999999999999998
pep,0.856,7.964647564963245e-23,7.621762457207808e-20,0.9999999999999998
pep,0.858,6.277407889747181e-23,6.035263573146525e-20,0.9999999999999998
pep,0.86,4.9448470173055056e-23,4.7762943062151594e-20,0.9999999999999998
pep,0.862,3.8929972455358745e-23,3.777808547834197e-20,0.9999999999999998
pep,0.864,3.06319086457743e-23,2.986364813552465e-20,0.9999999999999998
pep,0.866,2.4089220398846596e-23,2.3593906063827875e-20,0.9999999999999998
pep,0.868,1.8933467451615282e-23,1.8629917195464703e-20,0.9999999999999998
pep,0.87,1.4872921816512705e-23,1.470198979757287e-20,0.9999999999999998
pep,0.872,1.1676727839381582e-23,1.1595659245185632e-20,0.9999999999999998
pep,0.874,9.162305025905954e-24,9.140478428516524e-21,0.9999999999999998
pep,0.876,7.185335635902097e-24,7.201062636818489e-21,0.9999999999999998
pep,0.878,5.631811341805664e-24,5.6699397856318925e-21,0.9999999999999998
pep,0.88,4.41171919699597e-24,4.461845451769165e-21,0.9999999999999998
pep,0.882,3.454031957013841e-24,3.509173479137447e-21,0.9999999999999998
pep,0.884,2.7027356238098033e-24,2.758350260197412e-21,0.9999999999999998
pep,0.886,2.1136813032168653e-24,2.1669468858577915e-21,0.9999999999999998
pep,0.888,1.6520917823142601e-24,1.701380376388175e-21,0.9999999999999998
pep,0.89,1.2905878179460566e-24,1.33508492320157e-21,0.9999999999999998
pep,0.892,1.0076267238372794e-24,1.0470579117299387e-21,0.9999999999999998
pep,0.894,7.8626785029845e-25,8.207046093921316e-22,0.9999999999999998
pep,0.896,6.131970889812275e-25,6.429207173873114e-22,0.9999999999999998
pep,0.898,4.779565042515353e-25,5.033642481976325e-22,0.9999999999999998
pep,0.9,3.7233631217504573e-25,3.938780041982746e-22,0.9999999999999998
pep,0.902,2.8989527383762366e-25,3.0803178109870795e-22,0.9999999999999998
pep,0.904,2.2558260242236758e-25,2.407596927138617e-22,0.9999999999999998
pep,0.906,1.7544007135665356e-25,1.8807302396803454e-22,0.9999999999999998
pep,0.908,1.3636744806729736e-25,1.4683301863141041e-22,0.9999999999999998
pep,0.91,1.0593789926012262e-25,1.1457119902257997e-22,0.9999999999999998
pep,0.912,8.225280651606627e-26,8.934735878437351e-23,0.9999999999999998
pep,0.914,6.382764474582553e-26,6.963739673731127e-23,0.9999999999999998
pep,0.916,4.9502329697418425e-26,5.424477379797282e-23,0.9999999999999998
pep,0.918,3.837082905344506e-26,4.223065934143641e-23,0.9999999999999998
pep,0.92,2.9725930124206747e-26,3.285885486168884e-23,0.9999999999999998
pep,0.922,2.3015925738509544e-26,2.5552394659250556e-23,0.9999999999999998
pep,0.924,1.7810666347570674e-26,1.9859368171193405e-23,0.9999999999999998
pep,0.926,1.377496847396211e-26,1.54260204861176e-23,0.9999999999999998
pep,0.928,1.0647797533420265e-26,1.1975593717485737e-23,0.9999999999999998
pep,0.93,8.225980595143787e-27,9.291693908671877e-24,0.9999999999999998
pep,0.932,6.351470746625491e-27,7.205223282784576e-24,0.9999999999999998
pep,0.934,4.9013943852912214e-27,5.584119688225589e-24,0.9999999999999998
pep,0.936,3.780277844776045e-27,4.325304980600306e-24,0.9999999999999998
pep,0.9380000000000001,2.9139796757613617e-27,3.348370537957081e-24,0.9999999999999998
pep,0.9400000000000001,2.2449570727190107e-27,2.5906280589178734e-24,0.9999999999999998
pep,0.9420000000000001,1.728575244037252e-27,2.0032327484157404e-24,0.9999999999999998
pep,0.9440000000000001,1.3302316052977386e-27,1.5481483261982795e-24,0.9999999999999998
pep,0.9460000000000001,1.0231161983508214e-27,1.195772469273525e-24,0.9999999999999998
pep,0.9480000000000001,7.864685935766307e-28,9.230800734255437e-25,0.9999999999999998
pep,0.9500000000000001,6.042219991760743e-28,7.121722723893561e-25,0.9999999999999998
pep,0.9520000000000001,4.639491761389142e-28,5.491432143277211e-25,0.9999999999999998
pep,0.9540000000000001,3.560434556451015e-28,4.231955318876751e-25,0.9999999999999998
pep,0.9560000000000001,2.730827907535451e-28,3.2595033658425576e-25,0.9999999999999998
pep,0.9580000000000001,2.0933622234379517e-28,2.509092762276521e-25,0.9999999999999998
pep,0.96,1.603810890548638e-28,1.9303539166463834e-25,0.9999999999999998
pep,0.962,1.2280630344449822e-28,1.4842673011134764e-25,0.9999999999999998
pep,0.964,9.39824765656086e-29,1.1406233810781613e-25,0.9999999999999998
pep,0.966,7.188393394953094e-29,8.760469987948544e-26,0.9999999999999998
pep,0.968,5.495098899134157e-29,6.724616851555368e-26,0.9999999999999998
pep,0.97,4.198342980749479e-29,5.15896641311533e-26,0.9999999999999998
pep,0.972,3.205819323395001e-29,3.955604743493324e-26,0.9999999999999998
pep,0.974,2.44657703489835e-29,3.031224660310912e-26,0.9999999999999998
pep,0.976,1.8661109991223937e-29,2.3215520484129198e-26,0.9999999999999998
pep,0.978,1.4225737013624792e-29,1.777026082239518e-26,0.9999999999999998
pep,0.98,1.0838540485385877e-29,1.3594532346444043e-26,0.9999999999999998
pep,0.982,8.253260590660895e-30,1.0394170830417736e-26,0.9999999999999998
pep,0.984,6.281148147605843e-30,7.94274373216635e-27,0.9999999999999998
pep,0.986,4.777616006647119e-30,6.06605561636496e-27,0.9999999999999998
pep,0.988,3.63196931446769e-30,4.6301746899091856e-27,0.9999999999999998
pep,0.99,2.759509067522042e-30,3.532185728695945e-27,0.9999999999999998
pep,0.992,2.095464007289886e-30,2.6930527904078645e-27,0.9999999999999998
pep,0.994,1.5903302176259267e-30,2.0521135907090502e-27,0.9999999999999998
