source,r_over_Rsun,production_density_norm,shell_fraction_per_Rsun,cumulative_fraction
pp,0.164,0.4359954563992137,4.537714827461001,0.3541954599753612
pp,0.166,0.42720391495377974,4.555320516324574,0.3632884953191468
pp,0.168,0.41848630604256437,4.570538319646809,0.3724143541551182
pp,0.17,0.4098453815251961,4.583375383414263,0.38156826785817927
pp,0.17200000000000001,0.40128378056679587,4.593841850201318,0.39074548509179485
pp,0.17400000000000002,0.39280402938560627,4.601950790517441,0.39994127773251364
pp,0.176,0.3844085411438171,4.6077181302276955,0.4091509466532587
pp,0.178,0.3760996159787572,4.611162574270017,0.4183698273577564
pp,0.18,0.36787944117144233,4.612305526896657,0.4275932954589231
pp,0.182,0.3597500914492942,4.611171008670365,0.43681677199449015
pp,0.184,0.35171352941968964,4.607785570448518,0.446035728573609
pp,0.186,0.3437716061308445,4.602178204590364,0.4552456923486479
pp,0.188,0.3359260617563987,4.594380253623802,0.4644422508068621
pp,0.19,0.3281785263999339,4.584425316608912,0.4736210563770948
pp,0.192,0.32053052101554125,4.572349153435473,0.48277783084713916
pp,0.194,0.3129834584404416,4.558189587291289,0.49190836958786593
pp,0.196,0.30553864453556273,4.541986405536996,0.5010085455806942
pp,0.198,0.29819727942988733,4.523781259221421,0.5100743132454526
pp,0.2,0.29096045886431016,4.503617561469426,0.5191017120661434
pp,0.202,0.28382917563066884,4.481540384971368,0.5280868700125843
pp,0.20400000000000001,0.27680432110155617,4.457596358800169,0.5370260067563558
pp,0.20600000000000002,0.26988668684647554,4.4318335647782865,0.5459154366799343
pp,0.20800000000000002,0.2630769663298545,4.404301433612604,0.5547515716783251
pp,0.21,0.2563757566864122,4.375050641010818,0.5635309237529484
pp,0.212,0.2497835605693483,4.344133003987729,0.572250107397947
pp,0.214,0.2433007880668135,4.311601377564431,0.5809058417794992
pp,0.216,0.23692775868212176,4.277509552057703,0.5894949527091213
pp,0.218,0.23066470337317005,4.241912151150611,0.5980143744123296
pp,0.22,0.22451176664654712,4.204864530928977,0.6064611510944092
pp,0.222,0.21846900870183883,4.166422680061523,0.6148324383053998
pp,0.224,0.21253640762166995,4.12664312129456,0.6231255041067559
pp,0.226,0.20671386160306138,4.085582814424699,0.6313377300424752
pp,0.228,0.2010011912257318,4.043299060905682,0.6394666119178055
pp,0.23,0.19539814175302625,3.9998494102376587,0.6475097603889488
pp,0.232,0.18990438546121663,3.95529156827941,0.6554649013674659
pp,0.234,0.18451952399298924,3.9096833076160697,0.6633298762433614
pp,0.23600000000000002,0.17924309073100725,3.8630823801067113,0.6711026419310842
pp,0.23800000000000002,0.17407455318751888,3.8155464317280448,0.6787812707429189
